"Original Text","Initial","Machine translation","Better translation","Best translation"
"大人になったゴホービ","An Adult Reward","","",""
"これからの日々","The days to come","","",""
"ふれあい　ＭＣタイム！","Fureai MC time!","","",""
"ふれあい　図書館でお手伝い","Fureai Helping out at the library","","",""
"ふれあい　気になるあの子！","Fondness The girl I'm interested in!","","",""
"ふれあい　どんな服が似合う？","Foreplay What kind of clothes do you look good in?","","",""
"ふれあい　ゲームで勝つには","Love How to win a game","","",""
"ふれあい　誰のポーズ？","Fureai Whose pose?","","",""
"学んだことを活かせるように","How can I use what I have learned?","","",""
"カップラーメンの再現度は？","How well do you recreate cup noodles?","","",""
"東京の今と昔","Tokyo Then and Now","","",""
"歌い続けるための努力","Efforts to keep singing","","",""
"民の期待に応えるために","To meet the expectations of the people","","",""
"失せ物探しとお礼","Searching for lost items and thanking people","","",""
"怪談と意外な一面","Ghost Stories and Surprising Aspects","","",""
"誰かを想う気持ち","Feeling for Someone","","",""
"豚之介ミュージアム","The Ponnosuke Museum","","",""
"それぞれの想いを信じて","Believing in Each Other's Feelings","","",""
"成長を確かめるには？","How can we be sure of growth?","","",""
"成長の手ごたえ","A Touch of Growth","","",""
"貴方とともに","Together with You","","",""
"ふれあい　海外のらーめん事情","Affection Overseas Ramen Situation","","",""
"ふれあい　アイドルの到達点","Fureai Idols' Reaching Point","","",""
"ふれあい　おすすめのらーめん店","Share Recommended Ramen Restaurants","","",""
"ふれあい　頑張るあの子の姿","Love The girl who works hard","","",""
"ふれあい　気になる京都","Love Kyoto, the city that interests you","","",""
"成長の証明","Proof of Growth","","",""
"ボウリング勝負！","Bowling match!","","",""
"燃えるライバル心！","Burning rivalry!","","",""
"家族たちの写真","Photos of family members","","",""
"仲間が教えてくれること","What my friends teach me","","",""
"手作りお菓子は沖縄の味","Homemade sweets are the taste of Okinawa","","",""
"沖縄のお魚講座","Okinawan fish lecture","","",""
"浜辺にて","On the beach","","",""
"新たな達成感","A new sense of accomplishment","","",""
"沖縄フェアを楽しもう！","Let's enjoy the Okinawa Fair!","","",""
"猛特訓！！","Training hard!","","",""
"カンペキな自分","A perfect self","","",""
"大切な仲間","Important friends","","",""
"ふれあい　『アレ』が違うから♪","Let's get to know each other ","","",""
"ふれあい　あの子の魅力！","Fureai: Her charm!","","",""
"ふれあい　ゲームで勝負！","Fureai A game of chance!","","",""
"ふれあい　沖縄の家族へ","Fureai To my family in Okinawa","","",""
"ふれあい　次はどこに？","Love Where to go next?","","",""
"頼れる存在","Someone you can rely on","","",""
"小さな勘違い","Small Misunderstandings","","",""
"素敵なアイディア♪","Great idea!","","",""
"アメリカの思い出話","Memories of America","","",""
"ふたりの英語力","English ability of two people","","",""
"入れ違いハプニング！？","Happening by mistake!","","",""
"世界に挑戦","Challenging the World","","",""
"アメリカの女の子との違い","Differences with American girls","","",""
"パーティーにお呼ばれ♪","Invited to a Party","","",""
"大切なふたつの事","Two important things","","",""
"全力で挑もう","Let's give it our all!","","",""
"ふたりのホンキ","The true feelings of two people","","",""
"ふたりの目標に向かって","Toward Our Goals","","",""
"ふれあい　海外旅行に行くなら","If you're going on a trip abroad","","",""
"ふれあい　演出アイディア","Love: Staging Ideas","","",""
"ふれあい　似ているふたり","Love: Two People Who Look Like Each Other","","",""
"ふれあい　子どもの頃の夢","Love Childhood Dreams","","",""
"ふれあい　お祭りで食べるなら","Love What to eat at a festival","","",""
"離れていた間も","While we've been apart","","",""
"レベルアップしたのは……","I've improved my level of ......","","",""
"せくしーにふさわしい仕事","A job worthy of the world","","",""
"大人のミリキ？","Adult Miriki?","","",""
"骨董品の怪しい人形","Antique weird dolls","","",""
"イタズラグッズを探して","Looking for Mischief Goods","","",""
"大人のミリキを磨く方法","How to improve your adult miliki","","",""
"お色気レッスン！","Oshareiki Lesson!","","",""
"自分の目指すミリキとは？","What kind of Miriki do you want to be?","","",""
"世界一になるために","To be the best in the world","","",""
"ゴホービはプリン♪","Gohobi wa Pudding","","",""
"アナドレないアイドル","Anadore no Idol","","",""
"ふれあい　新たなグッズを探して","Fureai Looking for New Goods","","",""
"ふれあい　宿題の意味","Fureai The meaning of homework","","",""
"ふれあい　あの子を調査中","Fureai Investigating that girl","","",""
"ふれあい　ド派手な演出☆","Fureai Flashy performance","","",""
"ふれあい　ゲームで対戦！","Fondness Playing a game!","","",""
"運命の人を探して","Looking for my destiny","","",""
"マイペースな長所","The advantages of slow pace","","",""
"運命の人は背の高いあの人？","Is the man of your dreams that tall guy?","","",""
"水晶玉が見せる未来","What does your crystal ball tell you about the future?","","",""
"占いを信じて","Believing in Fortune Telling","","",""
"タロット占いの結果は？","What is the result of tarot reading?","","",""
"運命に近づくため","To get closer to your destiny","","",""
"カフェで息抜き♪","Relaxing in a cafe","","",""
"迷子のときは、手を差し伸べて","When you're lost, give me a hand.","","",""
"いつか隣を歩く人","Someday someone will walk beside you","","",""
"近づいて遠のいて、また近づいて","Closer and farther, then closer again","","",""
"恋のお話","A story of love","","",""
"運命はすぐそばに……？","Destiny is right around the corner ......?","","",""
"ふれあい　迷子にならないように","Fureai Don't get lost","","",""
"ふれあい　もしものお話","A story of what if?","","",""
"ふれあい　カフェ巡りの悩み","Fureai The trouble with visiting cafes","","",""
"ふれあい　女の子の内緒話","Fureai A Girl's Secret Story","","",""
"ふれあい　終わりの先の話","Love Beyond the End","","",""
"自分の力を信じて","Believe in your own power.","","",""
"今の私にできる事","What I can do now","","",""
"プロデューサーのお手並み拝見","Seeing what a producer can do","","",""
"セルフプロデュースの感性","The sensitivity of self-production","","",""
"アイドルに一番大切なもの","The most important thing for an idol","","",""
"舞台へのオファー","An offer to the stage","","",""
"落ち着いて考えて","Calm down and think","","",""
"きっかけをくれた人","The person who inspired me","","",""
"お疲れ様には……？","How can I thank you for your hard work at ......?","","",""
"会場探しのハプニング","Happening to find a venue","","",""
"支えてくれる仲間","Supportive friends","","",""
"秘めたる可能性","Hidden Possibilities","","",""
"ふれあい　ルミナスでの立ち位置","Fureai My position at Luminous","","",""
"ふれあい　レッスン後の気配り","Fureai Attentive after the lesson","","",""
"ふれあい　トークショーの話題","Love Talk show topics","","",""
"ふれあい　好きなジャンルは？","Share What is your favorite genre?","","",""
"ふれあい　これからのビジョン","Fure Future vision","","",""
"みんなと仲良くなるために","To make friends with everyone","","",""
"新鮮な気持ちで","With a fresh mind","","",""
"魔術書の活用法","How to use a magic book","","",""
"頑張る理由","Reasons to work hard","","",""
"活動の原動力","Driving force for activity","","",""
"芸術を楽しむ心","The spirit of enjoying art","","",""
"悩みと本心","My worries and true feelings","","",""
"素直な言葉で伝えて","Tell it with honest words","","",""
"私の言葉","My words","","",""
"通じる思い","Thoughts that communicate","","",""
"ラジオ番組に挑戦","The Challenge of a Radio Program","","",""
"伝えたかった言葉","The words I wanted to say","","",""
"闇の言葉を使っても","Even if I use dark words","","",""
"ふれあい　同じ力を感じるかの者","Fureai: One who feels the same power","","",""
"ふれあい　苦手な飲み物","Fureai What is your least favorite drink?","","",""
"ふれあい　得意な科目は？","Fureai What subjects are you good at?","","",""
"ふれあい　自作の衣装デザイン","Fureai Designing my own outfits","","",""
"ふれあい　目指す夢","What is your dream?","","",""
"夢のステージを目指して","Aim for the stage of your dreams!","","",""
"こだわりファッション","Fashion","","",""
"エプロンのお礼","Thanks for the apron","","",""
"ファンからのイメージ","Image from a fan","","",""
"お疲れプロデューサーに差し入れを","Bringing food to a tired producer","","",""
"カリスマギャルの大改造★","The charismatic gal's big makeover","","",""
"努力の秘密","The secret of hard work","","",""
"刺激を与えあう","Inspiring each other","","",""
"ファンの気持ち、いろいろ","Fans' feelings, various","","",""
"はぐれないように","Don't get separated!","","",""
"ナンバーワンでオンリーワン！","Number One and Only One!","","",""
"パワーの源","Source of power","","",""
"ふれあい　自慢の妹","Affection I'm proud of my sister","","",""
"ふれあい　刺激的なあの子","Affection The exciting girl","","",""
"ふれあい　個性と調和","Fureai Individuality and harmony","","",""
"ふれあい　ライブの方向性","Love The direction of the live performance","","",""
"ふれあい　カラオケで歌う曲","Love Songs to sing at karaoke","","",""
"みんなをキラキラに","Make everyone sparkle","","",""
"モデルのお仕事♪","Model work","","",""
"自分らしく","Be yourself","","",""
"特技はお裁縫","My specialty is sewing.","","",""
"キラキラでハピハピな衣装","Glittery, happy happy outfits","","",""
"もみもみマッサージ☆","Massage","","",""
"ドッキドキの少女漫画","Exciting manga for girls","","",""
"渾身の子守歌","A lullaby of my own","","",""
"ハピハピな日々♪","Happihappy days","","",""
"秘密のお裁縫","Secret Sewing","","",""
"新しいチャレンジ","New Challenge","","",""
"ハピハピなプレゼント","Happi Happi Presents","","",""
"世界でひとつのお手製スーツ","One-of-a-kind Handmade Suit","","",""
"ふれあい　アイドルのキラキラ","Affection Idol's Glitter","","",""
"ふれあい　みんなとのお買いもの","Friendship Shopping with Everyone","","",""
"ふれあい　仲良しさんな３人","Love Three good friends","","",""
"ふれあい　素敵なポイント","Fondness Lovely points","","",""
"ふれあい　キラキラなユニット","A glittering unit","","",""
"私だけの魅力","My personal charm","","",""
"ウサミンワールドを目指して","Go to Usamin World","","",""
"カフェと思い出話","Cafe and Memories","","",""
"手作り魔法のステッキ","Handmade Magic Stick","","",""
"ウサミンパワーを注入♪","Infusion of Usamin Power","","",""
"同い年トーク☆","Talk about the same age","","",""
"初心を思い出して","Remembering the beginning","","",""
"お疲れの体にマッサージ","A massage for a tired body","","",""
"ウサミンワールド計画、始動！","The Usamin World Project is underway!","","",""
"チャンスは何度でも","I'll take my chances again and again","","",""
"ささやかなお祝い","A small celebration","","",""
"永遠に続く夢","A dream that lasts forever","","",""
"ふれあい　魅力を活かして","Fureai: Make the most of your charm","","",""
"ふれあい　気になるあの子","Love The girl you're interested in","","",""
"ふれあい　メイド喫茶","Love Maid cafe","","",""
"ふれあい　楽しんでもらうために","Fureai To have fun","","",""
"ふれあい　頑張り過ぎは……","Fureai Don't try too hard: ......","","",""
"サポートの歌姫","Supporting Diva","","",""
"お酒がお好き","I Like Alcohol","","",""
"ライブ前の魔法","Magic Before The Live Performance","","",""
"穏やかガールズトーク","Gentle Girl's Talk","","",""
"イメージに合うお仕事","Work that Fits Your Image","","",""
"他愛もないおしゃべり","Chatter About The Inability to Love Others","","",""
"大人の魅力","An Adult's Charm","","",""
"『私』と『高垣楓』","""Kaede Takagaki"" and ""I""","","",""
"歌姫の仕事","A Diva's Work","","",""
"彼女の本当の魅力","Her True Charms","","",""
"本物の歌姫へ","For The Real Diva","","",""
"ありのままの彼女へ","To Her Regular Self","","",""
"一番見てもらいたいのは……","What I Want You to See The Most Is...","","",""
"ふれあい　頼りになります","Connecting: Being Reliable","","",""
"ふれあい　どこを鍛えよう","Connecting: Where to Train","","",""
"ふれあい　どんなお姉さん？","Connecting: What Kinds of Older Sisters?","","",""
"ふれあい　休みの日には","Connecting: On Your Holidays","","",""
"ふれあい　一緒に食べましょう","Connecting: Let's Eat Together","","",""
"とにもかくにも頑張ろう♪","Anyway, let's work hard.","","",""
"宿題とハプニング","Homework and Happenings","","",""
"お手伝いのお礼","Thank you for your help","","",""
"目標を考えよう！","Let's think about our goals!","","",""
"好奇心が止まらない！","My curiosity won't stop!","","",""
"目標を探すために","To find a goal","","",""
"みんなで勉強会♪","Study group together ♪","","",""
"楽しいお勉強","Fun study","","",""
"みんなのために占って","Divination for everyone","","",""
"『その先』のためのヒント","Hints for the beyond","","",""
"見えてきたもの、たくさん","A lot of things I've seen","","",""
"未来の隣に","Next to the future","","",""
"ふれあい　楽しいおしゃべり","Fun chatting with each other","","",""
"ふれあい　どの髪飾りが似合う？","Fureai Which hair ornament suits you best?","","",""
"ふれあい　ライブが好きな理由","Fureai Why do you like live music?","","",""
"ふれあい　おすすめの場所","Love Recommended places","","",""
"ふれあい　休日の過ごし方","Love How you spend your holidays","","",""
"焦る気持ち","Feelings of impatience","","",""
"プライベートと見えない距離","Private and Invisible Distance","","",""
"テニス勝負を楽しもう","Let's enjoy a game of tennis!","","",""
"ピアノの音色を聞かせて","Let me hear the sound of the piano","","",""
"うどん小話","Udon Small Talk","","",""
"手打ちうどんを作ろう♪","Let's make handmade udon","","",""
"悩みのかけら","A Piece of Trouble","","",""
"ひたむきさの裏側","Behind the earnestness","","",""
"打ち明ける思い","Confessing Thoughts","","",""
"お年頃の気持ち","Feelings at an Early Age","","",""
"そばにいてくれる人","The One Who Stays by My Side","","",""
"内緒の話","A Secret Story","","",""
"ゆっくりと進んで","Going Slowly","","",""
"ふれあい　お昼ご飯は……","Fureai Lunch is available at ......","","",""
"ふれあい　レッスンの理由","Fureai The reason for the lesson","","",""
"ふれあい　しっかり者なあの人","Fondness The person who is a strong person","","",""
"ふれあい　将来の夢","Love My dream for the future","","",""
"ふれあい　アイドルとテニス","Love Idols and tennis","","",""
"モテモテハッピーライフを目指して","Aiming to lead a happy and irresistible life","","",""
"楽しくなくても","Even if you're not having fun","","",""
"ナンパにはご用心","Beware of pick-up artists!","","",""
"いろいろネイルカラー♪","Various Nail Colors","","",""
"モテモテライフに必要なのは？","What do you need for an irresistible life?","","",""
"中学生と高校生","Junior high and high school students","","",""
"先輩みたいになりたい","I want to be like my seniors","","",""
"レッスンはしっかりと","Take your lessons well!","","",""
"わたしのカワイイポイントは？","What are my kawaii points?","","",""
"負けたくない理由","Why I don't want to lose","","",""
"わたしが頑張る理由","Why I work hard","","",""
"誰も真似できないわたし","I am someone no one else can imitate","","",""
"わたしのモテモテハッピーライフ♪","My happy, irresistible life","","",""
"ふれあい　こだわりの焼き加減","Affection: My particular way of cooking","","",""
"ふれあい　かわいいあの人の魅力","Affection The charm of that cute guy","","",""
"ふれあい　気になるお仕事","Affection The job I'm interested in","","",""
"ふれあい　ご褒美がほしいな～","Affection I want a reward!","","",""
"ふれあい　モテモテになるには？","Affection How to become irresistible?","","",""
"レッスンよりも大事な事？","What's more important than a lesson?","","",""
"気負う心","An overbearing spirit","","",""
"三味線アイドル","Shamisen Idol","","",""
"ど、どこから入ってきたがや","How did you get in here?","","",""
"甘いひと時","A sweet moment","","",""
"……まずいんです……","......It's not good ......","","",""
"それぞれの個性","Individuality","","",""
"都会","City","","",""
"想い","Thoughts","","",""
"決意","Determination","","",""
"夢の途中","In the middle of a dream","","",""
"アラウンド・ジャパン","Around Japan","","",""
"いつかあなたと","Someday With You","","",""
"ふれあい　あの人のように","Fureai: Just like that person","","",""
"ふれあい　失敗を恐れず","Fureai Don't be afraid of failure","","",""
"ふれあい　落ち着く場所","Fureai Calm place","","",""
"ふれあい　甘味処巡り","A tour of sweet shops","","",""
"ふれあい　みんなで行くなら？","Love What do you want to do with everyone?","","",""
"ルミナスのためにできること","What can you do for Luminous?","","",""
"歌に誇りを抱いて","Take pride in your singing","","",""
"パーティーの楽しみ方","How to Have Fun at a Party","","",""
"普通の女の子","An Ordinary Girl","","",""
"譜面台とお手伝い","Music stands and help","","",""
"歌のレッスン♪","Singing Lessons","","",""
"美味しいケーキの理由","The Reason for the Delicious Cake","","",""
"ハプニングと心配事","Happenings and worries","","",""
"不安を取り除いて","Get rid of your worries","","",""
"新たな扉","A new door","","",""
"新しい悩み？","New worries?","","",""
"羽ばたくために――","To flap my wings","","",""
"ふれあい　大事な気持ち","Friendship Important feelings","","",""
"ふれあい　優雅な趣味","Love Elegant hobbies","","",""
"ふれあい　気配り上手なあの子","Love That girl who is so attentive","","",""
"ふれあい　お菓子の差し入れ","Fondness Bringing in sweets","","",""
"ふれあい　学園祭の思い出","Love Memories of the school festival","","",""
"しっかりサポート","Firm Support","","",""
"アイドルの素質","An Idol's Qualities","","",""
"必要なもの","Necessary Things","","",""
"真面目に、真剣に","Seriously, with Earnestness","","",""
"好きなファッション","Favorite Fassion","","",""
"楽しいお出かけ","Enjoyable Time Out","","",""
"寝坊の対策","Countermeasures for Oversleeping","","",""
"ルミナスで学んだこと","What I Learned in Luminous","","",""
"落ち込まないで","Don't Get Depressed","","",""
"やりたいこと","The Things You Want to Do","","",""
"見つかりました！","I Found It!","","",""
"みんなキラキラ","Everyone is Glittering","","",""
"無限の可能性","Infinite Possibilities","","",""
"ふれあい　見たい番組","The Shows You Watch","","",""
"ふれあい　似合うアクセサリーは","Accessories that Suit You","","",""
"ふれあい　疲れた体に","For a Tired Body","","",""
"ふれあい　うたた寝","Napping","","",""
"ふれあい　入浴でリラックス","Relaxing in the Bath","","",""
"選ばれた理由","Why Was I Chosen?","","",""
"休みの日の過ごし方","How do you spend your vacation?","","",""
"自分のペースで","At your own pace","","",""
"みんなで遊ぼう！","Let's play together!","","",""
"変わるためのチャンス","A chance for change","","",""
"双子の姉妹","Twin sisters","","",""
"落ち着ける空間","A Space to Calm Down","","",""
"初プレイで……クリア……？","Clear ...... on your first play ......?","","",""
"ひとりでも頑張れる","I can do it alone","","",""
"応援してくれる人","Someone to cheer me on","","",""
"プレゼント","A gift","","",""
"理想のアイドル","Ideal idol","","",""
"ふれあい　アドバイス","Fureai Advice","","",""
"ふれあい　双子のふたり","Affection Two twins","","",""
"ふれあい　お休みにすること","Love What to do on a vacation","","",""
"ふれあい　好きな和菓子は？","Fureai What is your favorite Japanese sweets?","","",""
"ふれあい　お疲れ様、です……","Fureai Good work, sir. ......","","",""
"ヒーローアイドルになりたいっ！","I want to be a hero idol!","","",""
"みんなのヒーローカラーは？","What is your hero's color?","","",""
"ドッジボールの『ごくい』","Dodgeball Gokui","","",""
"駄菓子屋と謎のお菓子","Candy shop and mysterious sweets","","",""
"英語でおしゃべり","Chatting in English","","",""
"笑顔の集る場所","A place where smiles gather","","",""
"ファイナルジャッジ光線銃","Final Judge Ray Gun","","",""
"とっておきの飲み方","The Best Way to Drink","","",""
"強くなるための秘密特訓","Secret Training to Become Stronger","","",""
"勇気を生み出すもの","What Creates Courage","","",""
"昨日の敵は今日の友","Yesterday's Enemies Are Today's Friends","","",""
"ちっちゃい子たちのお姉さん","Sister to the Little Ones","","",""
"ヒーロー道に終わりなし","The Hero's Path Has No End","","",""
"ふれあい　ふたりの共通点は","Affection What do we have in common?","","",""
"ふれあい　活躍したのは？","Fureai What did you do well?","","",""
"ふれあい　グッズへの思い","Share Thoughts on collectibles","","",""
"ふれあい　仲良しの相棒","Share A good friend's partner","","",""
"ふれあい　ヒーローみたいに！","Share Like a hero!","","",""
"アイドルになった理由","Why did you become an idol?","","",""
"自主レッスン！","Self-taught lesson!","","",""
"ちょっとだけ不安","A little anxiety","","",""
"みんなでショッピング♪","Shopping together","","",""
"失敗を生かして","Making the most of our mistakes","","",""
"アイドルとパフェ","Idols and parfaits","","",""
"温かい言葉","Warm words","","",""
"プロデューサーへのプレゼント","A present for the producer","","",""
"内緒のひとりごと","Secret monologue","","",""
"チャレンジ！","Challenge!","","",""
"ふたりの輝き","The Brightness of the Two of Us","","",""
"キラキラのその先へ","To the end of the glitter","","",""
"ふれあい　憧れのあの子","Affection The girl of your dreams","","",""
"ふれあい　ショッピングに行くなら","Fureai If you go shopping","","",""
"ふれあい　ファンのみんなと","Fureai With all the fans","","",""
"ふれあい　差し入れ","Love: Bringing you gifts","","",""
"ふれあい　一番似合う柄は？","Fureai Which pattern suits you best?","","",""
"目標を決めて","Set a goal.","","",""
"ルミナスのお守り","Luminous Amulet","","",""
"彼女なりの葛藤","Her own struggles","","",""
"輝くために必要なもの","What do you need to shine?","","",""
"みんなで買い出し","Shopping Together","","",""
"ドーナツでひと休み","Taking a break with donuts","","",""
"新しい世界を見るために","To See the New World","","",""
"ちいさなすれ違い","A Small Difference","","",""
"本当の気持ち","True feelings","","",""
"アイドルとしての在り方","How to be an Idol","","",""
"鳴り止まないアンコール","Unceasing Encore","","",""
"ゆっくりとした時間","Slow Time","","",""
"幸せな挑戦","A Happy Challenge","","",""
"ふれあい　プロデューサーの呼び方","Fureai How to Call a Producer","","",""
"ふれあい　好きな漫画","Fureai Favorite manga","","",""
"ふれあい　折り紙仲間","Fureai Origami friends","","",""
"ふれあい　和服を眺めていたのは","Fureai Looking at a kimono","","",""
"ふれあい　着物仲間","love My kimono friend","","",""
"マイペースなサポーター","Self-paced Supporter","","",""
"クッキーを食べよう","Let's Eat Cookies","","",""
"無難なオーダー","Safe Order","","",""
"ファッショントーク","Fashion Talk","","",""
"朝の大切な習慣","Important Morning Habits","","",""
"プロデューサーが先だから","Because the Producer Comes First","","",""
"オススメの仕事","Job Recommendations","","",""
"こだわりの髪型","Discerning Hairstyles","","",""
"輝く個性","Shining Personality","","",""
"意外と似ているふたり","The Two Who Are Surprisingly Similar","","",""
"独特の魅力","Unique Charm","","",""
"悪くない","Not Bad","","",""
"相変わらずのマイペース","My Usual Pace","","",""
"ふれあい　驚かせるのは得意","Fureai: Suprises Are My Specialty","","",""
"ふれあい　時計じかけのイタズラ","Fureai: Pranks Around The Clock","","",""
"ふれあい　似合う洋服は","Fureai: Clothes that Look Good on You","","",""
"ふれあい　ペット","Fureai: Pets","","",""
"ふれあい　料理上達の道","Fureai: Ways to Improve Your Cooking","","",""
"アタシの個性","My Personality","","",""
"トップアイドルとの協力関係","Working with a Top Idol","","",""
"研究するならどのジャンル？","Which genre do you want to study?","","",""
"個性研究の結果発表","Announcing the results of personality research","","",""
"目指す高みにたどり着くには","How to reach the heights you aim for","","",""
"アタシに必要なものは？","What do I need?","","",""
"ふたりでゲームセンター","A game center for two","","",""
"話し方の個性って？","What is your speaking personality?","","",""
"伸ばすべきところ","What do you need to improve?","","",""
"キミと水族館へ行こう","Let's go to the aquarium with you","","",""
"トップアイドルの姿","What is a Top Idol?","","",""
"成功を祝って","Celebrating Success","","",""
"可能性のその先へ","Beyond the Possibilities","","",""
"ふれあい　気になるものは？","Fureai What's on your mind?","","",""
"ふれあい　一緒に食事でも","Let's have dinner together.","","",""
"ふれあい　フライト中の過ごし方","Love How do you spend your flight?","","",""
"ふれあい　突然の挨拶","Love Sudden Greetings","","",""
"ふれあい　完璧を目指して","Foe Aiming for Perfection","","",""
"お手伝いと見学","Helping and observing","","",""
"いろいろな経験","Various experiences","","",""
"相談したいこと","Things I want to discuss","","",""
"社長とPと","With the president and P","","",""
"日本のオモチャとパパ","Japanese toys and Dad","","",""
"みんなでお料理会♪","Cooking party with everyone ♪","","",""
"パパとしての姿","Being a dad","","",""
"伝えたい感謝の気持ち","Gratitude I want to express","","",""
"差し入れと苦手なもの","What to bring and what not to like","","",""
"パパへのプレゼント","Gifts for Dad","","",""
"陰ながら応援を","Support from behind the scenes","","",""
"ありがとうの気持ち","How to Say Thank You","","",""
"ふたりだけのライブ会場","Live music venue for two","","",""
"ふれあい　遊園地の魅力","Fureai: The charm of an amusement park","","",""
"ふれあい　差し入れを買いに","Love: Buying something to eat","","",""
"ふれあい　欲しいアニメグッズ","Love Anime goods you want","","",""
"ふれあい　リラックスする秘訣","Love The Secret to Relaxing","","",""
"ふれあい　ふたりの関係は？","Fondness What is our relationship?","","",""
"小さな不安","Small Anxiety","","",""
"フォトジェニックを探しに♪","In search of photogenic","","",""
"完璧ということは……","Perfection means ......","","",""
"心白の感性","Sensibility of Heart White","","",""
"身なりにはこだわりを","Be particular about how you dress","","",""
"私に足りないこと","What I am lacking","","",""
"渾身の差し入れ","What I'm missing","","",""
"運命の出逢い","A fateful encounter","","",""
"手作りお弁当","Homemade lunches","","",""
"お母さんのお仕事","Mother's work","","",""
"演技の勉強……？","Studying acting: ......?","","",""
"応援してくれるファンのために","For the fans who support me","","",""
"出逢いに感謝を","Be grateful for encounters","","",""
"ふれあい　マナーは大切に","Fureai Manners are important.","","",""
"ふれあい　オフの日は……","Fureai On my off days: ......","","",""
"ふれあい　トレンドチェック！","Fure Check the trend!","","",""
"ふれあい　どんなお父さん？","Fure What kind of father are you?","","",""
"ふれあい　好きなＴＶドラマ","Love Favorite TV drama","","",""
"秘密の趣味","Secret hobby","","",""
"強い志","Strong aspirations","","",""
"次のトレンドは？","What's the next trend?","","",""
"プロデュースの参考に……","Reference for producing: ......","","",""
"『さややん』の正体……","Who is ""Sayan""? ......","","",""
"亜夜の武器","Aya's Weapons","","",""
"撮影は魅力的に！","Make the shoot irresistible!","","",""
"新しいネタを！","New material!","","",""
"亜夜からの試練","Trials from Aya","","",""
"ふたりの関係","The relationship between the two","","",""
"信頼できる助手……？","Trusted assistant ......?","","",""
"穏やかなひと時","A moment of peace","","",""
"ふれあい　トレンド調査","Fureai Trend Survey","","",""
"ふれあい　亜夜の意志","Fureai: Aya's Will","","",""
"ふれあい　当然の挑戦","Fureai A natural challenge","","",""
"ふれあい　プロデューサーの心がけ","A Producer's Attitude","","",""
"ふれあい　新しい挑戦","Love New Challenges","","",""
"プロローグ","Prologue","","",""
"０３／２０　その１","Mar. 20: Part 1","","",""
"０３／２０　その２","Mar. 20: Part 2","","",""
"０３／２０　その３","Mar. 20: Part 3","","",""
"０３／２０　春香たち","Mar. 20: Haruka's Group","","",""
"０３／２０　美希たち","Mar. 20: Miki's Group","","",""
"０３／２０　千早たち","Mar. 20: Chihaya's Group","","",""
"０３／２０　その４","Mar. 20: Part 4","","",""
"０３／２０　その５","Mar. 20: Part 5","","",""
"０３／２０　その６","Mar. 20: Part 6","","",""
"０３／２１　その１","Mar. 21: Part 1","","",""
"０３／２１　春日 未来","Mar. 21: Mirai Kasuga","","",""
"０３／２１　最上 静香","Mar. 21: Shizuka Mogami","","",""
"０３／２１　伊吹 翼","Mar. 21: Tsubasa Ibuki","","",""
"０３／２１　白石 紬","Mar. 21: Tsumugi Shiraishi","","",""
"０３／２１　桜守 歌織","Mar. 21: Kaori Sakuramori","","",""
"０３／２１　その２","Mar. 21: Part 2","","",""
"０３／２１　その３","Mar. 21: Part 3","","",""
"０３／２１　その４","Mar. 21: Part 4","","",""
"０３／２２　その１","Mar. 22: Part 1","","",""
"０３／２２　神崎 蘭子","Mar. 22: Ranko Kanzaki","","",""
"０３／２２　双葉 杏","Mar. 22: Anzu Futaba","","",""
"０３／２２　城ヶ崎 美嘉","Mar. 22: Mika Jougasaki","","",""
"０３／２２　安部 菜々","Mar. 22: Nana Abe","","",""
"０３／２２　諸星 きらり","Mar. 22: Kirari Moroboshi","","",""
"０３／２２　その２","Mar. 22: Part 2","","",""
"０３／２２　その３","Mar. 22: Part 3","","",""
"０３／２２　その４","Mar. 22: Part 4","","",""
"０３／２３　その１","Mar. 23: Part 1","","",""
"０３／２３　白瀬 咲耶","Mar. 23: Sakuya Shirase","","",""
"０３／２３　小宮 果穂","Mar. 23: Kaho Komiya","","",""
"０３／２３　大崎 甜花","Mar. 23: Tenka Osaki","","",""
"０３／２３　大崎 甘奈","Mar. 23: Amana Osaki","","",""
"０３／２３　杜野 凛世","Mar. 23: Rinze Morino","","",""
"０３／２３　その２","Mar. 23: Part 2","","",""
"０３／２３　その３","Mar. 23: Part 3","","",""
"０３／２３　その４","Mar. 23: Part 4","","",""
"０３／２４　その１","Mar. 24: Part 1","","",""
"０３／２４　その２","Mar. 24: Part 2","","",""
"０３／２７　その１","Mar. 27: Part 1","","",""
"０４／０１　その１","Apr. 1: Part 1","","",""
"０４／０１　その２","Apr. 1: Part 2","","",""
"０４／０１　その３","Apr. 1: Part 3","","",""
"０４／０３　その１","Apr. 3: Part 1","","",""
"０４／０３　その３","Apr. 3: Part 3","","",""
"０４／０３　その２","Apr. 3: Part 2","","",""
"０４／０４　その１","Apr. 4: Part 1","","",""
"０４／０３　その４","Apr. 3: Part 4","","",""
"０４／０５　その１","Apr. 5: Part 1","","",""
"０４／０７　その１","Apr. 7: Part 1","","",""
"０４／０７　その２","Apr. 7: Part 2","","",""
"０４／０６　その１","Apr. 6: Part 1","","",""
"０４／１０　その１","Apr. 10: Part 1","","",""
"０４／１０　その３","Apr. 10: Part 3","","",""
"０４／１２　その１","Apr. 12: Part 1","","",""
"０４／１７　その１","Apr. 17: Part 1","","",""
