"Original Text","Initial","Machine translation","Better translation","Best translation"
"<appeal_def>ユニゾンアピール中のPERFECT達成</>
<appeal_def>1回ごとに全員のテンションを{0}％上げる</>","<appeal_def>Each PERFECT jugdement during Unison</>
<appeal_def>Appeals will increase everyone's Tension</>
<appeal_def>by {0}%.</> ","","<appeal_def>Each PERFECT jugdement during Unison</>
<appeal_def>Appeals will increase Tension</> <appeal_def>by {0}%.</> ",""
"<appeal_def>ユニゾンアピール開始から{0}秒間</>
<appeal_def>能力リクエストをVi.に変える</>","<appeal_def>At the start of a Unison Appeal,</>
<appeal_def>change the appeal type to Vi. for {0} seconds.</> ","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>全員のVi.スキルブーストを{0}％上げる</>","<appeal_def>At the start of a Unison Appeal,</>
<appeal_def>increase everyone's Vi. Skill Boost by {0}%.</> ","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>全員の全スキルブーストを{0}％上げる</>","<appeal_def>At the start of a Unison Appeal,</>
<appeal_def>increase everyone's parameter Skill Boosts by {0}%.</> ","","",""
"バタフライエフェクトＥＸ","Butterfly Effect EX","","",""
"オーバー・ザ・トップ","Over The Top","","",""
"オーバー・ザ・トップＥＸ","Over The Top EX","","",""
"コズミック・ライナー","Cosmic Liner","","",""
"コズミック・ライナーＥＸ","Cosmic Liner EX","","",""
"オープン・ユニバース","Open Universe","","",""
"オープン・ユニバースＥＸ","Open Universe EX","","",""
"フェアリー・テイル","Fairy Tale","","",""
"フェアリー・テイルＥＸ","Fairy Tale EX","","",""
"イノセント・スカイ","Innocent Sky","","",""
"イノセント・スカイＥＸ","Innocent Sky EX","","",""
"ブリリアントスターズ","Brilliant Stars","","",""
"ブリリアントスターズＥＸ","Brilliant Stars EX","","",""
"ゴールド・ブラッサム","Gold Blossom","","",""
"ゴールド・ブラッサムＥＸ","Gold Blossom EX","","",""
"シュバルツ・グロー","Schwarz Glow","","",""
"シュバルツ・グローＥＸ","Schwarz Glow EX","","",""
"<appeal_def>Vo.クライマックスアピール終了時に</>
<appeal_def>ユニットの思い出を{0}増やす</>","<appeal_def>At the end of a Vo. Climax Appeal,</>
<appeal_def>increase the unit's memories by {0}</>","","",""
"<appeal_def>Vi.クライマックスアピール終了時に</>
<appeal_def>ユニットのシンクロゲージを{0}％増やす</>","<appeal_def>At the end of a Vi. Climax Appeal,</>
<appeal_def>increase the unit's Synchro Gauge by {0}%</>","","",""
"<appeal_def>Da.クライマックスアピール終了時に</>
<appeal_def>全員のテンションを{0}％上げる</>","<appeal_def>At the end of a Da. Climax Appeal,</>
<appeal_def>increase everyone's tension by {0}%</>","","",""
"<appeal_def>Da.クライマックスアピール終了時に</>
<appeal_def>ユニットのシンクロゲージを{0}％増やす</>","<appeal_def>At the end of a Da. Climax Appeal,</>
<appeal_def>increase the unit's Synchro Gauge by {0}%</>","","",""
"<appeal_def>Vo.クライマックスアピール終了時に</>
<appeal_def>全員のテンションを{0}％上げる</>","<appeal_def>At the end of a Vo. Climax Appeal,</>
<appeal_def>increase everyone's tension by {0}%</>","","",""
"<appeal_def>Vi.クライマックスアピール終了時に</>
<appeal_def>ユニットの思い出を{0}増やす</>","<appeal_def>At the end of a Vi. Climax Appeal,</>
<appeal_def>increase the unit's memories by {0}</>","","",""
"<appeal_def>Da.クライマックスアピール終了時に</>
<appeal_def>ユニットの思い出を{0}増やす</>","<appeal_def>At the end of a Da. Climax Appeal,</>
<appeal_def>increase the unit's memories by {0}</>","","",""
"<appeal_def>Vi.クライマックスアピール終了時に</>
<appeal_def>全員のテンションを{0}％上げる</>","<appeal_def>At the end of a Vi. Climax Appeal,</>
<appeal_def>increase everyone's tension by {0}%</>","","",""
"<appeal_def>Vo.クライマックスアピール終了時に</>
<appeal_def>ユニットのシンクロゲージを{0}％増やす</>","<appeal_def>At the end of a Vo. Climax Appeal,</>
<appeal_def>increase the unit's Synchro Gauge by {0}%</>","","",""
"ヒートアップサウンド","Heat Up Sound","","",""
"ヒートワイドサウンド","Heat Wide Sound","","",""
"シンセシスブースター","Synthesis Booster","","",""
"ボーカルアッパー","Vocal Upper","","",""
"ダンスアッパー","Dance Upper","","",""
"ビジュアルアッパー","Visual Upper","","",""
"ヒートアップユニチャ","Heat Up Unison Charge","","",""
"ヒートワイドユニチャ","Heat Wide Unison Charge","","",""
"シンセシスユニチャ","Synthesis Unison Charge","","",""
"アシッドウェーブ","Acid Wave","","",""
"バステッドイマジン","Busted Imagine","","",""
"ボーカルユニチャ","Vocal Unison Charge","","",""
"ダンスユニチャ","Dance Unison Charge","","",""
"ビジュアルユニチャ","Visual Unison Charge","","",""
"ヒートアップコンプ","Heat Up Complete","","",""
"ヒートワイドコンプ","Heat Wide Complete","","",""
"シンセシスコンプ","Synthesis Complete","","",""
"アシッドユニチャ","Acid Unison Charge","","",""
"バステッドユニチャ","Busted Unison Charge","","",""
"スパークルユニチャ","Sparkle Unison Charge","","",""
"ボーカルコンプ","Vocal Complete","","",""
"ダンスコンプ","Dance Complete","","",""
"ビジュアルコンプ","Visual Complete","","",""
"スパークルコンプ","Sparkle Complete","","",""
"ボーカルカウンター","Vocal Counter","","",""
"ダンスカウンター","Dance Counter","","",""
"ビジュアルカウンター","Visual Counter","","",""
"バステッドカウンター","Busted Counter","","",""
"アシッドカウンター","Acid Counter","","",""
"スパークルカウンター","Sparkle Counter","","",""
"ボーカルリクエスト","Vocal Request","","",""
"ダンスリクエスト","Dance Request","","",""
"ビジュアルリクエスト","Visual Request","","",""
"ボーカルセルフ","Vocal Self","","",""
"ダンスセルフ","Dance Self","","",""
"ビジュアルセルフ","Visual Self","","",""
"ヒートアップターム","Heat Up Term","","",""
"メモリアップコンプ","Memory Up Comp","","",""
"オールアッパーセルフ","All Upper Self","","",""
"ヒートワイドパーフェ","Heat Wide Perf","","",""
"オールカウンター","All Counter","","",""
"バステッドパーフェ","Busted Perf","","",""
"北東エリアの思い出","Memories from the Northeast","","",""
"中央エリアの思い出","Memories from the Central","","",""
"南エリアの思い出","Memories from the South","","",""
"西エリアの思い出","Memories from the West","","",""
"上方エリアの思い出","Memories from Kansai","","",""
"首都エリアの思い出","Memories from the Capital","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>全員のテンションを{0}％上げる</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>increase everyone's tension by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase the idol's tension by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>全員のテンションを{0}％上げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase everyone's tension by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>ユニットのシンクロゲージを{0}％増やす</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase the unit's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>相手のシンクロゲージを{0}％減らす</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>reduce the opponent's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>相手のテンションを{0}％下げる</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>全員のVo.スキルブーストを{0}％上げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase everyone's Vo. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>全員のDa.スキルブーストを{0}％上げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase everyone's Da. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>全員のVi.スキルブーストを{0}％上げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase everyone's Vi. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the idol's tension by {0}%.</> ","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>ユニットのシンクロゲージを{0}％増やす</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the unit's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>相手のシンクロゲージを{0}％減らす</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>reduce the opponent's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>相手のテンションを{0}％下げる</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"<appeal_def>ユニゾンチャージのサポート時に</>
<appeal_def>ユニットのスターゲージを{0}％増やす</>","<appeal_def>When supporting in a Unison Charge,</>
<appeal_def>increase the unit's star gauge by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>全員のVo.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase everyone's Vo. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>全員のDa.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase everyone's Da. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>全員のVi.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase everyone's Vi. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>ユニットのスターゲージを{0}％増やす</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the unit's star gauge by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>全員のVo.スキルブーストを{0}％上げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase everyone's Vo. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>全員のDa.スキルブーストを{0}％上げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase everyone's Da. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>全員のVi.スキルブーストを{0}％上げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase everyone's Vi. skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>相手のテンションを{0}％下げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>相手のシンクロゲージを{0}％減らす</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>reduce the opponent's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>ユニットのスターゲージを{0}％増やす</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase the unit's star gauge by {0}%</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分のVo.スキルブーストを{0}％上げる</>","<appeal_def>At the start of the Unison Appeal,</>
<appeal_def>increase the Vo. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分のDa.スキルブーストを{0}％上げる</>","<appeal_def>At the start of the Unison Appeal,</>
<appeal_def>increase the Da. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分のVi.スキルブーストを{0}％上げる</>","<appeal_def>At the start of the Unison Appeal,</>
<appeal_def>increase the Vi. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分の全スキルブーストを{0}％上げる</>","<appeal_def>At the start of the Unison Appeal,</>
<appeal_def>increase all skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>全員の全スキルブーストを{0}％上げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase everyone's skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンアピール中のPERFECT達成</>
<appeal_def>1回ごとに相手のテンションを{0}％下げる</>","<appeal_def>Each PERFECT jugdement during Unison</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>相手の思い出を{0}減らす</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>reduce the opponent's memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール中のPERFECT達成</>
<appeal_def>1回ごとに相手のシンクロゲージを{0}％減らす</>","<appeal_def>Each PERFECT jugdement during Unison</>
<appeal_def>Appeals will reduce the opponent's Synchro </>
<appeal_def>Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>全員の全スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase everyone's skill boosts by {0}%</>","","",""
"４月３０日","April 30","","",""
"カレイドパビリオン","Kaleido Pavilion","","",""
"５月２８日","May 28","","",""
"スカイヒルズホール","Sky Hills Hall","","",""
"６月３０日","June 30","","",""
"アイドルフューチャー","Idol Future","","",""
"７月３０日","July 30","","",""
"スプラッシュガーデン","Splash Garden","","",""
"８月２７日","August 27","","",""
"デルタライトキャンプ","Delta Light Camp","","",""
"９月３０日","September 30","","",""
"LOVEフラッグシアター","LOVE Flag Theater","","",""
"１０月２９日","October 29","","",""
"ナイトメアカーニバル","Nightmare Carnival","","",""
"１１月３０日","November 30","","",""
"サプライズ☆アリーナ","Suprise☆Arena","","",""
"１２月３１日","December 31","","",""
"スターリットドーム","Starlit Dome","","",""
"<appeal_def>クライマックスアピール終了時に</>
<appeal_def>自分のシンクロ増加量を{0}％上げる</>","<appeal_def>At the end of the Climax Appeal,</>
<appeal_def>increase the Synchro Gauge by {0}%</>","","",""
"<appeal_def>クライマックスアピール終了時に</>
<appeal_def>自分のシンクロゲージを{0}％増やす</>","<appeal_def>At the end of the Climax Appeal,</>
<appeal_def>increase the Synchro Gauge by {0}%</>","","",""
"<appeal_def>クライマックスアピール終了時に</>
<appeal_def>相手のシンクロゲージを{0}％減らす</>","<appeal_def>At the end of the Climax Appeal,</>
<appeal_def>reduce the opponent's Synchro Gauge by {0}%</>","","",""
"<appeal_def>クライマックスアピール終了時に</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>At the end of the Climax Appeal,</>
<appeal_def>increase tension by {0}%</>","","",""
"<appeal_def>クライマックスアピール終了時に</>
<appeal_def>相手のテンションを{0}％下げる</>","<appeal_def>At the end of the Climax Appeal,</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"充填！ビクトリーショット","Load Up! Victory Shot","","",""
"世界はゴスで１つになる","","The world will become one with goth","",""
"私たちの流儀","","Our style","",""
"誰だってプリンセス","","Anyone would be a princess","",""
"ＭＡＴＣＨ↑ＵＰ","MATCH ↑ UP","","",""
"ラッキースター！","Lucky Star!","","",""
"届けたい心の声","","The voice of the heart I want to reach","",""
"過ぎ去りしあの日々に","","To those days that have passed","",""
"アライブアタック","Alive Attack","","",""
"プリコグフィールド","Precog Field","","",""
"ダズリングナイト","Dazzling Night","","",""
"目指すはトップ！","","We're aiming for the top!","",""
"君が望むなら","","If you want","",""
"万事オッケー！","","Everything's okay!","",""
"期待の新星！","","The rising star!","",""
"突き抜けて明日へ","","I'll go through it and see you tomorrow","",""
"俺たちは最高だ！","","We're the best!","",""
"ぴょんぴょんダンス♪","Hop Hop Dance♪","","",""
"ＳＡＹ“ＨＥＬＬＯ！！”","SAY ""HELLO!!""","","",""
"放課後の約束♪","","A promise after school♪","",""
"いつかセンパイと！","","Someday, with Senpai!","",""
"スパイシースマイル","Spicy Smile","","",""
"シンクロナイズド","Synchronized","","",""
"群青色の青春","","Ultramarine Youth","",""
"トライアングルテーマ","Triangle Theme","","",""
"からめる、キャラメル","Caramel, Kyaramel","","",""
"ペアフレーム３５号","Pair Frame #35","","",""
"ＮｏｔＥｎｏｕｇｈ！","Not Enough!","","",""
"ナチュラル・パワー","Natural Power","","",""
"これが見たかったのね","","So this is what you wanted to see","",""
"なないろの奇跡","Rainbow Miracle","","",""
"なんて素敵なＧかしら","","What a lovely g-force","",""
"いつか灰に還る日","","One day, it will return to ash","",""
"アンゴルモアの勅命","Angolmois' Edict","","",""
"失恋惑星感情帯","","Heartbreak Planet Emotional Zone","",""
"ＬＯＷ：ＴＥＥＮ","LOW : TEEN","","",""
"最終章：永遠のふたり","","Final Chapter: The Eternal Two","",""
"ラストクエスチョン","Last Question","","",""
"サイバー・ハイパー","Cyber Hyper","","",""
"さくらんぼのため息","","Sakuranbo sighs","",""
"選ばれた世界線","","Chosen World Line","",""
"全てを巻き込む力","","The power to engulf everything","",""
"君がいればＳＵＮＤＡＹ","","If you were here, it would be a Sunday","",""
"君とＪＵＭＰＩＮＧ！","JUMPING with you!","","",""
"アイシアイサレ","","Aishiaisare","",""
"超・乱れ撃ちだドン！","","It's a super wild shot, don!","",""
"雨と涙と銀の弾","","Rain, Tears and Silver Bullets","",""
"月光、蒼く染めて","","Moonlight, dyed blue","",""
"成り立てフレッシュ！","","Freshly made!","",""
"放課後の狩人たち","","Hunters after school","",""
"今がチャンスよ♪","Now's our chance♪","","",""
"とろける吐息","","Melting Breath","",""
"幸福万有引力","","Happiness and universal gravitation","",""
"セブンカラーズ","Seven Colors","","",""
"ココロに響くオモイ","","Omoi echoes in my heart","",""
"ダウンチューニング","Down Tuning","","",""
"<appeal_def>ユニゾンアピールが発生している間</>
<appeal_def>自分の全スキルブーストを{0}％上げる</>","<appeal_def>During a Unison Appeal,</>
<appeal_def>increase all skill boosts by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>自分のVo.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the Vo. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>自分のDa.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the Da. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンコンプリート達成時に</>
<appeal_def>自分のVi.スキルブーストを{0}％上げる</>","<appeal_def>Achieving Unison Complete will</>
<appeal_def>increase the Vi. skill boost by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>ユニットの思い出を{0}増やす</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase the unit's memories by {0}</>","","",""
"ディアマント","Diamant","","",""
"ガミＰエンジェルズ","Gami-P Angels","","",""
"メイビー☆プリンセス","Maybe☆Princess","","",""
"少女リベリオン","Girls Rebellion","","",""
"Ｇｉｒｌｓ→Ｌａｄｉｅｓ","Girls→Ladies","","",""
"アイドル勇士ゴー３","Idol Hero Go 3","","",""
"５ＯＴＨＩＣ／ＰＡＲＴＹ","5OTHIC/PARTY","","",""
"戒律少女Σ","","Precept Girl Σ","",""
"亜夜","Aya","","",""
"魔王エンジェル","Devil Angel","","",""
"佐野 美心","Mikokoro Sano","","",""
"雪月花","Setsugetsuka","","",""
"日高 愛","Ai Hidaka","","",""
"水谷 絵理","Eri Mizutani","","",""
"秋月 涼","Ryo Akizuki","","",""
"天ヶ瀬 冬馬","Toma Amagase","","",""
"伊集院 北斗","Hokuto Ijuin","","",""
"御手洗 翔太","Shota Mitarai","","",""
"DRAMATIC STARS","DRAMATIC STARS","","",""
"Jupiter","Jupiter","","",""
"ディアリースターズ","Dearly Stars","","",""
"サイネリア","Cineria","","",""
"桜井 夢子","Yumeko Sakurai","","",""
"リリックモンキーズ","Lyric Monkeys","","",""
"群青同好会","","Cerulean Enthusiasts Club","",""
"三平方の定理","","Pythagorean theorem","",""
"シュガーファントム","Sugar Phantom","","",""
"三ツ星アイフレーム","3 Star Eye Frame","","",""
"ＴＨＥバックシャン","","The Buckshan","",""
"天然少女","","Natural Girl","",""
"ハローハロー","Hallo Hallo","","",""
"ナナイロ","Nanairo","","",""
"スーパーG","Super G","","",""
"ＧｒａｕｅＷｅｌｔ","Graue Welt","","",""
"ミス・アンゴルモア","Miss Angolmois","","",""
"プラネット・キス","Planet Kiss","","",""
"モンスターステップ","Monster Step","","",""
"ガールズ・トリロジー","Girls Trilogy","","",""
"キューティーQ","Cutie Q","","",""
"電脳小娘","Cyber Girls","","",""
"気持ちＳＴＡＴＩＯＮ","Kimochi STATION","","",""
"HEAtWAvE","","HEAtWAvE","",""
"浜風クインテット","Hamakze Quintet","","",""
"祇園精舎","","Gionshosha","Gion Seishaso",""
"ドリーミーガール","Dreamy Girl","","",""
"テルミドール","Thermidor","","",""
"さくらんぼ三銃士","","Three Musketeers of Cherry","",""
"riola","Riola","","",""
"カタマリヒメ","Katamari Princess","","",""
"また日曜日","","See you Sunday","",""
"恋してコニーリョ","","Love, Connillo","",""
"LovEME","","LovEME","",""
"タイコスキー","","Tykosky","",""
"嘘と銃弾","","Liar and Bullet","",""
"月光連盟","","Moonlight Federation","",""
"アイドルEGG","Idol EGG","","",""
"３年Ｉ組生徒会","","Third-year Class I Student Council","",""
"PIC-PAC","","PIC-PAC","",""
"甘い息","Sweet Breath","","",""
"ハッピーコメット","Happy Comet","","",""
"虹色カラーパレッツ","Rainbow Color Palletes","","",""
"モノローグ","Monologue","","",""
"エレクトロ出張所","","Electro branch office","",""
"北東エリアの輝き","Shine of the Northeast","","",""
"南エリアの輝き","Shine of the South","","",""
"上方エリアの輝き","Shine of Kansai","","",""
"西エリアの輝き","Shine of the West","","",""
"中央エリアの輝き","Shine of the Central","","",""
"首都エリアの輝き","Shine of the Capital","","",""
"テンションスペシャル","Tension Special","","",""
"ボーカルスペシャル","Vocal Special","","",""
"ダンススペシャル","Dance Special","","",""
"ビジュアルスペシャル","Visual Special","","",""
"メモリースペシャル","Memory Special","","",""
"シンセシススペシャル","Synthesis Special","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>increase tension by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>自分の思い出を{0}増やす</>","<appeal_def>At the end of a Unison Appeal,</>
<appeal_def>increase the number of memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>相手の全スキルブーストを{0}％下げる</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>reduce all skill boosts of the opponent by {0}%</>","","",""
"<appeal_def>ユニゾンアピールが発生している間</>
<appeal_def>相手のアピールスコアを{0}に固定する</>","<appeal_def>While the Unison Appeal is active,</>
<appeal_def>change the opponent's appeal score to {0}</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase tension by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>自分のシンクロ増加量を{0}％上げる</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>increase the synchronization by {0}%</>","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>相手のシンクロゲージを{0}％減らす</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>reduce the opponent's Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>自分の思い出を{0}増やす</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>reduce the opponent's memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>自分のシンクロゲージを{0}％増やす</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>increase the Synchro Gauge by {0}%</>","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>相手のテンションを{0}％下げる</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>reduce the opponent's tension by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>相手の思い出を{0}減らす</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>reduce the opponent's memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール終了時に</>
<appeal_def>相手の全スキルブーストを{0}％下げる</>","<appeal_def>At the end of the Unison Appeal,</>
<appeal_def>reduce all skill boosts of the opponent by {0}%</>","","",""
"<appeal_def>ユニゾンカウンター発生時に</>
<appeal_def>自分の思い出を{0}増やす</>","<appeal_def>When a Unison Counter occurs,</>
<appeal_def>increase the number of memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分の思い出を{0}増やす</>","<appeal_def>At the start of a Unison Appeal,</>
<appeal_def>increase the number of memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール中アピール1回ごとに</>
<appeal_def>相手の思い出を{0}減らす</>","<appeal_def>For each appeal made during a Unison Appeal,</>
<appeal_def>reduce the opponent's memories by {0}</>","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>相手のテンションを乱す</>","<appeal_def>At the start of the Unison Appeal,</>
<appeal_def>disturb the opponent's tension</>","","",""
"<appeal_def>ユニゾンアピール終了から{0}秒間</>
<appeal_def>能力リクエストをVi.に変える</>","<appeal_def>{0} seconds from the end of the Unison Appeal,</>
<appeal_def>change the requested appeal type to Vi.</> ","","",""
"<appeal_def>ユニゾンアピール開始時に</>
<appeal_def>自分のテンションを{0}％上げる</>","<appeal_def>At the end of a Unison Appeal,</>
<appeal_def>increase tension by {0}%</>","","",""
"<appeal_def>ユニゾンアピール終了から{0}秒間</>
<appeal_def>能力リクエストをVo.に変える</>","<appeal_def>{0} seconds from the end of the Unison Appeal,</>
<appeal_def>change the requested appeal type to Vo.</> ","","",""
"<appeal_def>ユニゾンアピール終了から{0}秒間</>
<appeal_def>能力リクエストをDa.に変える</>","<appeal_def>{0} seconds from the end of the Unison Appeal,</>
<appeal_def>change the requested appeal type to Da.</> ","","",""
"ウルトラオレンジ","Ultra Orange","","",""
"ラブ・アテンション","Love Attention","","",""
"さよならポップス","Goodbye Pops","","",""
"ＦＬＡＳＨ←ＢＡＣＫ","FLASH←BACK","","",""
"ココロブレーキング","Kokoro Breaking","","",""
"カタクナ／ロリータ","Katakana/Lolita","","",""
"ＭａｋｅＰＯＳＥ","Make POSE","","",""
"魔王の微笑み","Devil's Smirk","","",""
"ドライ・シャイネンL","Drei Scheinen L","","",""
"ドライ・シャイネンS","Drei Scheinen S","","",""
"ドライ・シャイネンA","Drei Scheinen A","","",""
"伝えたい気持ち","Feelings to Convey","","",""
"うつろう季節のように","Like the Wandering Season","","",""
"とつげき豆タンク","Assaulting Tankette","","",""
"虹色の夢","Rainbow Dreams","","",""
"希望の旗","Banner of Hope","","",""
"壮大華麗！","Magnificent!","","",""
"豪華絢爛！","Innocence!","","",""
"天真爛漫！","Innocence!","","",""
"きらめく個性！","Sparkling Personality!","","",""
"リターンオブステージ","Return of the Stage","","",""
"サイバーフェアリー","Cyber-Fairy","","",""
"ゆめゆめ油断厳禁☆","Yume-Yume Be On Guard ☆","","",""
"忘レナ草","forget-me-not","","",""
"あの日に戻れるなら","If I could go back to that day","","",""
"ピタゴラスアクション","Pythagorean Action","","",""
"思い出、砂糖多め","Memories and a ton of Sugar","","",""
"ピンボケメモル","","Pinbokememole","",""
"ＧｅｔＩｔＯｕｔ！","Get It Out!","","",""
