"Original Text","Initial","Machine translation","Better translation","Best translation"
"今日は約束の日だ。
フフッ、どこに誘ってくれるのかな？","","Today is the promised day. Haha, I wonder where you'll invite me?","",""
"詩花と亜夜も誘ったし……さて、
後は彼も来てくれるかにゃん？","","I invited Shika and Aya too... Now then, will he come with me?","",""
"少し仕事が押してしまった……。
待たせてしまうな","","I pushed my work a bit too hard. Don't make me wait any longer than I have to, okay?","",""
"彼のおすすめの場所……
今度はどこだろう？楽しみだな","","His favorite place... Where is it this time? I can't wait","",""
"スケジュール確認もバッチリ。
あとは呼び出して……っと！","","I made sure to check the schedule, too. Now all that's left is... Oh!","",""
"彼からは多くの学びを得た。
きちんと礼を伝えないとね","","I've learned a lot from him. You have to properly express your gratitude, you know?","",""
"そろそろ、約束の時間だね","","It's almost time","",""
"今日はハードな１日だ。
食事は何にしたらいいかな","","Today's going to be a tough day. What should we eat?","",""
"空いた時間は、
有意義に使わないとね","","I'll have to make good use of my free time","",""
"おや？　あそこにいるのは、
もしかして……","","Oh? Is that..","",""
"今日のステージも、いつも通り。
全力でいくよ！","","Today's performance is the same as always. I will give it my all!","",""
"やあ、プロデューサー。
アタシとじゃんけんで勝負だ！","","Hey, producer. Let's have a game of rock paper scissors!","",""
"プロデューサー、
どこへ行ったらいいかな？","","Producer, where should I go?","",""
"あれ、キミもコンビニで
買い出し？","","Huh? You're out shopping at the convenience store, too","",""
"プロデューサー、ありがとう。
キミのおかげで楽しい１日だったよ","","Thanks, producer. It was a fun day thanks to you","",""
"あれ、まだこんな時間……
少し、早く来ちゃったみたい","","Huh, it's still this late... It looks like I came a little early","",""
"この前のオーディション……
気に入ってもらえたかな","","I hope you like the audition","",""
"きっとプロデューサーさんなら、
相談に……乗ってくれるよね","","I'm sure the producer will be willing to help","",""
"今日は、社長と一緒に
イベントのお仕事があるのだけど……","","I've got some event work to do with the president today..","",""
"一緒にお買い物……してくれるかな？","","Will you... go shopping with me?","",""
"みんなとのお菓子作りに、
プロデューサーさんも誘わなきゃ♪","","I’ll have to invite the producer over for making sweets with everyone♪","",""
"パパのこと、プロデューサーさんに
相談してみよう","","Let's talk to the producer about Dad","",""
"プロデューサーさんに
この前のお礼を伝えなきゃ","","I have to thank the producer for what he did last time","",""
"今日は特別なお仕事……うっかりで
失敗をしないように気をつけなくちゃ","","We have a special job today... I must be careful not to make any mistakes","",""
"パパにプレゼントを買うんですが、
アドバイスが欲しいです……","","I'm going to buy a present for Daddy, but can you give me some advice...?","",""
"パパにプレゼント……緊張しますけど
頑張ろうっと！","","A present for Daddy... It's nerve-wracking, but I have to do my best!","",""
"……プロデューサーさんに、
喜んでもらえるでしょうか","","...I wonder if the producer will like it","",""
"ふふっ、この前のオフ、
とても楽しかったな♪","","Haha. I had a lot of fun when we were off last time! ♪","",""
"ここのアップルパイ、
美味しいから楽しみ","","The apple pie here is delicious, so I'm looking forward to it","",""
"やっぱり、日本のものって
とっても素敵だな♪","","Japanese things really are wonderful! ♪","",""
"ルミナスのみなさんは
いつも元気そうですよね","","Everyone in Luminous always seems to be doing well","",""
"あれは……プロデューサーさん？
ふふっ、声をかけてみようかな","","Is that...the producer? Haha, maybe I'll talk to him","",""
"プロデューサーさん、
どのゲームで遊びましょうか？","","Which game would you like to play, Mr. Producer?","",""
"プロデューサーさん、
私、喉がかわいてしまって……","","Mr. Producer, I'm thirsty..","",""
"プロデューサーさん、
私のクイズ、答えてみてください！","","Mr. Producer, please answer my quiz!","",""
"プロデューサーさん、素敵な１日を
ありがとうございました♪","","Thank you for the wonderful day, Mr. Producer! ♪","",""
"みなさんすごい人ばかりだし、
私も頑張らないと！","","They're all amazing people, so I have to do my best!","",""
"このケーキ屋さん、最近人気なんだ。
近くみたいだし、行ってみようかな","","This cake shop has been popular lately. It seems to be nearby, so maybe I should go check it out","",""
"昨日のあの番組、面白かったな。
プロデューサーさんも見たのかな？","","That show yesterday was really interesting. I wonder if the producer saw it, too?","",""
"プロデューサーさん、買い出しなら
私もお手伝いしますね！","","If you're looking for something to buy, I can help!","",""
"今日はまだ時間もあるし……
振り付けの確認をしておこうかな","","There's still time today... Maybe I should check the choreography","",""
"衣装の話だったら、
いつものお店が参考になるかな？","","If we’re talking about costumes, would the usual shop be a good reference?","",""
"新しいマイブーム、
なにかないかな？","","I wonder what my new boom will be?","",""
"どうすれば、納得できる
ダンスが踊れるんだろう……","","I wonder how we’ll be able to dance in a way that makes sense..","",""
"あっ、これ面白い……♪
プロデューサーさんにも見せたいな","","Ah, this is interesting~ I'd like to show the producer too","",""
"うん、うまくできたかな……。
喜んでくれるといいな♪","","Yeah, I wonder if it went well... Hopefully they'll be happy. ♪","",""
"今日は遊園地で、
プロデューサーさんと勉強！","","Today, I'm going to the amusement park and study with a producer!","",""
"ちゃんと、プロデューサーさんに
伝えなきゃ……！","","I have to tell the producer!","",""
"あの人たちお店の迷惑になってる……
注意した方がいいのかな……","","They're causing trouble for the store... Should I be careful?","",""
"そろそろオフの日か……
なにをして過ごそうかな？","","It's almost the day off... What should I do?","",""
"最近はこんなのが流行ってるんだ。
面白そう……！","","I didn't know this was popular these days. Sounds fun...!","",""
"あ、お母さんが出てるドラマ……
お父さんも見てるのかな？","","Oh, is Dad watching the drama Mom's in?","",""
"映画やＴＶドラマを
よく見るか、ですか？","","Do you watch movies and TV dramas often?","",""
"プロデューサーさん、この中だったら
どのメニューがおすすめですか？","","Which menu would you recommend, Mr. Producer?","",""
"プロデューサーさん！あの景品、
かわいいと思いませんか？","","Mr. Producer! Don't you think that prize is cute?","",""
"プロデューサーさん！誰のものまねか
当ててみてくださいね♪","","Mr. Producer! Try to guess whose copy it is~♪","",""
"プロデューサーさんのおかげで、
楽しい時間を過ごせました！","","Thanks to the producer, we had a good time!","",""
"さーて、なにか面白いものは
あるかしら……？","","Now then, is there anything interesting here...?","",""
"もう少しで本番ね。
集中、集中……","","We're almost there. Focus, focus..","",""
"この間のソロライブ、
結構いい出来だったわ","","The solo concert the other day was pretty good","",""
"このイベント、面白そうね。
予定は空いてるし、行こうかしら","","This event sounds interesting. I have some free time on my schedule, so maybe we should go?","",""
"まさか、『さややん』を
知っているなんて……","","I can't believe you know Saya..","",""
"どうせバレちゃってるんだし、
いっそのこと有効活用してやるわ！","","They’ve figured it out anyway, so I might as well make good use of them!","",""
"今日の仕事は終わったし、玲音さんや
詩花さんとお話しできるかしら……","","Today's work is done, so I wonder if Reine and Shika-san will be able to talk..","",""
"ルミナスのプロデューサーに、
手伝ってもらおうかしら","","Maybe I should ask Luminous’s producer for help","",""
"うーん、どうしたものかしら……","","Hmm, I wonder what to do..","",""
"もう少し、実力を見てみたいわね","","I'd like to see what you can do a little more","",""
"お目当ての『あれ』のため……
誘うしかないか……！","","I guess we'll just have to ask her out for the sake of what she wants!","",""
"……伝えるべきはことは、
ちゃんと伝えないとね","","...What I need to tell you is that it's important","",""
"映画が始まるまで時間があるし、
少し買い物をしようかしら","","There's still some time before the movie starts, so maybe I should do a little shopping","",""
"あそこでぼんやり
立っているのって、もしかして……","","Standing there absentmindedly, could it be...?","",""
"うん、次のバラエティ番組も
面白くなりそうね！","","Yeah, the next variety show is gonna be fun!","",""
"……プロデューサーに
聞いてみようかしら","","...Maybe I should ask the producer","",""
"ちょっといい？
相談があるんだけど……","","May I have a word with you? There's something we need to discuss..","",""
"ねえ。
メニュー、選んでくれない？","","Hey. Can you pick out the menu for me?","",""
"あった、景品！
はやくあれを取って！","","Here's the prize! Hurry up and get it","",""
"ふふ、誰のモノマネか当てられる？","","Haha. Can you guess whose copy I'm imitating?","",""
"ありがとう、
今日はまあまあ楽しかったわ。","","Thank you. I had a lot of fun today!","",""
"私もみんなと一緒に
頑張っていきますね","I'll do my best with 
everyone.","","",""
"よかったら今度、
お菓子を作ってきます！","I'll make some sweets 
next time, if you like!","","",""
"私、プロデューサーさんと
一緒でよかったです♪","I'm glad I was with 
Producer-san♪","","",""
"ミキ、頑張ったらご褒美
欲しいな。期待してるね♪","","Miki, I want a reward if you do your best. We'll be looking forward to it♪","",""
"ねぇ、ハニー♪あはっ☆
呼んでみただけなの","","Hey, honey♪ Aha☆ I was just trying to call you","",""
"ミキ、これからもずーっと
ハニーと一緒なの♪","","Miki, I’ll always be with you from now on♪","",""
"自分の歌をしっかり
届けられるよう、努めます","","I'll do my best to deliver your song","",""
"困ったことがあったら相談
に乗ってもらえますか？","","If you're ever in trouble, can I ask for your advice?","",""
"いつもプロデュース、
ありがとうございます","","Thank you for always producing them","",""
"アイドル活動、
もーっとがんばります！","","I'll do my best as an idol!","",""
"一緒にもやしパーティーを
やりましょー！","","Let’s have a bean sprout party together!","",""
"プロデューサーとなら、
何だってできちゃいます！","","I can do anything with a producer!","",""
"ひんそーでちんちくりんな
私ですけど、頑張ります","","Don't be such a dick. It is me, but I will do my best","",""
"よかったら、一緒に
お茶を飲みませんか？","","Would you like to join me for a cup of tea?","",""
"えへへ……一緒に居ると、
なんだか安心しますぅ","","Heheh... Being with you puts me at ease","",""
"よーし、気合バリバリで
行きましょう！","","All right, let's do this!","",""
"そうだ！今度一緒に走りに
行きませんか！","","Oh, I know! Why don't we run together sometime?","",""
"へへっ。プロデューサー、
やっぱり頼りになるなぁ","","Heheh. I knew we could count on you, producer!","",""
"みんなで全人類を
ユーワクしちゃうかんね！","","We're all going to be so excited about humanity!","",""
"ねぇねぇ兄ちゃん！
今日は何して遊ぶ？","","Hey, hey! What do you want to play today?","",""
"んっふっふ～。真美からは
逃げられぬのじゃー！","","Heheh~ I can’t run away from you, Mami!","",""
"皆に光を与えられるよう
精進いたします","","I'll do my best to give everyone a light","",""
"よろしければ、らーめん
を食べにまいりましょう","","If you'd like, we can go eat ramen","",""
"プロデューサー、この先も
傍にいてくださいますか？","","Producer, will you stay by my side from here on out?","",""
"自分に任せれば、
ルミナスもカンペキさー！","","Just leave it to me, and Luminous will be perfect!","",""
"プロデューサーと一緒なら
なんくるないさー！","","There's no need to be with the producer!","",""
"じ、自分のこと
しっかり見ててよねっ！","","Y-You better keep an eye on yourself!","",""
"私が一番可愛いってコト、
証明してあげるわ！","","I’ll prove to you that this is the cutest part of me!","",""
"伊織ちゃんのこと、大切に
しないとダメなんだから","","You have to take good care of Iori-chan","",""
"これからも、しっかり
エスコートしなさいよね♪","","Keep up the good work, okay? ♪","",""
"ワレワレハ、チキュウヲ
シンリャクスルゾ！","","I'm Shinryaksu!","",""
"ねぇねぇ兄ちゃん！
一緒に遊ぼうよ！","","Hey, bro! Let’s play together","",""
"兄ちゃんは、亜美と
ずーっと一緒だかんね♪","","You'll always be with Ami! ♪","",""
"にぎやかになりそうで、
とっても楽しみです～","","It's going to be so lively. I can hardly wait!","",""
"運命の人は、
どこにいるんでしょう？","","I wonder where my fated person is?","",""
"うふふ。これからもずっと
一緒にいてくださいね♪","","Heheh~ Please be with me from now on, too! ♪","",""
"どんな活動になるか、
お手並み拝見です","","Let's see what you can do","",""
"プロデューサーの手腕、
流石ですね！","","That's the producer for you!","",""
"今後も頼りにしてますね、
プロデューサー殿♪","","I'll be counting on you, Mr. Producer! ♪","",""
"禁断の扉を開き、天空への
階段に足を踏み入れん！","","I’ll open the forbidden door and set foot on a staircase to heaven!","",""
"堕天使のまどろみ……
汝が眠りを解き放つ者か！","","The sleep of a fallen angel... Thou art the one who frees me from my slumber!","",""
"い、いつもプロデュース、
ありがとうございますっ！","","Th-Thank you so much for always producing them!","",""
"人気になったら楽できる？
それじゃ、やろっかなー♪","","Would it be easier if I became popular? Well then, shall we-♪","",""
"杏をもっと甘やかしても
いいんだよ？……チラッ","","You can spoil Kyou more, you know? ...Glance","",""
"いつも杏のワガママ聞いて
くれて……ありがとね","","Thanks for always listening to Kyou's selfish request","",""
"やっぱ目指すはトップで
オンリーワンっしょ！","","I knew it. We're aiming for the top! Only one, right?","",""
"アタシのこと、もっと
頼ってほしいな！","","I wish you'd rely on me more!","",""
"アタシのこと、目を離さず
しっかり見ててよね★","","Just keep an eye on me, okay? ★","",""
"きらりん、ワクワクとハピ
ハピがとまらないんだぁ♪","","Kirarin, I can't stop being excited and happy! ♪","",""
"きらりん、毎日がとっても
はっぴーだにぃ☆","","Kirarin, every day is so happy! ☆","",""
"Ｐちゃんと一緒にいると
にやけちゃう。ヤバーい☆","","Being with P-chan makes me grin. Crap☆","",""
"みんなのハートをキャッチ
しちゃいます！キャハッ☆","","I’m going to catch everyone by the heart! Kyaha☆","",""
"ウサミン星は年中無休！
一緒に頑張りましょう♪","","The planet Usamine is open year-round! Let's do our best together♪","",""
"プロデューサーさんも
ご一緒に！ウーサミン♪","","You too, Mr. Producer! Usamin♪","",""
"お疲れさまです、
プロデューサー","","Thanks for your hard work, producer","",""
"いっぱい活動したあとは、
カツ丼、一杯……ふふっ","","unk>After we've done a lot of club activities, let me have some katsudon... Hehe<mmm~” ⁇","",""
"いつも頼りにしています。
プロデューサー","","I'm always counting on you. Producer","",""
"ルミナスって、元気が出て
くる感じがしますよね♪","","Luminous feels like she’s cheering up♪","",""
"いつも相談に乗ってくれて
ありがとうございます！","","Thank you for always giving me advice!","",""
"一緒にいると何だか嬉しく
なりますね。でへへ～♪","","It makes me kind of happy to be with you. Heheh~♪","",""
"チャンスを逃さないように
一生懸命頑張ります","","I'll do my best not to miss a chance","",""
"まぁ、多少は信頼できる
と思いますが……","","Well, I think we can trust him a little..","",""
"……あの、これからも
よろしくお願いします","","...Um, I look forward to working with you from now on","",""
"今度一緒にパフェ、
食べに行きませんか～？","","Why don't we have a parfait together sometime?","",""
"一緒に遊びましょうよ～
ダメェ？","","Let's play together! No?","",""
"私をちゃんと見てないと、
ダメですからね♪","","You have to keep an eye on me. ♪","",""
"みなさんに後れを取らない
よう精一杯頑張ります","","I'll do my best not to fall behind you","",""
"あの……いつも
ありがとうございます……","","Um... Thank you as always","",""
"わ、私も、あなたの事は、
信頼していますから……！","","I-I trust you, too...!","",""
"アイドルとしての私の姿、
どうか見ててくださいね","","Please watch me as an idol","",""
"よかったら、今度一緒に
お食事に行きませんか？","","Would you like to join me for dinner sometime?","",""
"これからも末永くよろしく
お願いしますね？うふふ♪","","I look forward to working with you for the rest of my life, okay? Hehe~♪","",""
"プロデューサー、これから
よろしくお願いします！","","I'm looking forward to working with you, producer!","",""
"お手伝いが必要な時は、
いつでも言ってくださいね","","If you ever need my help, just let me know","",""
"アイドル活動、これからも
一緒に頑張りましょうね！","","Let's keep up the good work with our idol activities!","",""
"あの……えと、その……
が、頑張りましゅ……！","","Umm... Erm, I'll do my best!","",""
"にへへ……甜花……
毎日、楽しい……","","Heheh... Tenka, every day is so much fun","",""
"あ、あの……いつも助けて
くれて……ありがとう……","","U-Um... Thank you for always saving me","",""
"仲間と共に、必ずみんなを
楽しませると約束するよ","","I promise to make sure you all have a good time with your friends","",""
"フフ、アナタの紡ぐ光
いつも楽しみにしているよ","","Haha, I'm always looking forward to the light you weave","",""
"共に歩んだ経験が新しい
世界の道標になるはずさ","","The experiences we've had together will serve as a guidepost for the new world","",""
"カッコいいアイドル
目指してがんばりますっ！","","I'll do my best to become a cool idol!","",""
"一緒にヒーローごっこ
しませんかっ！","","Why don’t we play hero together?!","",""
"あたしのこと、これからも
ずっと見ててほしいです！","","I want you to keep looking at me from now on!","",""
"ふたりで輝けるようにプロ
デュースお願いしますっ！","","Produce it so we can shine together!","",""
"最近の甘奈、めっちゃ調子
いいんだっ！","","She's been doing really well lately!","",""
"いつもプロデュース、
ありがとっ！えへへ","","Thanks for always producing them! Heheh","",""
"ふつつかものですが……
お願い致します……","","I know it's a bit of an understatement, but please..","",""
"いつも……
感謝しております……","","Thank you for everything..","",""
"プロデューサーさまに……
恩返ししたく……","","I want to repay the producer..","",""
"お疲れ様ですー。
よろしくお願いしますー","","Good work today. I'm looking forward to working with you~","",""
"ルミナスって、不思議な
ユニットですよねー","","Luminous is a mysterious unit, isn’t it?","",""
"私、楽しそうですかぁ？
別に普通ですケドー","","Am I having fun? It's normal, Keddo","",""
"やぁ、キミたちの活躍、
期待しているよ！","","Hey, I'm looking forward to seeing what you can do!","",""
"なかなかやるじゃないか！
これならもしかして……","","You're pretty good! With this, could it be..","",""
"キミと一緒なら、もっと
上を目指せる気がするよ！","","As long as I’m with you, it feels like we can aim even higher!","",""
"グリュース・ゴット♪
よろしくお願いします","","Gruece Got♪ Nice to meet you","",""
"プロデューサーさんのこと
頼りにしていますね","","I'm counting on you, Producer-san","",""
"これからも、相談に乗って
くれると嬉しいです♪","","I hope you'll continue to give me advice in the future. ♪","",""
"まだまだ未熟者ですけど、
精一杯頑張りますね♪","","I may be still inexperienced,
but I’ll do my best♪","",""
"私のオススメの店、
今度一緒に行きませんか？","","Would you like to come with me next time?","",""
"私、また夢を見れました。
ありがとうございます","","I was able to have another dream.
Thank you very much","",""
"もう少し、しゃきっと
しなさい！まったく、もう","","Just a little longer.
Get it together! My goodness, geez..","",""
"少しはやるようじゃない。
ま、認めてあげるわ","","You seem to be doing a little bit well.
I'll give you my approval","",""
"これからも私のこと……
な、なんでもないわ！","","From now on to, I'll... 
N-Nothing!","",""
"今度、お菓子を作って
持ってきますね","","I'll make some sweets and bring them to you next time","",""
"私、プロデューサーさんと
一緒でよかったです","I'm glad I was with Producer-san.","","",""
"ねぇ、ハニー♪　あはっ☆
呼んでみただけなの","","Hey, honey♪ Aha☆
I was just trying to call you","",""
"ミキ、これからもハニーと
ずーっと一緒にいたいな♪","","Miki, want to be with you forever♪","",""
"困ったことがあったら相談
に乗っていただけますか？","","If there's anything you need help with, please let me know","",""
"一緒にもやしパーティ
やりましょう！","","Let's have a bean sprout party together!","",""
"あの……よかったら、一緒
にお茶を飲みませんか？","","Um... Would you like to have some tea with me?","",""
"プロデューサー、今度
走りに行きましょう！","","Producer, let's go for a run sometime!","",""
"プロデューサー、
やっぱり頼りになるなぁ","","You really are dependable, producer","",""
"兄ちゃん！真美のコト、
しっかり見ててよね♪","","Nii-chan! Watch Mami closely, okay? ♪","",""
"よろしければ、ラーメン
を食べに行きませんか？","","Would you like to try some ramen?","",""
"これより先も、あなた様と
共に、歩んで行きます……","","From now on, I will continue to walk alongside you..","",""
"自分から目を離したら駄目
なんだからねっ！へへっ♪","","Don't take your eyes off yourself! Heheh♪","",""
"これからも、しっかり
エスコートしなさいよね！","","Keep up the good work, okay?","",""
"さぁ兄ちゃん！これからも
亜美と共に進むのだー！","","Come on, brother! We're going to keep moving forward together with Ami~","",""
"うふふ、私の事、これから
も導いていって下さいね♪","","Heheh, please continue to guide me from now on. ♪","",""
"プロデューサーの手腕、
参考になります","","The producer's skills are of great use to me","",""
"頼りにしてますからね？
プロデューサー殿♪","","I'll be counting on you, okay? Mr. Producer♪","",""
"汝と共に在る限り、我が
輝きは永遠となるだろう！","","As long as I am with you, my radiance will be eternal!","",""
"あの……これからも……
ずっと一緒に……","","Um... We’ll always be together from now on, too","",""
"いつも杏のワガママも聞い
てくれて……ありがとね","","Thanks for always listening to Kyou's selfish requests..","",""
"これからもアタシの事、
一番近くで見ててよね★","","I hope you'll continue to watch over me from up close. ★","",""
"Ｐちゃんといるときらりん、
ずっとシアワセなんだ♪","","When I'm with P-chan, it always makes me happy! ♪","",""
"今度、一緒にウサミン星に
……な、なんちゃって！","","Next time, we'll go to Usamin together. ...J-Just kidding!","",""
"でへへ、一緒にいるとなん
だか嬉しくなりますね♪","","Heheh, it makes me happy to be with you. ♪","",""
"チャンスを逃さないように
一生懸命がんばります！","","I'll do my best not to miss this chance!","",""
"一緒に遊びましょうよ～、
ダメェ？","","Let's hang out, n! No?","",""
"私の事、ずっと一番に見て
くれなきゃダメですよ☆","","You’ll have to look at me first for a long time☆","",""
"みなさんに後れを取らない
よう、精一杯がんばります","","I'll do my best not to fall behind you","",""
"あの……えと、その……
が、頑張りましゅ！","","Umm... Erm, well. I-I'll do my best!","",""
"甜花の事、いつも助けて
くれて、ありがと……♪","","Thank you for always saving Tenka... ♪","",""
"フフ……貴方の紡ぐ光
いつも楽しみにしているよ","","Haha... I'm always looking forward to the light you weave","",""
"いつか、貴方と共にまだ見
ぬ世界へと歩んでみたいね","","One day, I want to walk with you into a world we haven't seen yet","",""
"いつもプロデュース、
ありがとうっ☆","","Thank you for always producing. ☆","",""
"甘奈の事、これからも
ずーっとよろしくねっ☆","","I hope you'll continue to take good care of her☆","",""
"これからも……
貴方さまとともに……","","From now on, I'll be with you..","",""
"Lv.1の玲音のメッセージ","Leon's Lv.1 Message","","",""
"Lv.11の玲音のメッセージ","Leon's Lv.11 Message","","",""
"Lv.0の詩花のメッセージ","Shika's Lv. 0 Message","","",""
"Lv.10の詩花のメッセージ","Shika's Lv. 10 Message","","",""
"まだまだ未熟者ですけど、
精一杯がんばりますねっ♪","","I may still be inexperienced, but we'll do our best! ♪","I may still be inexperienced,
but we'll do our best! ♪",""
"私の事、ちゃんと見てくれ
て、ありがとうございます","","Thank you for looking after me","Thank you for
looking after me",""
"Lv.1の亜夜のメッセージ","Aya's Lv.1 Message","","",""
"Lv.11の亜夜のメッセージ","Aya's Lv.1 Message","Aya's Lv.11 Message","",""
"<mis_def>営業をクリアする</>","<mis_def>Clear a job.</>","","",""
"<mis_def>絆営業をクリアする</>","<mis_def>Clear a bond job.</>","","",""
"<mis_def>絆営業１と２をクリアする</>","<mis_def>Clear the first and second bond job.</>","","",""
"<mis_def>{0}を入れレッスンを</><mis_sys>１</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 1 </><mis_def>lesson with {0}.</>","","",""
" <mis_Vo> Vo.レッスン</> <mis_def> をクリアする</>","<mis_def>Clear a</><mis_Vo> Vo. Lesson</><mis_def> with her.</>","","",""
"<mis_def>{0}を入れ</><mis_Vo>Vo.レッスン</><mis_def>を</><mis_sys>１</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 1 </><mis_Vo>Vo. lesson</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Da>Da.レッスン</><mis_def>を</><mis_sys>１</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 1 </><mis_Da>Da. lesson</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Vi>Vi.レッスン</><mis_def>を</><mis_sys>１</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 1 </><mis_Vi>Vi. lesson</><mis_def> with {0}.</>","","",""
"<mis_def>絆ステージをクリアする</>","<mis_def>Clear their bond stage.</>","<mis_def>Clear her bond stage.</>","",""
"<mis_def>ヴィーナスヒロインで衣装を</>
<mis_sys>{0}</><mis_def>着購入し、受け取る</>","<mis_def>Purchase and receive</><mis_sys> {0}</>
<mis_def>outfits from Venus Heroine.</>","","",""
"<mis_def>{0}の絆Lvを</><mis_sys>{1}</><mis_def>以上にする</>","<mis_def>Reach bond level</><mis_sys> {1} </><mis_def>with {0}.</> ","","",""
"<mis_def>{0}を入れ</><mis_Vo>Vo.レッスン</><mis_def>を</><mis_sys>２</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 2 </><mis_Vo>Vo. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Da>Da.レッスン</><mis_def>を</><mis_sys>２</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 2 </><mis_Da>Da. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Vi>Vi.レッスン</><mis_def>を</><mis_sys>２</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 2 </><mis_Vi>Vi. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れレッスンを</><mis_sys>２</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 2 </><mis_def>lessons with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Vo>Vo.レッスン</><mis_def>を</><mis_sys>３</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 3 </><mis_Vo>Vo. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Da>Da.レッスン</><mis_def>を</><mis_sys>３</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 3 </><mis_Da>Da. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れ</><mis_Vi>Vi.レッスン</><mis_def>を</><mis_sys>３</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 3 </><mis_Vi>Vi. lessons</><mis_def> with {0}.</>","","",""
"<mis_def>{0}を入れレッスンを</><mis_sys>３</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 3 </><mis_def>lessons with {0}.</>","","",""
"<mis_def>PLvを</><mis_sys>{0}</><mis_def>以上にする </>","<mis_def>Reach PLv</><mis_sys> {0}.</>","","",""
"<mis_def>{0}を入れ営業を</><mis_sys>２</><mis_def>回クリアする</>","<mis_def>Clear</><mis_sys> 2 </><mis_def>bond jobs with {0}.</>","","",""
"レッスン可能まであと{0}日","Unavailable until the next lesson.","","",""
"音程と肺活量を鍛える発声！
難易度BEGINNERのレッスン","Train pitch and lung capacity!
BEGINNER difficulty lesson","","",""
"音程と肺活量を鍛える発声！
難易度REGULARのレッスン","Train pitch and lung capacity!
STANDARD difficulty lesson","","",""
"音程と肺活量を鍛える発声！
難易度EXPERTのレッスン","Train pitch and lung capacity!
EXPERT difficulty lesson","","",""
"音程と肺活量を鍛える発声！
難易度MASTERのレッスン","Train pitch and lung capacity!
MASTER difficulty lesson","","",""
"リズムに合わせてダンス！
難易度BEGINNERのレッスン","Dance to the rhythm!
BEGINNER difficulty lesson","","",""
"リズムに合わせてダンス！
難易度REGULARのレッスン","Dance to the rhythm!
STANDARD difficulty lesson","","",""
"リズムに合わせてダンス！
難易度EXPERTのレッスン","Dance to the rhythm!
EXPERT difficulty lesson","","",""
"リズムに合わせてダンス！
難易度MASTERのレッスン","Dance to the rhythm!
MASTER difficulty lesson","","",""
"指示にそってポーズと表情を！
難易度BEGINNERのレッスン","Pose and perform!
BEGINNER difficulty lesson","","",""
"指示にそってポーズと表情を！
難易度REGULARのレッスン","Pose and perform!
STANDARD difficulty lesson","","",""
"指示にそってポーズと表情を！
難易度EXPERTのレッスン","Pose and perform!
EXPERT difficulty lesson","","",""
"指示にそってポーズと表情を！
難易度MASTERのレッスン","Pose and perform!
MASTER difficulty lesson","","",""
"アイドルの自主性にお任せ！
難易度BEGINNERのレッスン","Let the idols do as they please!
BEGINNER difficulty lesson","","",""
"アイドルの自主性にお任せ！
難易度REGULARのレッスン","Let the idols do as they please!
STANDARD difficulty lesson","","",""
"アイドルの自主性にお任せ！
難易度EXPERTのレッスン","Let the idols do as they please!
EXPERT difficulty lesson","","",""
"アイドルの自主性にお任せ！
難易度MASTERのレッスン","Let the idols do as they please!
MASTER difficulty lesson","","",""
"レッスンでは５人用楽曲以外は選択できません","Only 5 singers can be selected for the lesson","","",""
"難易度：REGULARが開放されました","STANDARD difficulty lessons are now available","","",""
"難易度：EXPERTが開放されました","EXPERT difficulty lessons are now available","","",""
"難易度：MASTERが開放されました","MASTER difficulty lessons are now available","","",""
"難易度：REGULAR（オートレッスン）が
開放されました","STANDARD difficulty auto lessons are now available","","STANDARD difficulty auto
lessons are now available",""
"難易度：EXPERT（オートレッスン）が
開放されました","EXPERT difficulty auto lessons are now available","","EXPERT difficulty auto lessons
are now available",""
"難易度：MASTER（オートレッスン）が
開放されました","MASTER difficulty auto lessons are now available","","MASTER difficulty auto lessons
are now available",""
"Vo.レッスン","Vo. Lesson","","",""
"Da.レッスン","Da. Lesson","","",""
"Vi.レッスン","Vi. Lesson","","",""
"ネットワークの接続がされていません。
ネットワークに接続して再度お試しください","No network connection was detected.
Please connect to the network and try again.","","",""
