"自分もスターリットドームでライブをするって、
新年早々張り切ってるんだよね♪　だから……","","He said he too would be performing at the Starlit Dome,
We're all stoked for the new year... ♪ So ......",""
"活動を頑張っていれば、すごいプロデューサーから
声をかけてもらえるかもよって、伝えておいたから★","","If you work hard in your activities, you can get a great producer to
I told him that he might be able to talk to me.",""
"そ、それって……俺のことか？
ありがたいが、ルミナスの成功はみんなのおかげだ","","So, is that ...... me?
Thanks, but the success of Luminous is due to all of you.",""
"美嘉がみんなを引っ張ってくれたから、
ルミナスはひとつになれたんだ。ありがとう、美嘉","","Mika pulled us all together,
Luminous is one, thank you, Mika.",""
"ありがと★　ルミナスの経験を活かして、
もっとスゴいことに挑戦してみせるから！","","Thanks ★ for the luminous experience,
I'll try something even more amazing!",""
"貴音、今日はよく来てくれた。ありがとう！","","Takane, thank you for coming today!",""
"はい。ここは、真、居心地の良い場所でした。
夜になると、月が美しく見えて","","Yes, this was a true, cozy place.
At night, the moon looks beautiful.",""
"……過ぎた今となっては、ルミナスとして活動した
日々が、美しい夢のような輝きに感じます……","","Now that I'm past ......, I worked as a luminous
Every day feels like a beautiful dreamy glow. ......",""
"月のように満ちていく……。
そんな輝きだったんじゃないか？","","Filling up like the moon. ......
Wasn't it that kind of brilliance?",""
"……はい。ルミナスで過ごした日々は、
満ちていく月の輝きそのものだったかと","","...... Yes, the days I spent at Luminous,
I thought it was the radiance of the waxing moon itself.",""
"つらい時もあったが、
貴音がいたから乗りこえられた。ありがとう、貴音","","It was hard at times,
Thanks to Takane, I was able to get through this.",""
"……いえ。わたくしの方こそ、
真、素晴らしき日々をありがとうございました","","...... No, it's my pleasure,
True, thank you for all the wonderful days!",""
"未来もよく来てくれたな","","I'm glad you're here, and I'm glad the future is coming.",""
"はい！　この屋上でお花見をしてから、
あっという間に時間が過ぎちゃいましたね","","Yes! After we go to this rooftop to see the cherry blossoms,
The time has gone by so fast!",""
"あの時、未来たちが始めたことが
ルミナスの行く末を決めた気がするよ。ありがとう","","What the future and others started back then.
I feel like I've decided where Luminous is going, thank you.",""
"でへへ……あっ、そうだ！　プロデューサーさん！
私たち、スターリットドームに行けましたよね！","","Dehehe ...... Oh, yes! Producer!
We could have gone to the Starlit Dome, couldn't we?",""
"だから、あの時みんなが書いた短冊、
見てもいいですよ！","","So, the strips of paper that everyone wrote on at that time,
You can look at it!",""
"みんなの願いが書かれた、短冊か……。
あとで見てみるよ","","Everyone's wishes are written on strips of paper or .......
I'll take a look later.",""
"はいっ！　みんなのお願いが叶っているか、
確かめてください♪","","Yes! Is everyone's request being fulfilled?
Make sure... ♪",""
"咲耶もよく来てくれたな","","I'm glad Sakuya came too.",""
"改めてスターリットシーズンの制覇お疲れさま。
……そしてありがとう、プロデューサー","","Once again, thanks for conquering the Starlit season.
...... and thank you, producer",""
"俺の方こそ咲耶には感謝の気持ちでいっぱいだ。
ルミナスを支えてくれて、ありがとう","","I, too, am filled with gratitude to Sakuya.
Thank you for supporting Luminous.",""
"たくさんのステージをみんなと体験し、
多くの新しいファンと向かい合うことができたよ","","Experience many stages with everyone,
I got to face a lot of new fans.",""
"そして、私はこれからもステージに立ち、
多くのファンの前で歌う……それを確信した","","And I will continue to stand on stage,
Singing in front of many fans ...... convinced me of that.",""
"咲耶にとって、ルミナスは通過点なんだろうな。
これからの成長を期待しているよ","","For Sakuya, Luminous must be a passing phase.
I'm looking forward to seeing you grow in the future.",""
"……ありがとう。その言葉を励みに、
私にとってのアイドルを求め続けていこうと思うよ","","Thank you ....... I encourage you to take those words,
I'm going to keep looking for the idol for me.",""
"心白は……どこだろう……","","I wonder where is the heart white ...... ......",""
"あっ、プロデューサーさん。
心白ちゃんなら、みんなを呼びに下に行きましたよ","","Ah, Mr. Producer.
If it's Shinbaku, he went downstairs to call everyone.",""
"そうか、ありがとう！","","Okay, thanks!",""
"待っていれば、戻ってくると思いますけど……","","If you wait, I'm sure they'll come back to you, though. ......",""
"心白に聞きたいことがあるんだ。
すぐに戻ってくるよ！","","I have a question for Shinbaku.
I'll be right back!",""
"心白、ここにいたのか……。
話したいことがあるんだ","","Mind White, you're here: .......
I need to talk to you.",""
"……プロデューサーさん。
はい、あの話ですよね？　私もです","","...... Producer.
Yes, that story, right? Me too.",""
"じゃあ、これからのことについて
考えを聞かせてくれるか？","","Then, about the future.
Can you give me your thoughts?",""
"……はい、私、自分がどうしたいか、
ステージを終えてようやく気づきました","","...... Yes, I, what I want to do,
I finally realized it after the stage.",""
"この先へ……。
この輝きの先を知りたい。そこに辿り着きたい……","","Go to this destination: .......
I want to know what's beyond this brilliance; I want to get there: ......",""
"誰かと繋がることで、私は学んで先にいける。
その誰かも、私を見て、その先を目指す","","By connecting with someone, I can learn and get ahead.
That someone, too, will look at me and go beyond.",""
"そうやって、たくさんの人との出会いを
繰り返しながら、先に進んでいきたいんです","","That's how you meet a lot of people.
I just want to move on, repeating it over and over again.",""
"そしていつか、輝きの先でまたみなさんと出会って、
みなさんに学んだものをお返ししたい","","And someday, I will meet you all again at the end of the shine,
I want to give back what I have learned to all of you.",""
"そんな自分になれるよう、頑張りたいです","","I want to do my best to become such a person.",""
"それは、つまり……","","That means ......",""
"まだ、どうなるか分かりません。でもアイドルは
……最初に、亜夜ちゃんとはじめたことなんです","","I don't know what will happen yet, but idol
......It's what I started with Aya in the first place!",""
"そうか……心白の決めたことだ。
俺はその意思を応援する","","Well, ...... that's what mind white decided to do.
I support that intention.",""
"どんなことでも、願えば、叶うはずだ。
スターリットシーズンもそうしてきたじゃないか","","Whatever you wish for, if you wish for it, it will come true.
You've done that for the Stalit season.",""
"はいっ！","Yes!","",""
"俺もこの先を目指して頑張るよ。
だから、何かあったらいつでもここに――","","I'm going to try to keep going down the road too.
So, anytime you need anything, here--",""
"７６５プロに来てくれ。
ここはもう、心白の帰る場所なんだから","","Come to 765 Pro.
This is already the place for you to go back to, Shinbaku.",""
"ありがとうございます、プロデューサーさん！","","Thank you, producer!",""
"俺こそ、言わせてくれ。
心白、ありがとう！　","","Let me be the one to tell you.
Thank you, Heart White!",""
"あ、プロデューサーさん、ここにいたんですね！
みんな屋上で待ってますよ！","","Ah, there you are, Mr. Producer!
Everyone is waiting for you on the rooftop!",""
"あっ、はい！　分かりました。
行こうか、心白","","Ah, yes!
Let's go, Xinhaku.",""
"みんな、最後にプロデューサーさんから
ひと言、言ってもらうのを待ってるんですよ","","Everyone, lastly, from Producer.
I'm waiting for you to say something.",""
"それと、みんなからの伝言です。
事務所を締める前に、短冊を見てくださいね、って","","Oh, and a message from everyone.
He said, ""Before you close your office, please look at the strips of paper.",""
"未来も言ってましたね。
忘れずに、あとで見るようにします！","","You also said the future.
Remember, I'll try to look at it later!",""
"お願いしますね。
さあ、みんなお待ちかねですよ！","","Please do.
Now, everyone is waiting for you!",""
"みんな、今日は集まってくれてありがとう！","","Thank you all for being here today!",""
"みんなにお願いがあるんだ、聞いてくれ！","","I have a favor to ask of you all, listen up!",""
"スターリットシーズンのＮｏ．１ユニットに
ルミナスは選ばれた","","To the No. 1 unit of the Stalit season.
Luminous was chosen.",""
"これはみんなの頑張りの結果だ！
俺はルミナスが誇らしい！","","This is the result of everyone's hard work!
I'm proud of Luminous!",""
"そして、スターリットシーズンは終わった。
ルミナスはここまでの期間限定――","","And so ended the Starlit season.
Luminous is limited to this point in time--",""
"ただし、ルミナスという存在がなくなるわけ
じゃない。ルミナスはみんなとの繋がりそのものだ","","However, there will be no more luminous
Luminous is the connection between us all.",""
"また、挑戦すべきことができたら、
俺はこのメンバーに託したい……","","And if I can do something that should be challenging,
I'd entrust it to this member: ......",""
"ちょっとしたサプライズだが、この事務所は、
このままにしておいていいみたいだ","","A bit of a surprise, this office,
Looks like we can leave it at that.",""
"だから、また会おう","","So I'll see you soon.",""
"ルミナスとして！","","As luminous!",""
"それが俺からのお願いなんだけど、
みんなどうかな？","","That's what I'm asking,
How about you guys?",""
"……そんなこと決まってるじゃないですか","","...... That's obvious, isn't it?",""
"どうせ、みんなに聞くなら
ルミナスのあれ、いっちゃおっか★","","If you're going to ask everyone anyway.
Let's go to that one in Luminous.",""
"フフ、それはいいね。
ステージに上がるつもりで、やってみよう","","Huh, that's a good one.
Let's do it with the intention of getting on stage.",""
"そうですね！
じゃあみんな、準備はいいですかっ！","","Yes, it is!
Okay, everyone, are you ready?",""
"せーのっ！","","Se-no!",""
"プロジェクトルミナス！
ファイトー！　オー！！","","Project Luminous!
Fighto! OH!",""
"ぷろじぇくとるみなす！
ふぁいとー！　おー！！","","Plojikutsuraminasu!
Woohoo! Oh!",""
"……ふぅ。
ある程度、荷物は片付いてきたか……","","...... Whew.
Have you cleared out some of your stuff? ......",""
"懐かしいな、この小道具……。
花見の時に使ったやつだよな……","","I've missed this prop: .......
That's the one you used for the cherry blossom viewing: ......",""
"――ガチャ","","-- Gacha",""
"あら、あなた……。
なんだか辛気臭い顔をしているわね？","","Oh, you .......
You look kind of testy, don't you?",""
"……あ、亜夜！？
どうしてここに……？","","...... Oh, Aya!
Why are you here ......?",""
"プロデューサーさん、こんにちは！
あの……忙しかったでしょうか？","","Hello, producer!
Was that ...... busy?",""
"心白も……！　いや、そんなことはないけど……。
ふたりこそ、どうしたんだ？","","Mind white is also ......! No, it's not, but it is .......
What's wrong with you two?",""
"先程、ふたりの今後が決まりましたので、
ご報告に来たのです","","We have just decided on the future of the two of us,
I'm here to report.",""
"……お、奥空さんまで！？
今、なにか決まったと言いましたか！","","...... Oh, even Okuora!
Did you just say something was decided?",""
"はい。心白と亜夜は、我が『０９３６プロ』に
所属することになりました","","Yes, Shinshiro and Aya are in our ""0936 Pro"".
Affiliation.",""
"えっ！　０９３６プロ……ってことは、
奥空さん、事務所を作ったんですか！？","","What! 0936 pro ...... means,
Okuora, you made an office!",""
"はい、その通りです","","Yes, that is correct.",""
"心白には、スターリットシーズンが終わった後、
色々なお声掛けをいただきました","","After the stalitic season is over in mind white,
We've had a lot of different calls.",""
"亜夜も、９６１プロに所属していましたから……","","Aya was also a member of 961 Pro, so ......",""
"随分と苦労しました。
ですが……その価値のあるふたりですから","","It was a lot of work.
But ...... they are both worth it.",""
"すごかったわ……。黒井社長にかけあっている時の、
眞弓さんの迫力といったら……","","It was amazing. ...... when I was talking to President Kuroi,
Mayumi's power is ......",""
"ふふっ、あれは単に、
私の本気をぶつけてみただけよ","","Phew, that was simply,
I'm just trying to be real with you.",""
"……やっぱりそうですよね。
演技とは、とても思えませんでした","","...... I knew it.
I didn't think it was an act.",""
"お母さん……ありがとう！","","Thanks mom ......!",""
"眞弓さん……ありがとうございます！
おかげで心白ともう一度、一緒にやれます！","","Thank you Mayumi for ......!
Thanks to you, I can do it again with Xinbai!",""
"今後は、私がふたりのアイドル活動を、
全面的にサポートするつもりです","","From now on, I will be the idol of the two of us,
I intend to give my full support.",""
"しかし、それに甘えて、不甲斐ない姿を見せる
ようであれば……すぐにでもユニットを解散します","","But we'll take advantage of it and show our unworthiness.
I will disband the unit immediately at ...... if it seems",""
"心白、亜夜……。
そのつもりで、しっかりやりなさい","","Mind White, Aya. .......
So, do it right.",""
"……は、はいっ！","","......, yes!",""
"ははは……相変わらず、手厳しい……","","Haha ...... as always, harsh ......",""
"でも、亜夜の脱退のこと、
よく黒井社長が認めてくれたな","","But about Aya's withdrawal,
I'm surprised President Kuroi approved.",""
"玲音さんと詩花さんが黒井社長に進言してくれたの。
『亜夜はまだまだ成長する、そのために必要だ』って","","Leon and Shika advised President Kuroi.
Aya is still growing, and we need her to do that.""",""
"あたしにとって、ディアマントは大切な存在。
言葉であらわすなんて出来ないぐらい……","","Diamant is very important to me.
I can't even describe it in words. ......",""
"最終的には黒井社長も認めてくれてね","","Eventually, President Kuroi gave his approval.",""
"『こちらが要請したら手伝いに来い。拒否権など
無い！』って言われたわ。はぁ、まあいいんだけど","","You can't veto our request.
I was like, 'No, it's not here!",""
"黒井社長にも、本当に感謝しかないわ。
あたしのために、だいぶ譲歩してくれたと思うの","","I can't thank President Kuroi enough.
I think they made a lot of concessions for me.",""
"話し合いの最中に、亜夜のためなど、
黒井さんはおくびにも出していませんでしたけど……","","During the discussion, for sub night, etc,
Mr. Kuroi didn't even mention it, though: ......",""
"アイドルというものを、
よく分かっているのだと思います","","Idols,
I think you know exactly what I mean.",""
"……黒井社長から学ぶべきことは多いですね。
俺には、まだまだ分からないことだらけです","","......There is much to learn from President Kuroi.
For me, there's still a lot I don't know.",""
"ふふ……そうですね","","Hmmm... ...... I see.",""
"あたしは、玲音さんや詩花さんに、
恥じないような自分にならないといけない","","I am for Leon and Shika,
I need to be unashamed of who I am.",""
"……みなさんの期待の分まで、
これからふたりで頑張っていかないとね！","","...... for your expectations,
We have to work hard together from now on!",""
"ええ、そうよ！
ふたりで……アイドルの頂点を目指すわ！","","Yes, it is!
We'll both be at the top of the ...... idol game!",""
"それでこそ、独立した意味があるってものよ！
目標は常に高く持たないと！","","That's the whole point of being independent!
We must always keep our goals high!",""
"そうだな、頑張ってくれ！　楽しみにしてるぞ","","Yeah, good luck with that! I'm looking forward to it.",""
"……プロデューサーさん、
ひとつ、お願いがあります","","...... Producer,
I have one favor to ask.",""
"事務所を立ち上げたとはいえ、
まだまだこれから……人材も潤沢とは言えません","","Although he has set up an office,
We still have a lot of work to do. ...... human resources are not plentiful yet.",""
"当分の間、心白と亜夜のこと、
お手すきの際に、面倒を見てもらえませんか？","","For the time being, Shinbaku and Aya,
Could you take care of them when you are free?",""
"勝手な申し出ですが……あなたになら、
このふたりを任せられると思っています","","It's a selfish offer, but I'd be happy to make it to ...... for you,
I know I can trust these two.",""
"……プロデューサーさん！
よろしくお願いします！","","...... Producer!
Best regards!",""
"他に頼れるプロデューサーもいないから……。
……お願いできないかしら？","","I don't have any other producers I can rely on. ......
Could you please send me an email to ......?",""
"なるほど、そういうわけですか……。
事情は分かりました……","","I see, that's how it works. ......
I understand what's going on: ......",""
"やっぱり、ダメでしょうか……？","","Is it still no good? ......?",""
"分かりました！　俺でよければ協力させて頂きます。
奥空さんに心白と亜夜まで困っていては断れませんよ","","I understand! I will cooperate with you if it's okay with me.
You can't say no to Okuzora-san if you're in trouble until Xinbai and Ayao.",""
"まずは、社長の許可が必要ですが、
３人の頼みなら快諾してくれるはずです","","First, though, you need permission from the president,
I'm sure the three of them would be happy to do you a favor.",""
"そう言ってくれると信じていましたよ。
プロデューサーさん、これからもお世話になります","","I was sure you would say that.
Thank you, producer, for your continued support.",""
"……本当ですか！
わぁ……とっても嬉しいです♪","","...... Really?
Wow ...... I'm very happy...",""
"さすがね、プロデューサー！
今後は、よろしく頼むわよっ！","","You're a great producer!
I look forward to working with you in the future!",""
"プロデューサーさんっ！
また、よろしくお願いします！","","Hey, producer!
Thank you again!",""
"ああ、こちらこそ……。
ふたりとも、よろしくな！","","Oh, it's the same here: .......
Nice to meet you both!",""
"早速ふたりに質問があるんだけど、
ふたりのユニットの名前は決まってるのか？","","I have a quick question for you both,
Do the two of you have a name for your unit?",""
"はい。私たち、また最初から始めたいんです。
だから……","","Yes, we want to start all over again.
So ......",""
"ふさわしいものはひとつしかないわ","","There's only one thing that's right.",""
"ふたりでデビューしたときと同じ、あの名前――","","The same name we used when we made our debut together...",""
"アルバノクト！","","Alba Noct!",""
