"（新しいパフォーマンスか……。
今のルミナスならきっとできるはずだ！）","","(New performance or .......
(I bet Luminous could do it now!)","","(A new performance, huh...
I'm sure Luminous can do it!)",""
"この前話した『中間ライブ』なんだけど、
日付とメンバーを決めてきた","","It's the 'interim live' we talked about the other day,
I've set the date and the members.","","Regarding 『Intermediate Live』, I've decided on a date and members.","Regarding 『Intermediate Live』,
I've decided on a date and members."
"ライブの日程は来週の１５日と１６日だ。
その結果をもって、仕上げを考える","","The live dates are next week on the 15th and 16th.
Consider finishing with those results.","","The concert will be held on the 15th and 16h of next week.
I'll think of a finishing touch with the result.",""
"まず『１５日グループ』のメンバーは、
心白、千早、真美、菜々、杏、静香、甜花――","","First, the members of the ""15 Days Group"" are,
Shinshiro, Chihaya, Mami, Nana, Anzu, Shizuka, Tetuka--","","First, 『Fifteenth Group』's members are Kohaku and Chihaya-Mami. Nana... Anzu! Shizuka!! Tenka―","First, 『Fifteenth Group』's members are Kohaku
and Chihaya-Mami. Nana... Anzu! Shizuka!! Tenka―"
"はい。
みなさん、よろしくお願いします","","Yes.
Best regards, everyone!","","Yes.
Everyone, I'm counting on you.",""
"ドキドキしていますけど……。
新しいパフォーマンスに向けて、頑張ります！","","I'm thrilled, though. ......
We will do our best for the new performance!","","My heart's beating really fast...
I'll do my best to put on a new performance!",""
"て、甜花も……！
いっぱい……頑張る……！","","You can also visit ......!
A lot of ...... good luck ......!","","T-Tenka...!
I'll do my best...!",""
"みんなとの友情ウサミンパワーで、
ズバッと乗り切っちゃいますよ！","","Friendship with everyone Usamin Power,
I'll get through it in a snap!","","I'm going to use my friendship with everyone, Usamin power!","I'm going to use my friendship
with everyone, Usamin power!"
"今までもみんなで、いい感じにやってきたし、
なんとかなると思うよ……たぶん","","We've all been there, and we've all been good,
I'm sure we can work something out. ...... maybe","","We've all been doing great together, so I think we should be able to do something about it. Probably not for a long time now","We've all been doing great together, so I think we should be
able to do something about it. Probably not for a long time now"
"確かに……楽曲自体は、
これまでレッスンを重ねてきたものですし……","","Certainly the ...... music itself,
It's been a series of lessons and ......","","You're right... The composition itself has been through a lot of lessons up until now.","You're right... The composition itself has
been through a lot of lessons up until now."
"レッスン通りの力を出せるように
リラックスして臨めば、良さそうですね","","To be able to produce the power as per the lesson.
If you relax and go for it, it looks good.","","I think it'd be best if you could relax and face the problem head-on.","I think it'd be best if you could relax
and face the problem head-on."
"私たちが最初に成功して、
ライブに弾みをつけましょう","","We succeeded first,
Let's give the live show a boost!","","Let's be the first to succeed and live.","Let's be the first to
succeed and live."
"というわけで……真美たちに、
どどーんとお任せだよっ、兄ちゃん♪","","So to ...... Mami and her friends,
Leave it to me, bro...","","So...just leave it to Mami and the others, onii-chan.♪","So...just leave it to Mami
and the others, onii-chan.♪"
"それと、雪歩、亜美、美嘉、きらり、翼、
歌織さん、甘奈の１４名でいこうと思う","","And Yukiho, Ami, Mika, Kirari, and Tsubasa,
I think I'll go with 14 people, Utaori and Amana.","","Also, I'm thinking of making it 14 people: Yukiyori and Ami. Mika... Glittering Wings! Utaoru-san or Amana?","Also, I'm thinking of making it 14 people: Yukiyori
and Ami. Mika... Glittering Wings! Utaoru-san or Amana?"
"オッケー★
みんな、一緒に頑張っていこうね♪","","Ok.
Let's work together, everyone... ♪","","Okay, okay.★
Let's all do our best together.♪",""
"責任重大ですけど……。
できる限りのことはしますぅ","","It's a lot of responsibility, but .......
I'll do everything I can.","","It's a heavy responsibility, but...
I'll do everything in my power to help.",""
"甜花ちゃんたちの頑張りを、
甘奈たちが引き継がなきゃだもんね☆","","Good luck to the beet girls,
Amana and the others have to take over.","","We'll have to take over the work of Tenka-chan and her friends.☆","We'll have to take over the work
of Tenka-chan and her friends.☆"
"よーっし！　きらりたちも、
ライブいーっぱい盛り上げようにぃ～☆","","Yo, Kirari and the others,
Let's make the live show a lot of fun!","","All right! Let's make this concert a blast, everyone~☆","All right! Let's make this
concert a blast, everyone~☆"
"んっふっふ～。
みんな、よろしくお願いシマウマ～♪","","Mmmmmm~.
Everyone, please take care of each other!","","Nfu fu
I'm counting on you, zebras!♪",""
"さいっこーのステージにしましょうね～！
演出は、やっぱりカワイイ感じで♪","","Let's make it a great stage!
The direction is still kawaii... ♪","","Let's make it the best stage ever!
It's really cute.♪",""
"ふふっ、それはいいわね♪　みんなで
素敵なステージになるように、考えましょう","","Hmmm, that's nice................all of us
Let's think about how to make it a great stage!","","That sounds like a great idea! ♪ Let's all think about what we can do to make this concert wonderful.","That sounds like a great idea! ♪ Let's all think
about what we can do to make this concert wonderful."
"私たちの出番は次ってことですね。
お任せください！","","I guess that means our turn is next.
Leave it to us!","","Our turn is next, right?
Leave it to me!",""
"はい……","Yes...","","","Yes......",""
"望むところです……","","I hope so. ......","","That's exactly what I want to hear.",""
"さて、『１６日グループ』のメンバーは……。
言わなくても分かっているか","","Now, the members of the ""16th Group"" can be found at .......
You don't have to tell me. You know what I'm talking about.","","Now, as for 『The 16th Group』 members...
You don't have to tell me.",""
"えー、呼んでもらえないんですか！？","","Well, you can't call me!","","Huh? You're not going to call for me!",""
"そんなことないぞ。『１６日グループ』のメンバーは
やよい、真、貴音、響、紬、咲耶、凛世――","","That's not true, the members of the ""16th Group"" are.
Yayoi, Makoto, Takane, Hibiki, Tsumugi, Sakuya, Rinyo--","","That's not true. 『The 16th Group』 members are yayoi, t-true and takane... Hibiki! Tsumugi!! Sakuya!!! Rinze—","That's not true. 『The 16th Group』 members are yayoi, t-true
and takane... Hibiki! Tsumugi!! Sakuya!!! Rinze—"
"『最終選考会』目指して、新しいぱふぉーまんすを
いめーじして臨んで参ります","","We are working on a new Pafumans for the ""Final Round"".
I will be there with a smile on my face!","","I'll aim for 『Final selection committee』 and face the challenge of a new parfait.","I'll aim for 『Final selection committee』
and face the challenge of a new parfait."
"ファンのみんなに喜んでもらうために、
みんなでひとつになるさー！","","To please all the fans,
We will all be one!","","We'll all become one, so that the fans will be happy!","We'll all become one, so that
the fans will be happy!"
"フフ、責任重大だね。
けれどやりがいがあるし、とても心躍るよ","","Huh, that's a lot of responsibility.
But it's challenging and very exciting.","","Haha, that's a lot of responsibility.
But it's rewarding, and very exciting.",""
"そうですね……不思議と、
できるような気がします","","Yes, ...... wonder,
I feel like I can do it.","","That's true... Strangely enough, I feel like we can do it.","That's true... Strangely
enough, I feel like we can do it."
"紬さんもですか？
えへへ……実は私もなんです！","","And you too, Tsumugi?
Ehehe ...... Actually, it's me too!","","You too, Tsumugi-san?
Haha... Me too, actually!",""
"皆で……
切磋琢磨し……","","Everyone ......
Friendly competition and ......","","Together...
I'll try my best to improve myself...",""
"良きユニットに……
いたしましょう……","","To a good unit: ......
Let's do it: ......","","A good unit...
I'll take you up on that...",""
"よーし！　気合い入ってきた！
みんな、頑張ろう！","","Okay! I'm getting into the spirit of things!
Let's work hard, everyone!","","All right! I'm all fired up now.
Let's do this, everyone!",""
"それと、春香、美希、律子、あずささん、伊織、
蘭子、未来、果穂の１５名でいこうと思う","","And Haruka, Miki, Ritsuko, Azusa, and Iori,
I think we should have 15 members, Ranko, Mirai, and Kaho.","","And I'm thinking of making Haruka, Miki and Ritsuko with Azusa-san.","And I'm thinking of making Haruka,
Miki and Ritsuko with Azusa-san."
"あらためて指名されると、
なんだか、緊張するわ～","","When nominated again,
I'm kind of nervous!","","It's kind of nerve-wracking to be called that again.","It's kind of nerve-wracking
to be called that again."
"新しいパフォーマンスかぁ……。
燃えてきちゃいますよね","","New performance or .......
It's going to burn.","","A new performance, huh...
It burns, doesn't it?",""
"にひひっ♪　この伊織ちゃんが、
ビシッと、かっこよく決めてみせるわ","","Nihihihi♪ Iori here,
I'm going to make it look cool.","","Hehe♪ Iori-chan will make a cool decision for you.","Hehe♪ Iori-chan will make
a cool decision for you."
"新しいパフォーマンスへの挑戦、
みんな頑張りましょう！","","The challenge of new performance,
Let's all do our best!","","Let's do our best to challenge this new performance!","Let's do our best to
challenge this new performance!"
"フフフ……我らの挑戦は、
必ずや神話として語り継がれるであろう！","","Hmph ...... our challenge is,
It will surely be passed down as a myth!","","Heheh... Our challenge will surely be remembered as a myth!","Heheh... Our challenge will surely
be remembered as a myth!"
"（最高のライブにして
ファンのみんなに満足してもらいましょう！）","","(Make it the best live show ever!)
Let's satisfy all our fans!)","","(Let's make this the best concert ever and let all our fans be satisfied!)","(Let's make this the best concert
ever and let all our fans be satisfied!)"
"とってもワクワクします！
みなさん、よろしくお願いしますっ！","","I am very excited!
Thank you all for your cooperation!","","I'm so excited!
Everyone, I'm counting on you!",""
"『中間ライブ』、
思いっきり楽しもーなの♪","","The ""Interim Live,
Enjoy yourself to the fullest!","","『Intermediate Live』, I'm having so much fun.♪","『Intermediate Live』,
I'm having so much fun.♪"
"みんな、一緒にライブを盛り上げようね！","","Let's make the live show exciting together, everyone!","","Everyone, let's liven up the concert together!",""
"手伝えることがあれば、言ってください。
なんでも協力します！","","If there is anything I can do to help, please let me know.
We will cooperate in anything!","","If there's anything I can do to help, please let me know.
I'll help you with anything!",""
"ありがとうございます！
よろしくお願いしまーす！","","Thank you very much!
Best regards!","","Thank you very much!
I'm counting on you!",""
"『ＴＨＥ　ＩＤＯＬＭ＠ＳＴＥＲ』を通して、
みんなで新しいパフォーマンスを生み出そう！","","Through ""THE IDOLM@STER,
Let's create new performances together!","","Let's all give birth to a new performance through 『The IDOLM@STER』!","Let's all give birth to a new performance
through 『The IDOLM@STER』!"
"バタン！","","Slam!","","Slam!",""
"――お邪魔するわ！","","--I'm sorry to bother you!","","Excuse me!",""
"な、何だ！？
……って、亜夜じゃないか","","Hey, what the hell?
I think ...... is a sub-night.","","Wh-What's going on!?
...Wait, isn't that you?",""
"そ、そんな勢いよく入ってくるの、
やめてくれまっし……びっくりするげん……","","That, they come in with such vigor,
Please don't do that......Surprising Gen......","","Y-You don't have to come in so forcefully. You startled me, you know...?”","Y-You don't have to come in so
forcefully. You startled me, you know...?"
"……驚かせたなら謝るわ。
ごめんなさい","","...... Sorry if I startled you.
I'm sorry. I'm sorry.","","...I apologize if I startled you.
I'm sorry.",""
"コホン……。
今日はあなたたちに、言いたいことがあって来たの","","Cohon. .......
I came here today to say something to you guys.","","Ahem...
I'm here today to tell you something.",""
"ディアマントは今月、
シークレットライブツアーをするわ！","","Diamant is this month,
I'll do a secret live tour!","","Diamant's going on a secret live tour this month!","Diamant's going on a secret
live tour this month!"
"えっ、ツアーですか！？　月末には
『最終選考会』があるのに……すごいですね！","","What, a tour? At the end of the month.
It's ...... amazing to have a 'finalist'!","","Huh? A tour! At the end of last month.
『Final selection committee』's here too... Amazing!",""
"これは……ずいぶんと思い切ったスケジュールだ。
それだけ自信がある……ということかな？","","This is a ...... very drastic schedule.
Is that how confident ...... is?","","This is... a pretty drastic schedule.
Is that how confident she is?",""
"もちろん！　すべては『クリスタルウィンター』への
弾みをつけるためよ","","Of course! All for ""Crystal Winter"".
I'm just trying to give you a little extra impetus.","","Of course! It's all to give 『Crystal Winter』 a boost.","Of course! It's all to give
『Crystal Winter』 a boost."
"このツアーで、更にファンを集めて
最後のステージをあたしたちの色に染めてみせる……","","This tour will attract even more fans.
We will color the last stage with our colors. ......","","We're going to gather even more fans on this tour and dye our final performance with the color of us...","We're going to gather even more fans on this tour
and dye our final performance with the color of us..."
"分かった？　最後の舞台で笑うのはあたしたち、
ディアマントよ！","","We will be the last ones to laugh on stage,
Diamant!","","Do you understand? We're the ones who will laugh at your last performance, Diamant!","Do you understand? We're the ones who will
laugh at your last performance, Diamant!"
"ちょっと急ぎすぎじゃない？　亜夜。
先に行くとは聞いてたけど","","Aren't you being a little hasty, Zaya?
I heard you were going first.","","Aren't you rushing things a little too much, Aya?
I heard you were going on ahead.",""
"ふふっ♪　亜夜ちゃんの口から、
みなさんに報告したかったみたいですね","","Hmmm...from Aya's mouth,
He wanted to report back to you all.","","Fufu♪ It looks like you wanted to tell everyone, Aya-chan.","Fufu♪ It looks like you wanted
to tell everyone, Aya-chan."
"玲音に詩花も、
みんな来てくれたのかい？","","Leon and Shika too,
Did everyone come?","","Leon, Shika... Did everyone come?","Leon, Shika...
Did everyone come?"
"亜夜の件では、お世話になったから。
みんなへのお礼もかねてね","","I'm so grateful for your help with the Aya night.
I just wanted to thank you all.","","Thanks for everything you've done with Aya.
As thanks for everyone.",""
"みなさん、先日はありがとうございました","","Thank you all for the other day.","","Everyone, thank you for the other day.",""
"ディアマントは、新曲をひとつ用意している。
それを徹底的に磨くことにしたよ","","Diamant has one new song in the works.
I've decided to polish that thoroughly.","","(Diamant is preparing a new song.)
I've decided to polish it thoroughly.",""
"れ、玲音さん！　そこまで言わなくても","","Le, Leon! You don't have to say that.","","Re-Leon! You don't have to go that far.",""
"いいのよ、亜夜ちゃん。
これは、ルミナスのみなさんへのお土産だから♪","","It's okay, Aya.
Because this is a souvenir for all of you in Luminous... ♪","","It's okay, Aya-chan.
This is a souvenir for all of you in Luminous.♪",""
"ディアマントの真似は誰にもできないからね。
隠しておくことなどひとつもないだろ？","","No one can imitate Diamant because no one can.
There's nothing to hide, is there?","","No one can imitate the Diamant.
There's nothing to hide, is there?",""
"ふふっ、そうでしたね！","","Hmmm...you were right!","","Haha, you're right!",""
"というわけで、
せいぜいルミナスも頑張ることね","","Therefore,
At best, good luck with the luminous.","","So, good luck with your work as well.","So, good luck with
your work as well."
"多少は張り合いのある相手がいないと、
つまらないから","","You need a partner who has some stake in the game,
for the sake of being boring","","It's boring without someone to compete with.","It's boring without someone
to compete with."
"それじゃ、失礼するわ！","","Well, excuse me then!","","Well, I'll be on my way!",""
"ではみなさん、失礼します♪","","Well, gentlemen, if you'll excuse me... ♪","","Now, if you'll excuse me.♪",""
"ルミナスのステージ、楽しみにしているよ！","","I'm looking forward to the Luminous stage!","","I can't wait to see what you do on stage!",""
"――バタン","","--Batan.","","――Slam.",""
"……なんか言うだけ言って、行っちゃいましたね～。
それに今のって、宣戦布告……？","","...... something you just said and went!
And what is that now, a declaration of war ......?","","...He just said whatever he wanted and left.
Was that a declaration of war...?",""
"ふふっ、亜夜ちゃんらしいです。きっと、
私たちのことを激励しているんだと思います","","Hmmm, that's very typical of Aya, I'm sure,
I think he's giving us a pep talk.","","Hehe. That's just like you, Aya-chan! I bet that means she is trying to encourage us in some way or another","Hehe. That's just like you, Aya-chan! I bet that means
she is trying to encourage us in some way or another"
"なるほど……とはいえ宣言をされたのですから、
私たちも、結果を出さねばなりませんね","","I see, you have made a declaration, albeit at ......,
We, too, must produce results.","","I see. That being said, since you've already made your proclamation to the effect that we must produce results as well","I see. That being said, since you've already made your proclamation
to the effect that we must produce results as well"
"……ディアマントは新曲に絞って、
パフォーマンスを磨くか……。彼女たちらしいな","","...... Diamant focus on new songs,
Polishing a performance or ....... It's just like these girls.","","Diamant must focus on their new songs to hone the performance... That sounds just like them.","Diamant must focus on their new songs to hone
the performance... That sounds just like them."
"ルミナスも、私たちらしい
やり方ができていると思います","","Luminous, too, is very much like us.
I think we have a way of doing things.","","I think Luminous is doing what we do best.","I think Luminous is
doing what we do best."
"最後にお互いが選んだものが、自分たちらしさ……。
いいライバルだ。ディアマントがいてくれてよかった","","What we chose for each other at the end is what makes us who we are. ......
Good competitor...glad Diamant was there.","","We chose each other at the end, just like us...
Good rivalry. Glad to have Diamant with us, at least...",""
"それにしても亜夜ちゃん、
すっかり元気になっていましたね……安心しました","","But still, Aya,
I'm so relieved to see that you're feeling all better: ......","","Anyway, I'm relieved to see that Aya-chan has completely recovered.","Anyway, I'm relieved to see that
Aya-chan has completely recovered."
"ああ、すっかり元通りだったな。
やっぱり亜夜は、ああでなくちゃな","","Yeah, it was all back to normal.
I knew it!","","Yeah, everything's back to normal.
I knew you had to be like that.",""
"よし……俺たちも『最終選考会』へ向けて、
気合いを入れていこう！","","Okay, ...... we are also for the ""Final Round"",
Let's get into it!","","All right... Let's head over to 『Final selection committee』 and give it our all!","All right... Let's head over to 『Final selection
committee』 and give it our all!"
"（さてと、新しい連携パフォーマンスに向けて、
レッスンはどんな感じかな……）","","(Now, for a new collaborative performance,
(What do the lessons look like: ......)","","(Now then, I wonder how our lessons will go in preparation for the new performance...)","(Now then, I wonder how our lessons will go
in preparation for the new performance...)"
"前に心白ちゃんが言ってたみたいに、
みんなとの思い出を意識するのが大事だと思うな☆","","Just like what Shinbaku said before,
Don't think it's important to be aware of the memories you have with everyone.","","Just like Kohaku said before, I think it's important to be aware of your memories with everyone.☆","Just like Kohaku said before, I think it's important
to be aware of your memories with everyone.☆"
"８月のパフォーマンスができたんだから、
今回も同じように挑戦するのもアリだよね！","","We could have performed in August,
We could try the same thing this time around!","","Now that we have August's performance, it would be nice to do the same thing again!","Now that we have August's performance, it
would be nice to do the same thing again!"
"お月見パーティーを意識すればよしっ♪
っていうのは分かりやすいよね","","Just be aware of the moon party and you'll be good!
That's an easy thing to understand, isn't it?","","Just think of it as a moon viewing party.♪
That's easy to understand.",""
"ありがとうございます。
あとは、なにをイメージするかですが……","","Thank you very much.
Now all we need to do is to imagine what ......","","Thank you very much.
Now all that's left is to figure out what kind of image you want...",""
"お月見パーティーの思い出っていったら、
お団子がおいしかったことかな","","What are your memories of the tsukimi party?
I guess the dumplings were delicious.","","Speaking of memories from the moon viewing party, I guess it's because dango were delicious.","Speaking of memories from the moon viewing
party, I guess it's because dango were delicious."
"も～、杏ちゃんっ。お団子もおいしかったけど、
もっともっと素敵な思い出もあったはずだゆ！","","The dumplings were delicious, but...,
There must have been much more wonderful memories!","","Anzu-chan! The dango was delicious, but I'm sure you had even more wonderful memories of it.","Anzu-chan! The dango was delicious, but I'm sure
you had even more wonderful memories of it."
"はいっ！　ウサミン星人もびっくりするくらい、
星の光がキラキラに光っていました！","","Yes! Even the Usamin aliens are amazed,
The stars were shining brightly!","","Yes! The stars were shining so brightly that it surprised even the people of Usamine.","Yes! The stars were shining so brightly that
it surprised even the people of Usamine."
"満天の星空、その中心には見事な満月……。
本当に綺麗で、感動しました","","A star-filled sky, with a stunning full moon at its center. ......
It was really beautiful and impressive!","","The sky is full of stars, and at the center there's a magnificent moon...
It was really beautiful, and it moved me.",""
"みなさんで一緒に、同じ星空、同じ満月を
眺めることができたのは良かったですよね","","We are all together, the same starry sky, the same full moon.
It was nice to be able to see the view.","","I'm glad we could all look at the same starry sky and full moon together.","I'm glad we could all look at the same
starry sky and full moon together."
"違う人間が、同じものを見て、同じ気持ちを
抱けるなんて、素敵だなって……","","Different people, seeing the same things, feeling the same way.
It's so nice to be able to hold her. ......","","It's wonderful that different people can see the same things, and feel similar...","It's wonderful that different people can
see the same things, and feel similar..."
"それが、イメージをひとつにする象徴……","","That is the symbol that unites the images: ......","","That's the symbol that brings all of our images together...",""
"想いが輝いてたってことだね☆","","It means your thoughts were shining.","","That means your feelings were shining.☆",""
"キャハッ☆　お月様の光で、
パワーアップなんてカッコイイですね！","","Cahhh* By the light of the moon,
Powering up is so cool!","","Kyahaa☆ It's so cool to be powered up by the moonlight!","Kyahaa☆ It's so cool to be powered
up by the moonlight!"
"それでは早速レッスンを始めましょう","","Let's start the lesson right away!","","So let's start the lesson right away.",""
"（俺がいない方がむしろ良さそうだな……。
みんなの成果を待ってみよう）","","(It looks rather better without me. ......
(Let's wait and see what everyone else comes up with)","","(It'd probably be better if I were not here...
Let's wait for everyone to get what they want.)",""
"（いよいよ『中間ライブ』当日だ。
今日は『１５日グループ』だな）","","(It is finally the day of the ""Interim Live"".
(Today is the ""Group of Fifteen."")","","(It's finally 『Intermediate Live』 day.
It's 『Fifteenth Group』 today.)",""
"甜花の、出番……もうすぐ……","","Beet Hana's, on the cusp of ...... soon ......","","It's almost time... for the Dendro Flower to shine.",""
"みなさんとたくさんお話して、色々演出を
考えてきましたし、大丈夫ですよね？","","I talked a lot with everyone, and I made a lot of production plans.
I've thought about it, and it's okay, right?","","I've talked with everyone a lot, and thought up all kinds of different staging methods. Is that okay?","I've talked with everyone a lot, and thought up all
kinds of different staging methods. Is that okay?"
"はい、大丈夫です！
絶対に成功させましょう！","","Yes, it is okay!
Let's make it absolutely successful!","","Yes, I'm fine!
Let's make it a success!",""
"静香ちゃん、やる気満々だねー。
でも、うん。杏も大丈夫だと思うよ","","Shizuka, you are so motivated!
But yeah, I think apricots are fine too.","","Shizuka-chan's really into this.
But, yeah. I think Anzu will be fine too...",""
"これまで積み重ねてきたレッスンや、仲間への信頼。
そういったものが、自信になっているのかと","","The lessons we have learned and the trust we have placed in our colleagues.
I thought those things gave you confidence.","","All the lessons I've been taking, and trusting my friends.
And I'm starting to think that these things are becoming more selfconfident",""
"ユニットは急ごしらえでも、
いつも一緒に活動してましたからね","","Units can be rushed,
We were always working together.","","The unit may have been in a hurry, but we've always worked together.","The unit may have been in a hurry,
but we've always worked together."
"おおっ！　千早お姉ちゃんもこはっちも
めっちゃいいこと言うじゃん♪","","Oh! Both Chihaya's sister and Kohachi!
That's a very nice thing to say.","","Wow! Chihaya-oneechan and Kosaka are both saying some really nice things.♪","Wow! Chihaya-oneechan and Kosaka are
both saying some really nice things.♪"
"いよいよわたしたちの出番ですね～！
早く始まらないかな～♪","","Now it's our turn!
Can't wait for it to start!","","It's finally our turn!
I hope it starts soon.♪",""
"甘奈たちも、イイ感じで演出が
まとまったもんね！　絶対、盛り上げないと☆","","Amana and the others also had a nice production.
We've got it all together! We've got to make it happen!","","We've got a great show to put on, so we have no choice but for the best!☆","We've got a great show to put on, so
we have no choice but for the best!☆"
"もう少し緊張するかと思ったけど、
それより、楽しみな気持ちの方が大きいわ♪","","I thought I would be a little more nervous,
♪ I'm more looking forward to it ♪","","I thought you'd be a little nervous, but it seems like your excitement is greater than that.♪","I thought you'd be a little nervous, but it seems
like your excitement is greater than that.♪"
"わ、私もです。みんなで一生懸命頑張ったから、
あとはそれをステージで見せるだけですよね","","Wow, me too, because we all worked so hard,
Now all we have to do is show it on stage.","","M-Me too. We all worked really hard together, so now we just have to show it off on stage for everyone else's sake","M-Me too. We all worked really hard together, so now we
just have to show it off on stage for everyone else's sake"
"きらりん、てんしょんまーっくしゅ！！
うっきゃー、早く、みんなと歌いたいにぃ♪","","Kirarin, Tenshonmakshu!
I can't wait to sing with everyone!","","Kirarin, Tenshoma-choo!!
Ukyaa, I want to sing with everyone already!♪",""
"き、きらりんのテンションが限界突破してる……！
こりゃ、亜美も負けてらんないよ！","","Ki, Kirarin's tension is breaking the limit. ......
Ami can't lose either!","","Sh-She's pushing herself past her limit...!
I won't lose to you, Ami!",""
"それじゃ、この勢いのまま、
ステージを最高に盛り上げないとね★","","Well then, keep up the momentum,
We need to get the best out of the stage.","","Well then, we'll have to keep this up and make the stage really lively.★","Well then, we'll have to keep this up
and make the stage really lively.★"
"……そろそろ時間だ。
ファンが待ってるぞ、みんな行ってこい！","","...... It's about time.
Your fans are waiting for you, go on guys!","","...It's almost time.
Fans await you, go on!",""
"はいっ！","Yes!","","","Yes!",""
"（今日のライブには手ごたえを感じた……。
会場の熱気は、いまだ冷めやらないほどだ……！）","","(Today's show was a formidable success. ......
(The excitement in the hall is still so great that it hasn't cooled down yet. ......!)","","(Today's concert felt like a piece of cake...
The heat in the arena hasn't cooled down yet...!)",""
"えへへ、やりました～！
勢いのある、いいライブでしたね♪","","Ehehe, I did it!
It was a good show, with a lot of energy... ♪","","Heheh, I did it!
It was a lively concert, wasn't it?♪",""
"会場も大盛り上がりでしたし、大成功ですぅ！","","The event was a great success, and the audience was very excited!","","It was a huge success, and the crowd loved it!",""
"やっぱり、今日みたいなパフォーマンスは
お客さん的にもよかったのかな？","","After all, a performance like today's
Was it good from a customer perspective?","","I guess a performance like today's was good for the customers, too?","I guess a performance like today's
was good for the customers, too?"
"にへへ……みんな、笑ってた……
嬉しい……","","Nhehehe ...... everyone was laughing ......
Glad you're here: ......","","Heheh... Everyone was smiling.
I'm so happy...",""
"みんなの成長を改めて実感できたよ","","I could feel everyone's growth again.","","It's a new appreciation for how much you all have grown.",""
"うぷぷ☆　Ｐちゃんにほめられて、
きらりん、はぴはぴもまーっくすだゆ☆","","Upupu☆ P-chan complimented me,
Kirarin and Happi Happi are also marxedayu☆.","","Upupu☆ Being praised by P-chan, I'm so happy!☆","Upupu☆ Being praised by
P-chan, I'm so happy!☆"
"今回のライブで、わたしたちも
レベルアップしてるんだな～って実感しました♪","","We also hope that this live performance will help us to
I realized that I'm improving my Level.","","I feel like we've leveled up a lot during this concert.♪","I feel like we've leveled up
a lot during this concert.♪"
"まだまだできると思います。
ルミナスの可能性をさらに感じました","","I think we can still do it.
I felt the potential of Luminous even more.","","I think we can still do it.
And I felt more of the potential for Luminous.",""
"真、お疲れ様でした。
明日は、私たちが皆の後に続く番ですね","","True, thank you for your hard work.
Tomorrow it will be our turn to follow in everyone else's footsteps.","","Good work, everyone.
Tomorrow, it's our turn to follow everyone.",""
"みなさんに負けないくらい、
あたしたちもがんばりますっ！","","I am as good as all of you,
We will do our best!","","We'll do everything we can to make sure that no one loses!","We'll do everything we can to
make sure that no one loses!"
"どんな組み合わせでも、どーんと来いです！
今日よりも、すごいメドレーにしてみせますよー！","","Any combination will do!
I will make it a more amazing medley than today!","","Any combination will do!
I'll make it even more amazing than today!",""
"その意気だ！
明日も楽しみにしているぞ！","","That's the spirit!
Looking forward to seeing you tomorrow!","","That's the spirit!
I'm looking forward to seeing you again tomorrow!",""
"あっ、社長！
いかがでしたか？","","Oh, Mr. President!
How was it?","","Oh, Mr. President!
How did it go?",""
"皆、とてもいいライブだったよ。
ルミナスの団結力を強く感じたよ","","Very good show, everyone.
I strongly felt the unity of the Luminous.","","Everyone had a great concert.
I felt a strong sense of unity from Luminous.",""
"これなら１８日と１９日に押さえている、
ご褒美が役に立ちそうだ","","This would be held on the 18th and 19th,
A reward might help.","","With this, we'll be able to secure the 18th and 19th. The reward should come in handy!","With this, we'll be able to secure the 18th
and 19th. The reward should come in handy!"
"そういえば、
なにかいただけるというお話でしたね","","Speaking of which,
You said you could get something for me.","","Come to think of it, you said something about giving me a gift.","Come to think of it, you said something
about giving me a gift."
"ねぇねぇ、ご褒美ってなんなの？
世界の豪華料理とか？","","Hey, hey, what's the reward?
Like luxury cuisine from around the world?","","Hey, hey. What's the reward?
Like the world's finest cuisine?",""
"んっふっふ～♪　どんなにたくさん出てきても
デザートは別腹なのじゃー","","Mmmmmmm~♪ No matter how many come out
Dessert is something else!","","Heheh~♪ No matter how many desserts come out, I'll always have a separate stomach for them.","Heheh~♪ No matter how many desserts come out,
I'll always have a separate stomach for them."
"ふっふっふ……聞いて驚きたまえ！　週末の土日に
皆で温泉旅行に行こうと思っているのだよ","","Pfft... ...... Listen and be amazed! Saturday and Sunday weekend!
We're all planning to go on a hot spring trip together.","","Heheh... Surprise me when you hear it! I'm thinking of going on a trip to the hot springs with everyone this weekend.","Heheh... Surprise me when you hear it! I'm thinking of going
on a trip to the hot springs with everyone this weekend."
"君、どうかな？
日頃の疲れを癒すには、ぴったりだと思わないかね","","You, I don't know.
It's the perfect way to unwind after a hard day's work, don't you think?","","What do you think, sweetie?
Don't you think this is the perfect way to relieve some of your daily fatigue?",""
"そうだったんですか、ありがとうございます！
良い気分転換になると思います","","I see, thank you very much!
It would be a nice change of pace.","","Is that so? Thank you very much!
I think it's a good change of pace.",""
"お、温泉ですか！？
わぁっ♪　最高のプレゼントですね！","","Oh, a hot spring!
Wow...what a great gift!","","A-A hot spring?!
(Wow♪ This is the best present ever!)",""
"社長。あ、ありがとうございます。
とっても嬉しいです……！","","President: Oh, thank you very much.
I am very happy. ......","","President. Th-Thank you very much!
I'm so happy...!",""
