"そんなことじゃ、
みんなまで、無茶させてしまうかもしれない……","At this rate, I might make everyone else do something reckless..","That's not what I meant,
It might even make everyone else reckless. ......","At this rate, I might make
everyone else do something reckless..",""
"そうですね。こんな時こそ、急がないでください。
なにごとも、一歩一歩が大事なのです","Yes. It's times like these when you need to hurry, so please do not worry about it too much! Every step is important for us here at this point in time—everything we can think of must be done by moving forward with our lives and work towards achieving the goal that comes before or after a long day has passed...""","Yes, this is the time to not be in a hurry.
Everything is important, one step at a time.","Yes. It's times like these when you need to hurry, so please do not worry about it too much! Every step is important for us here at this point in time—everything
we can think of must be done by moving forward with our lives and work towards achieving the goal that comes before or after a long day has passed...",""
"冷静に自身と向き合い、
しっかりとアイドルの体調に気を配っていく……","She calmly faced herself, and paid close attention to the idol's health..","Face yourself calmly,
Make sure you take care of your idol's health: ......","She calmly faced herself, and paid
close attention to the idol's health..",""
"その辺りを意識してきちんと指導してあげれば、
みなさんもっと成長すると思いますよ！","If you keep that in mind and give them proper guidance, I think they'll all grow even more!","If you are aware of that and give them proper guidance,
I think you all will grow more!","If you keep that in mind and give them proper
guidance, I think they'll all grow even more!",""
"……北江さん。
あの、ありがとうございました！","...Kitae-san. Um, thank you very much!","...... Kitae.
Um, thank you very much!","...Kitae-san. Um, thank
you very much!",""
"良かった。それと、あなたのトレーニング状況を
まとめたノートを渡しておきます","Thank goodness. Also, I'll give you a notebook detailing your training situation","Good, and I'd like to know how your training is going.
I'll give you the notes I put together.","Thank goodness. Also, I'll give you a
notebook detailing your training situation",""
"また、課題を出しておきます。
日々の積み重ね、頑張ってください！","I'll give you another assignment. Good luck with your daily tasks!","I will also give you an assignment.
Keep up the good work, day by day!","I'll give you another assignment.
Good luck with your daily tasks!",""
"（今日は、改めて大切なことを学べた……）","(I learned something important again today...)","(I learned something important again today: ......)","(I learned something important again today...)",""
"（これからは、ひとりひとりの体調も管理しつつ、
レッスンを指導していかないと！）","(From now on, I'll have to manage each and every one of them while guiding their lessons!)","(From now on, we will also take care of each person's physical condition,
I need to teach a lesson!)","(From now on, I'll have to manage each and every
one of them while guiding their lessons!)",""
"（アイドルの体調をより意識したレッスンが
功を奏し、アイドルたちはさらに成長した……）","(The idol's health-conscious lessons paid off, and the pop stars grew even more...)","(Lessons that are more aware of the idol's physical condition are
(It worked, and the idols grew even more: ......)","(The idol's health-conscious lessons paid
off, and the pop stars grew even more...)",""
"やあ、プロデューサーさん！
どうですか、その後は？","Hello, Mr. Producer! How's it going after that?","Hey there, producer!
How about you, then?","Hello, Mr. Producer! How's
it going after that?",""
"はい！　最近は、前以上にアイドルたちの調子を
見つつ、指導するよう心掛けています","Yes! Lately, I've been trying to keep an eye on the idols even more than before and instruct them","Yes! Recently, the idols have been in better shape than before.
I try to guide them as I see fit.","Yes! Lately, I've been trying to keep an eye on the
idols even more than before and instruct them",""
"いいですね！　無理させると、
かえって効率が悪くなったりしますからね","That's great! If you push yourself too hard, it will only make things more inefficient","That's good! If you force them,
In fact, it can be inefficient.","That's great! If you push yourself too hard,
it will only make things more inefficient",""
"ちゃんと効果が出てるって事は、
指導がうまくいっているって事ですよ","If it's working properly, that means the instruction is going well","That it's working properly,
It means the guidance is working.","If it's working properly, that means
the instruction is going well",""
"さらにレッスンの効果は上がっているはず！
僕が保証します！！","Furthermore, the lesson should have been more effective! I guarantee it!!","Furthermore, the lessons should be more effective!
I guarantee it!","Furthermore, the lesson should have
been more effective! I guarantee it!!",""
"これも、北江さんのおかげです。
ありがとうございます！","This is all thanks to you, Kitae-san. Thanks a lot!","This is also thanks to Mr. Kitae.
Thank you very much!","This is all thanks to you,
Kitae-san. Thanks a lot!",""
"それでは、今日はこの辺で失礼……","Well then, if you'll excuse me for today..","Well, I'll leave you to it today: ......","Well then, if you'll excuse me for today..",""
"ガシッ！","*Crash!*","Cushion!","*Crash!*",""
"……あ、あの、北江さん？
肩を鷲掴みなんかして、どうしたんですか……","...U-umm, Kitae? Why are you grabbing my shoulder..","...... Oh, um, Mr. Kitae?
What's wrong with you, grabbing me by the shoulders? ......","...U-umm, Kitae? Why are you
grabbing my shoulder..",""
"ルミナスは基礎体力も上がってきている。
なにより……プロデューサーさん……！","Luminous is improving her basic physical strength. And most of all...Producer!","Luminous is also improving in basic fitness.
Above all, ...... producer ......!","Luminous is improving her basic physical
strength. And most of all...Producer!",""
"え、あ、あの……ちょっと……！？","Huh? U-Um... Wait!","Oh, uh, that ...... hey ......!","Huh? U-Um... Wait!",""
"よくここまで、積み重ねてきました。
少しは僕も役にたったようです","I'm impressed you were able to make it this far. It seems I was of some help as well, at least a little bit in the process""","I am amazed that we have been able to accumulate so much.
I guess I helped a little too.","I'm impressed you were able to make it this far. It seems I was
of some help as well, at least a little bit in the process",""
"トレーニングのヒントの追加をお伝えします。
『伝説のレッスンメニュー』も、もうすぐでしょう！","I'll give you an additional training hint. The Legendary Lessons Menu should be here soon, too!","Additional training tips will be provided.
The ""Legendary Lesson Menu"" will be coming soon!","I'll give you an additional training hint. The
Legendary Lessons Menu should be here soon, too!",""
"（これが……声にならない声ってヤツか……）","(So this is what it means to be silent...)","(Is this what you call ...... the unvoiced voice? ......)","(So this is what it means to be silent...)",""
"あ、ありが……とう……ござい……ました……","Th-Thank you... very much","Oh, thanks ...... and thank you ...... for ......","Th-Thank you... very much",""
"（新たなトレーニングのヒントがもらえた……。
鷲掴みしてきた力、いつも以上に強かったな……）","(She gave me a new training hint... The grip on my arm was stronger than usual.)","(I got some new training tips from .......
(The force that grabbed you by the eagle, was even stronger than usual. ......)","(She gave me a new training hint... The
grip on my arm was stronger than usual.)",""
"（今日こそは、『伝説のレッスンメニュー』の
内容を教えてもらうぞ！）","(Today, I'm going to show you what the Legendary Lessons Menu is all about!)","(Today is the day for the ""Legendary Lesson Menu"".
(We'll let you know what it's all about!)","(Today, I'm going to show you what the
Legendary Lessons Menu is all about!)",""
"お待たせしました、プロデューサーさん！
どうぞ、こちらへ！","Sorry to keep you waiting, Mr. Producer! Please come this way","Sorry to keep you waiting, producer!
Please, come this way!","Sorry to keep you waiting, Mr.
Producer! Please come this way",""
"体調はバッチリです！　それで、今日は
どんなことを体験させてもらえるんでしょうか？　","I'm feeling great! So, what kind of things do you want to experience today?","I'm feeling perfect! So, today.
What will I get to experience?","I'm feeling great! So, what kind of things
do you want to experience today?",""
"最近、ルミナスのみなさんの調子はどうですか？
レッスンの様子なども、お聞かせください！","How have you all been lately, Luminous? Please tell me how your lessons are going!","How is everyone at Luminous doing these days?
Please let us know how the lessons are going!","How have you all been lately, Luminous?
Please tell me how your lessons are going!",""
"そうですね……。アイドルひとりひとりの
調子をしっかり見るようにしています","Yeah... I'm trying to get a good look at each and every one of the idols as they go about their work, too""","Yes, ....... Each and every idol.
I try to keep a close eye on my condition.","Yeah... I'm trying to get a good look at each and
every one of the idols as they go about their work, too",""
"レッスンはその日のコンディション、声の調子や
体の動きのキレなどを意識して取り組んでいます","Lessons are focused on your condition for the day, tone of voice and body movements","The lesson is based on the condition of the day, the tone of the voice and the
I am working on the sharpness of body movements, etc.","Lessons are focused on your condition for
the day, tone of voice and body movements",""
"ああ、こちらが日々の状況をまとめたノートです","Oh, here's the notes on our daily situation","Oh, here's a notebook that summarizes the daily status","Oh, here's the notes on our daily situation",""
"ちょっと拝見しますね。どれどれ？
……………なるほど","Let me take a look. Which one? ...I see","Let me take a look.
............... I see.","Let me take a look.
Which one? ...I see",""
"あの、それで今日はどんなトレーニング方法を
教えていただけるのでしょうか？","Um, so what kind of training method are you going to teach me today?","Um, so what kind of training methods do you use today?
Can you tell us about it?","Um, so what kind of training method
are you going to teach me today?",""
"……いえ、
今日はこのノートを見せてもらうだけで充分です！","...No, just showing me this notebook is enough for today!","...... No,
It is enough for me to show you this note today!","...No, just showing me this
notebook is enough for today!",""
"あの、何か新しいトレーニング方法などは……？","Um, do you have any new training methods...?","Um, any new training methods, etc. ......?","Um, do you have any new training methods...?",""
"特にありません。今回は、プロデューサーさんが
考えたやり方でレッスンを行ってみてください！","Nothing in particular. This time, please try to give lessons the way your producer came up with them!","None in particular; this time, Producer
Try to conduct lessons in a thoughtful way!","Nothing in particular. This time, please try to give
lessons the way your producer came up with them!",""
"日々を積み重ねる大切さを身につけています。
それを実践するのみです","I've learned the importance of building up my days. All that remains is to put it into practice","We learn the importance of building day by day.
We just have to put it into practice.","I've learned the importance of building up my
days. All that remains is to put it into practice",""
"ただし……。
課題は、出しておきます","However... I'll give you your assignments, if that is all right with me.""","However, .......
I'll get the assignment out.","However... I'll give you your
assignments, if that is all right with me.",""
"それが出来たあかつきには、
『伝説のレッスンメニュー』をお教えしましょう","I'll teach you the Legendary Lesson Menu when it comes to that","When it is done,
Let me tell you about the Legendary Lesson Menu.","I'll teach you the Legendary
Lesson Menu when it comes to that",""
"えっ、本当ですか！","Oh, really?!","What? Really?","Oh, really?!",""
"はい、
僕も次の報告を楽しみにしていますね！","Yes, I'll be looking forward to your next report!","Yes,
I'm looking forward to your next report too!","Yes, I'll be looking forward
to your next report!",""
"わ、分かりました！　頑張ります！","O-Okay! I'll do my best","Wow, I understand! I'll do my best!","O-Okay! I'll do my best",""
"（いつものような筋肉痛を覚悟してきたけど、
何か拍子抜けしたような、ホッとしたような……）","(I'm prepared for the usual muscle pain, but I feel kind of anticlimactic and relieved...)","(I've prepared myself for the usual sore muscles, though,
(Something of a letdown and a relief ......)","(I'm prepared for the usual muscle pain, but
I feel kind of anticlimactic and relieved...)",""
"（自分で考えたやり方、か。
今までのことを踏まえて、考えてみるとするか……）","(The way she came up with it, huh. I'll think about what to do based on everything that happened so far...)","(The way I thought it up, huh?
Let's see if we can figure it out based on what we've seen so far. ......)","(The way she came up with it, huh. I'll think about what
to do based on everything that happened so far...)",""
"お待ちしてました、プロデューサーさん！
それで、その後の経過はいかがですか？","I've been waiting for you, Mr. Producer! So what happened after that?","We've been waiting for you, Mr. Producer!
So, how have things been going since then?","I've been waiting for you, Mr.
Producer! So what happened after that?",""
"は、はい。
このノートにまとめています","O-Okay. I'll put it all together in this notebook","Ha, yes.
I'm compiling them in this notebook.","O-Okay. I'll put it all together
in this notebook",""
"どれどれ……？
…………ふむ…………見事ですね……","Let's see... ...Hmm. Well done!","Which one is ......?
............ hmmm ............ brilliant ......","Let's see...
...Hmm. Well done!",""
"あ、あの、北江さん！","U-Um, Kitae!","Oh, um, Mr. Kitae!","U-Um, Kitae!",""
"はい、なんでしょう？","Yes, what is it?","","Yes, what is it?","Yes, what is it?"
"課題はクリアしたと思います！","I think we've completed the task!","I think we have completed the task!","I think we've completed the task!",""
"『伝説のレッスンメニュー』を
教えていただけませんか？","Would you be so kind as to teach me the Legendary Lesson Menu?","The Legendary Lesson Menu.
Could you please tell us?","Would you be so kind as to teach
me the Legendary Lesson Menu?",""
"そうですね。そういう約束でした。僕もこのノートを
見て、お話する時がきたと思いました","That's right. It was a promise like that, and I thought the time had come for us to talk after seeing this notebook","Yes, that was the deal.
I thought it was time to take a look and tell you about it.","That's right. It was a promise like that, and I thought the
time had come for us to talk after seeing this notebook",""
"伝説のレッスンメニュー……","The legendary lesson menu..","Legendary Lesson Menu: ......","The legendary lesson menu..",""
"……実は、そんなものはありません","...Actually, there's no such thing","...... Actually, there is no such thing!","...Actually, there's no such thing",""
"……え？","...Huh?","...... What?","...Huh?","...Eh?"
"よく聞かれるのですが、周りの人が、
勝手に存在すると思い込んでいるだけなんです","I'm often asked this, but the people around me are just assuming that they exist on their own","I am often asked by people around me,
They just assume it exists on its own.","I'm often asked this, but the people around me
are just assuming that they exist on their own",""
"そんな……
思い込みだなんて……","No way... You're just imagining things","Such as ......
I can't believe you assumed: ......","No way... You're
just imagining things",""
"万能のレッスンメニューなんてありません。
それはプロデューサー自身が体験済みでしょう","There's no such thing as an all-purpose lesson menu. Producer himself must have experienced it before","There is no universal lesson menu.
I'm sure Producer has experienced that himself.","There's no such thing as an all-purpose lesson menu.
Producer himself must have experienced it before",""
"ひとりひとりに向き合ってこそ、良いレッスンが
行えるんです。あなたは充分できていますよ！","It's only when you face each and every one of them that we have a good lesson. You did well enough!","A good lesson is only possible when we deal with each person individually.
You are doing well enough!","It's only when you face each and every one of them
that we have a good lesson. You did well enough!",""
"アイドルたちに向き合い、真摯に指導された……。
このノートこそが、その証明です！","I faced the idols, and Makoto taught me earnestly... This notebook is proof of that!","The idols were faced with and sincerely guided by .......
This note is the proof!","I faced the idols, and Makoto taught me
earnestly... This notebook is proof of that!",""
"今のあなたなら、
これからもよいレッスンが行えるはずです！","As you are now, I'm sure we can continue to have good lessons together!","You would now,
I am sure that good lessons will be given in the future!","As you are now, I'm sure we can
continue to have good lessons together!",""
"ここに書いてあることこそ、ルミナスにとっての
『伝説のレッスンメニュー』の始まりなんです","What is written here marks the beginning of Luminous's “legendary lesson menu.”","What is written here is what it means to Luminous.
It's the beginning of the legendary lesson menu.","What is written here marks the
beginning of Luminous's “legendary lesson menu.",""
"北江さん……","Kitae-san..","Mr. Kitae ......","Kitae-san..",""
"あなたなら大丈夫！　これからも自信を持って
みなさんを指導してあげてください！","You'll be fine! I hope you can continue to guide everyone with confidence in yourself","You'll be fine! I'm confident you'll continue to do so.
Please guide everyone!","You'll be fine! I hope you can continue to
guide everyone with confidence in yourself",""
"北江さん……今までありがとうございました。
俺、これからも頑張ってみんなを指導します！","Kitae-san... Thank you for everything. I'll do my best to guide everyone from now on!","Mr. Kitae ...... thank you for all you have done for us.
I, for one, will continue to do my best to teach everyone!","Kitae-san... Thank you for everything. I'll
do my best to guide everyone from now on!",""
"（伝説のレッスンメニューは無かった……）","(There was no legendary lesson menu...)","(There was no legendary lesson menu. ......)","(There was no legendary lesson menu...)",""
"（だけど、俺の中には確かにそれがある。
ルミナスのために、もっと活用していかないと！）","(However, I definitely had that in me. For Luminous's sake we have to make better use of it!)","(But I certainly have that in me.
We need to get more use out of it for Luminous!)","(However, I definitely had that in me. For
Luminous's sake we have to make better use of it!)",""
"やあ、プロデューサーさん！","Hey, producer!","Hey there, producer!","Hey, producer!",""
"あれ、北江さん！
こんな所でお会いするとは珍しいですね","Oh, Kitae-san! It's rare to see you here","Hey, Mr. Kitae!
It's rare to see you here.","Oh, Kitae-san! It's
rare to see you here",""
"愛用のプロテインを注文してきた帰りなんです。
それよりも、ルミナスの活躍、聞いてますよ","I ordered my favorite protein drink on the way back. More importantly, Luminous's performance is what we heard!","I'm on my way home from ordering my favorite protein.
More importantly, I hear Luminous is doing a great job.","I ordered my favorite protein drink on the way back.
More importantly, Luminous's performance is what we heard!",""
"レッスンは、みんな楽しんでやってますか？","Is everyone having fun with their lessons?","Do you all enjoy the lessons?","Is everyone having fun with their lessons?",""
"楽しくやってる子も多いですが、中には少々……","Many of them are having fun, but some aren't..","Many of the kids are having fun, but some of them are a little ......","Many of them are having fun, but some aren't..",""
"分かります。
なかなか気分が乗らない子もいるんですよね……","I get it. Some of them don't seem to be in the mood..","I understand.
Some kids don't feel quite right. ......","I get it. Some of them
don't seem to be in the mood..",""
"そんな時は、レッスン場の模様替えなんて
どうでしょう？","At times like this, how about redecorating the training hall?","In such a case, it's a great idea to redecorate the lesson room.
What do you think?","At times like this, how about redecorating
the training hall?",""
"直接レッスンの効果が上がるわけじゃないですが、
みなさんのモチベーションは上がるはずですよ！","It's not as if the effects of your lessons will increase directly, but it should motivate everyone!","It doesn't directly improve the effectiveness of the lesson, though,
I am sure everyone will be motivated!","It's not as if the effects of your lessons will increase
directly, but it should motivate everyone!",""
"なるほど……。
確かに、気分を変えるのはいい考えですね","I see. It certainly is a good idea to change the mood, isn't it""","I see. .......
Sure, a change of scenery is a good idea.","I see. It certainly is a good idea
to change the mood, isn't it",""
"僕のお勧めは、『スカイモチーフ』です！
空には夢が広がりますから！","My recommendation is 'Sky motif'! Dreams spread across the sky, after all","My recommendation is ""Sky Motif""!
Because in the sky, dreams spread!","My recommendation is 'Sky motif'!
Dreams spread across the sky, after all",""
"あ、そうだ！　高木社長に伝えておきますね。
そういうのも必要ですよって！","Oh, right! I'll let President Takagi know that you need something like this","Oh, yes! I will let President Takagi know.
He said that kind of thing is also necessary!","Oh, right! I'll let President Takagi
know that you need something like this",""
"本当ですか！
北江さんから言ってもらえると助かります","Really?! I'd appreciate it if you could tell me","Really?
It would be helpful if Mr. Kitae could tell us.","Really?! I'd appreciate
it if you could tell me",""
"色々とありがとうございます！","Thank you for everything!","Thank you for everything!","Thank you for everything!",""
"いえいえ、これくらい、お気になさらず！
ああ、では僕はこれで。またお会いしましょう！","Oh, don't worry about it! I will be going now. We shall meet again in the near future..","No, no, don't worry about this much!
Ah, well, that's me then, I'll see you soon!","Oh, don't worry about it! I will be going
now. We shall meet again in the near future..",""
"あ、北江さん、お疲れ様です！","Ah, Kitae-san. Good work!","Ah, Mr. Kitae, thank you for your time!","Ah, Kitae-san. Good work!",""
"ルミナスの活躍、聞いてますよ！","I've heard about your exploits, Luminous!","I hear Luminous is doing well!","I've heard about your exploits, Luminous!",""
"ありがとうございます！　北江さんのおかげで、
充実したレッスンが行えているからですよ","Thank you very much! It's all thanks to Kitae-san that we have such fulfilling lessons","Thank you very much, Kitae-san,
It's because we're giving you a great lesson!","Thank you very much! It's all thanks to
Kitae-san that we have such fulfilling lessons",""
"そんなことないですよ。……あ！　そうだ！！
また新しい模様替えのアイディアがあるんですよ！","That's not true... Oh! I know!! We have another idea for redecorating the house","That's not true. ...... Oh, yes!
I have another new redecorating idea!","That's not true... Oh! I know!! We have
another idea for redecorating the house",""
"模様替えですか。いいですね！","Redecorating, huh? Sounds good!","A redecoration...nice!","Redecorating, huh? Sounds good!",""
"僕のお勧めは、『ボタニカルモチーフ』ですね！
ナチュラルな模様は、人を和ませますから！","My recommendation is 'Botanic motif'! The natural pattern softens people up","My recommendation would be botanical motifs!
Natural patterns make people feel at home!","My recommendation is 'Botanic motif'!
The natural pattern softens people up",""
"なるほど、いいかもしれませんね！","I see. That might be a good idea!","I see...that might be good!","I see. That might be a good idea!",""
"じゃあまた、僕の方から
高木社長に伝えておきますね","Well then, I'll let President Takagi know","I'll see you later.
I'll let President Takagi know.","Well then, I'll let
President Takagi know",""
"ああ、では僕はこれで。またお会いしましょう！","Ah, I'll be going now. See you later!","Ah, well, that's me then, I'll see you soon!","Ah, I'll be going now. See you later!",""
"やあ、プロデューサーさん！
今日もいい天気ですね！","Hey, producer! Nice weather we're having today","Hey there, producer!
It's another beautiful day!","Hey, producer! Nice weather
we're having today",""
"あ、お疲れ様です、北江さん！
このところ、毎日天気がいいですね","Ah, good work today! The weather's been nice lately","Ah, thank you for your time, Mr. Kitae!
The weather has been beautiful every day recently.","Ah, good work today! The weather's
been nice lately",""
"こんなにトレーニング日和が続くと、
ハムストリングスが疼きませんか？","Doesn't Hamstrings ache when the weather continues like this?","Such a good day for training,
Do your hamstrings tingle?","Doesn't Hamstrings ache when the
weather continues like this?",""
"え……？　いや、特には……","Huh...? No, not really","What, ......? No, not particularly ......","Huh...? No, not really",""
"そうですか……。
あ、ルミナスの活躍、聞いてますよ！","I see... Oh, Luminous is here!","I see. .......
Oh, I hear Luminous is doing well!","I see... Oh,
Luminous is here!",""
"ありがとうございます！　これも北江さんから
教わったトレーニングのヒントのおかげだと思います","Thank you very much! I think this is all thanks to the training tips that Kitae-san taught me","Thank you! This is also from Mr. Kitae.
I think it's because of the training tips I was taught.","Thank you very much! I think this is all thanks
to the training tips that Kitae-san taught me",""
"いえいえ。……あっ、そうだ！！
そろそろ模様替えのタイミングじゃないですか？","Not at all. ...Oh, right!! Isn't it about time to redecorate?","No, no. ...... Oh, yes!
Isn't it time to redecorate?","Not at all. ...Oh, right!!
Isn't it about time to redecorate?",""
"確かに、いいタイミングかもしれませんね","Perhaps it's a good time to do so, yes.""","Indeed, it might be a good time.","Perhaps it's a good time to do so, yes.",""
"僕のお勧めは、『ダマスクモチーフ』でしょうか。
上品でシックな雰囲気は、一体感を与えますよ！","I recommend the Damask motif. It's elegant and chic, so it gives you a sense of unity!","My recommendation would be the ""damask motif"".
The elegant and chic atmosphere will give you a sense of unity!","I recommend the Damask motif. It's elegant
and chic, so it gives you a sense of unity!",""
"一体感……ルミナスには不可欠な要素です！
ありがとうございます！","A sense of unity... It's an indispensable element for Luminous! Thank you very much","It is an essential element of togetherness ...... luminous!
Thank you very much!","A sense of unity... It's an indispensable
element for Luminous! Thank you very much",""
"やあ、プロデューサーさん！
今日もいいトレーニング日和ですね！","Hey, producer! Nice weather for training today too","Hey there, producer!
It's another nice day for training!","Hey, producer! Nice weather
for training today too",""
"あ、北江さん。お疲れ様です！","Ah, Kitae-san. Good work!","Ah, Mr. Kitae, thank you for your hard work!","Ah, Kitae-san. Good work!",""
"どうです？　これから僕と４０キロ程
軽く走りませんか？","Would you like to run 40 kilometers with me?","How's it going?
Want to run light?","Would you like to run
40 kilometers with me?",""
"よ、４０……！？　す、すみませんが、
まだ仕事が残っているので……","40?! I-I'm sorry, but we still have work to do..","Yo, 40......! I'm sorry,
I still have some work to do: ......","40?! I-I'm sorry, but we
still have work to do..",""
"そうですか、残念です！
あ、ルミナスの活躍、聞いてますよ！","Really? That's too bad! Oh, I heard about Luminous","Well, I am sorry to hear that!
Oh, I hear Luminous is doing well!","Really? That's too bad!
Oh, I heard about Luminous",""
"ありがとうございます！　北江さんから教わった
トレーニングのヒントは、今やルミナスの宝ですよ！","Thank you very much! The training tips I learned from Kitae-san are now Luminous's treasures","Thank you! I learned it from Kitae-san.
Training tips are now the treasure of Luminous!","Thank you very much! The training tips I learned
from Kitae-san are now Luminous's treasures",""
"宝だなんてそんな……あ！　そうだ！！
そろそろ模様替えして気分転換してみては？","Treasure? No way... Oh, right!! Why don't you redecorate for a change of pace","It's such a treasure. ...... Oh, yes!
It's time to redecorate and change your mind.","Treasure? No way... Oh, right!! Why don't
you redecorate for a change of pace",""
"確かに、気分転換は必要ですね。
同じレッスンメニューでも新鮮な感じでできますから","It's true that a change of pace is necessary. We can do it fresh on the same lesson menu","Certainly, a change of scenery is necessary.
You can do the same lesson menu in a fresh way.","It's true that a change of pace is necessary.
We can do it fresh on the same lesson menu",""
"僕のお勧めは、『スペースモチーフ』でしょうか。
斬新な感覚を得られますよ！","I recommend the Space motif. You'll get a new sensation!","My recommendation would be ""Space Motif"".
You will get a novel sensation!","I recommend the Space motif.
You'll get a new sensation!",""
"今までとはガラッと雰囲気が変わって、
新しい何かが生まれそうな気がしますね！","I feel like something completely different is about to happen!","The atmosphere has changed dramatically from the past,
I think something new is about to be born!","I feel like something
completely different is about to happen!",""
"じゃあまた、僕の方から高木社長に伝えておきますね","Well then, I'll tell President Takagi again","Well, I'll let President Takagi know.","Well then, I'll tell President Takagi again",""
"是非お願いします！","By all means, please!","I would very much appreciate it!","By all means, please!",""
"……おっと、そろそろ時間だな。
では、僕はこれで！","...Oh, it's almost time. I should be going now!","...... Oops, it's about time.
Well, I'll leave you with this!","...Oh, it's almost time.
I should be going now!",""
"（あれ、あの後ろ姿、北江さんじゃないかな？）","(Huh? Isn't that Kitae-san from behind?)","(Hey, isn't that Kitae-san in the back?)","(Huh? Isn't that Kitae-san from behind?)",""
"北江さん！　お疲れ様です！","Kitae-san! Thank you for your hard work","Kitae-san! Thank you for your hard work!","Kitae-san! Thank you for your hard work",""
"やあ、プロデューサーさん！
ルミナス、すごいじゃないですか！","Hey, producer! Luminous is really something else","Hey there, producer!
Luminous, isn't it great?","Hey, producer! Luminous
is really something else",""
"彼女たちを見ない日は無いってくらい、
本当にみんな、頑張ってますね！","Everyone's working so hard that there can be no day when they don't see them!","There is not a day that goes by that I don't see them,
Really, everyone is doing their best!","Everyone's working so hard that there can
be no day when they don't see them!",""
"ありがとうございます。北江さんから教わった
トレーニングがあってこその活躍だと思います","Thank you very much. I think it's thanks to the training Kitae-san taught me that we can do so well","Thank you, I learned from Mr. Kitae.
I think the training is what makes him so successful.","Thank you very much. I think it's thanks to the training
Kitae-san taught me that we can do so well",""
"いえいえ。……あ！　そうだ！！
そろそろ模様替えしてリフレッシュしてみては？","No, no... Oh! I know!! Why don't you redecorate and refresh yourself?","No, no. ...... Oh, yes!
It's time to redecorate and refresh.","No, no... Oh! I know!! Why don't you
redecorate and refresh yourself?",""
"いいですね、リフレッシュ！　実は、
そろそろ変えたいな、と思っていたところで……","Nice, refreshing! I was just thinking that it's about time to change..","Nice and refreshing, actually!
I was thinking it's time for a change. ......","Nice, refreshing! I was just thinking
that it's about time to change..",""
"それはベストタイミングですね！","That's the best timing!","That is the best timing!","That's the best timing!",""
"僕のお勧めは、『メルティモチーフ』ですかね。
アイドルたちのテンションも上がりそうですよ","I recommend the 'Melty motif'. The idols are going to get excited too, you know?""","I guess my recommendation would be ""Melty Motif"".
The idols are going to be excited!","I recommend the 'Melty motif'. The idols
are going to get excited too, you know?",""
"それは素晴らしいアイディアだと思います！
ありがとうございます！","I think that's a great idea! Thank you very much","I think that is a great idea!
Thank you very much!","I think that's a great idea!
Thank you very much",""
"また、僕の方から高木社長に伝えておきますね","I'll tell President Takagi again","I will let President Takagi know again.","I'll tell President Takagi again",""
"ただ予算的に、次が最後だなと言ってましたので
これが最後の提案になっちゃいますね","But in terms of budget, he said the next one would be his last. That's our final proposal..","But budget-wise, he said the next one would be the last.
This would be my last suggestion.","But in terms of budget, he said the next one would
be his last. That's our final proposal..",""
"いえいえ、これまで何度もお話をいただいて、
十分感謝しています。本当にありがとうございます！","Not at all. I'm grateful enough for everything you have said to me so many times before, and it really means a lot!","No, no, I have been told many times,
I can't thank you enough, thank you so much!","Not at all. I'm grateful enough for everything you have said
to me so many times before, and it really means a lot!",""
"こちらこそ、喜んでもらえて何よりです！","I'm glad you like it, too!","I am glad you are pleased as well!","I'm glad you like it, too!",""
"これからも北江さんの期待に
答えられるよう、全力で頑張ります！","I'll do everything in my power to meet your expectations, Kitae-san!","We will continue to meet Mr. Kitae's expectations.
I will do my best to answer your questions!","I'll do everything in my power to
meet your expectations, Kitae-san!",""
"楽しみにしてますよ！
では、僕はこれで！","I'll be looking forward to it! Well, if you will excuse me","I'm looking forward to it!
Well, I'll leave you with this!","I'll be looking forward to it!
Well, if you will excuse me",""
