"（仕事の合間に、貴音と繁華街を歩いている）","","(Walking downtown with Takane, in between jobs)","","(I'm walking downtown with Takane in between jobs.)"
"プロデューサーは、らーめんのどこを語れば、
より多くの魅力を伝えられるとお考えでしょうか？","","What part of ramen should Producer talk about?
Do you think you can convey more appeal?","","What do you think Producer needs to say
about ramen so he can convey more of its appeal?"
"そうだなあ……。
貴音に語ってほしいラーメンの魅力は……","","I guess so. .......
What do you want your noble to tell us about the appeal of ramen: ......","","Let's see...
The appeal of ramen that I want you to tell me about is..."
"スープについて","","About the soup","","Soup"
"麺について","","About Noodles","","Noodles"
"調味料について","","About Seasonings","","Seasoning"
"油について","","About Oil","","Oil"
"スープについてかな。けど、貴音がいつも通り
ラーメンを楽しむだけでも、魅力は伝わるぞ","","I guess it's about the soup...but as usual with Takane...
Just enjoy the ramen and you'll see the appeal!","","I wonder if it's about the soup. But just by enjoying
ramen as usual, you can tell how attractive they are!"
"すーぷ……！　さすがです、プロデューサー。
私も魅力の要は、すーぷにあるのでは、と……","","Supu......! As expected of Producer.
I also think that the key to the attraction is in the soop. ......","","Whew! That's our producer for you.
Maybe the whole point of my charm lies in that suuupe too, huh..."
"ふふっ、何か掴めた気がいたします。
らーめんの奥深き魅力、存分にれぽーといたします！","","Phew, I think I'm on to something.
We hope you will enjoy the deep appeal of ramen!","","Haha, I feel like we've learned something.
I'm going to take in the beauty of ramen!"
"このすーぷ……ぱんちのある豚骨の味を残しながら、
柚子の風味が、後味を爽やかに演出しています……！","","While retaining the taste of pork bone with this Supu......panchi,
The yuzu flavor gives it a refreshing aftertaste. ......","","The flavor of the yuzu leaves a refreshing
aftertaste as it retains this suuupe... and pork bone!"
"（貴音のスープへのこだわりが満ちた食レポは、
周りのお客さんも共感して大盛況に終わった！）","","(For a food report filled with Takayoshi's obsession with soup, see,
(The crowd around us shared in the success of the event!)","","(The food repo was filled with your obsession for soup,
and the customers all sympathized. It ended in success!)"
"（更に貴音が、すごい量のラーメンをおいしそうに
平らげたおかげで、店も番組も大好評だった！）","","(Furthermore, Takane was eating a huge amount of ramen noodles, looking delicious.
(Thanks to the flattening, the store and the show were a big hit!)","","(And thanks to Takane's amazing amount of ramen,
the restaurant and TV show were very popular!)"
"まずは麺じゃないか？　それぞれ好みも違うしな。
貴音の好みもあるだろう？","","First of all, noodles, right? We all have different tastes.
You have your preferences, don't you?","","Let's start with the noodles, shall we? They all have different tastes.
You have your own preferences, don't you?"
"確かに麺もまた奥深きもの……。
プロデューサーは真、慧眼をお持ちで……","","Indeed, noodles are also a profound .......
Producer is true, with a keen eye: ......","","It's true that noodles are also a deep dish...
Producer has a keen eye..."
"畏まりました。
麺を中心に、良き食れぽをお届けいたしましょう","","Awe.
Let's bring you a good food report with a focus on noodles!","","Understood.
I'll bring you some good food, mostly noodles."
"太麺細麺ちぢれ麺、ゆで方も様々……。
このらーめんにはこの細麺が合うかと","","Thick noodles thin noodles curly noodles, boiled in various ways. ......
I thought these thin noodles would go well with this ramen.","","Thick noodles, thin and cured. There are also various ways to boil them...
I thought these noodles would go well with this ramen."
"（貴音の麺についての食レポは的確で、
周りのお客さんも頷き、番組も好評だった！）","","(The food report on the noodles by Takane is accurate,
(The audience around me nodded their heads and the show was well received!)","","(Takane's food was accurate, the customers around us
nodded in agreement and our show got a lot of reviews!)"
"うーん、そうだな、悩ましいが……。
調味料なんてどうだ？","","Hmmm, yes, it's troubling, but see .......
How about some seasoning?","","Hmm, that's troubling...
How about some seasonings?"
"このらーめん……醤油の旨味が立っています。
かえしに使われているのは、おそらくたまり醤油……","","The flavor of this ramen ...... soy sauce stands out.
The soy sauce used for kaeshi is probably tamari soy sauce: ......","","This ramen... It has the flavor of soy sauce.
The soy-sauce they're using in return is probably..."
"（貴音は頑張ってくれたが、店側のこだわりは
別のところにあり、あまり盛り上がらなかった……）","","(Takane did his best, but the store's commitment to
(It was in a different place and not very exciting: ......)","","(Takane did her best, but the store's fixation on
something else kept it from getting too heated...)"
"意外と話題にならないが、
ラーメンにかかせない油なんてどうだ？","","Surprisingly, though, it's not talked about,
How about the oil that is essential for ramen?","","It's not a big deal, but what
about oil that can be used for ramen?"
"ん、こちらのらーめんの油は鶏油ですね。
こってりとしつつもらーどよりはあっさりとして……","","Hmm, the oil in this ramen is chicken oil.
It's rich, but lighter than the traditional ......","","Hmm, the oil in this ramen is chicken fat.
It's thicker, but it feels lighter than the ladle..."
"（貴音は頑張ってくれたけれど、油はマニアック
過ぎたのか、話題も広がらなかった……）","","(Takane did a great job, but the oil is maniacal.
(It was too much, and the topic didn't spread: ......)","","(Takane did her best, but the oil must have
been too much for them to talk about...)"
"（今回の仕事は成功だ！）","","(This job was a success!)","","(This job was a success!)"
"（今回の仕事は失敗だ。次こそは！）","","（This job was a mistake...next time!)","","(This job didn't go well,
Let's try again next time!)"
"（番組の企画で、貴音はレポーターとして
プラネタリウムについて話すことになった）","","(In the program's project, Takane was a reporter.
(We're supposed to talk about planetariums.)","","(Takane will be talking about the
planetarium as a reporter.)"
"貴音は天体観測が好きだったよな。
プラネタリウムにも、興味はあるのか？","","Takane liked astronomical observation, didn't he?
Are you interested in the planetarium, too?","","Takane loved stargazing.
Are you interested in the planetarium, too?"
"はい、素晴らしき星空を眺めることができる、
夢のように美しき場所です","","Yes, you can view the wonderful starry sky,
It's a dreamy, beautiful place.","","Yes, it's a place where you can
gaze out at the beautiful stars."
"いつもは、ただ空を眺めるばかりですが、
ここでは月や星々の営みを知ることができる……","","Usually, I just look at the sky,
Here you can learn about the moon and the workings of the stars: ......","","Normally, we're just looking at the sky. But
here you can see what moon and stars are doing..."
"人の文化は、空を彩るまばゆいばかりの星々まで
映しとれるようになったのですね……","","The culture of man is even the dazzling stars that color the sky.
You can now project it. ......","","The human culture is able to see even the
brightest stars that fill this sky..."
"ああ、気持ちはわかるぞ。
その勢いで、レポートを頑張ろうか","","Yeah, I know the feeling.
Let's keep that momentum going and work on the report.","","Yeah, I know how you feel.
Let's do our best with that report."
"そうですね。ですが……美しき夜空の
なにを話せば良いでしょうか……？","","Yes, but ...... beautiful night sky.
What can I tell you about ......?","","That's true. But...what should we talk
about in the beautiful night sky?"
"月や星々、あまたの惑星、それにはっきりとは見えぬ
さまざまな光まで、伝えたい事ばかりで……","","The moon, the stars, the many planets, and the indistinct
All the things I want to tell you, even the various lights. ......","","The moon, the stars and planets...and even
all sorts of lights I can't see clearly."
"なら、伝えるものを絞って考えたらどうだ？
たとえば……","","So why don't you think about narrowing down what you're communicating?","","Then why don't you think about what to say?
For example..."
"月","","month","","Tsuki"
"星","","star","","Hoshi"
"地球","","the globe","","Earth"
"太陽","","solar","","Taiyou"
"そうだな、月に注目するのはどうだ？
月は昔から歌や物語の題材にと、大人気だろ","","Yeah, how about we focus on the moon?
The moon has always been a very popular subject for songs and stories.","","Let's see, how about we focus on the moon?
The moon's always been the subject of songs and stories."
"月、ですか……ええ、妙案かと。
月は地球から一番近い天体ですが、謎の多き星","","Moon, is it? ...... Yeah, I thought it was a strange idea.
The Moon is the closest celestial body to the Earth, but it is a star of many mysteries","","The moon, huh? That's a good idea.
The moon is the closest object to earth, but it's a mysterious star."
"それに……プロデューサーの仰るとおり、人々を
惹きつけてやまない存在です。私も、然り……","","And as ...... producer says, people
They are fascinating, and so am I. ......","","And, just as Producer said... I'm also
an irresistible person who attracts people."
"そうか、貴音も興味があるなら話しやすいだろう。
貴音の思う、月の魅力を存分に話してくれ！","","Well, it would be easier to talk to Takane if he is interested.
Tell us what you think of the moon's charms!","","I see. If Takane's interested, it should be easy for her to talk about this with me too...
I want you to tell me everything about the moon that Takane thinks it is!"
"私にとっても大切な月。月は一番近い存在ですが、
月の裏側は、地球からは決して見えないのです……","","The moon is important to me as well, although it is the closest thing I have to a moon,
The far side of the moon is never visible from Earth. ......","","The moon is precious to me. It's the closest thing I have,
but you can never see what lies behind it from Earth..."
"（貴音のプラネタリウム企画は、月の神秘的な魅力も
気持ちを込めて語り、高視聴率を記録した！）","","(Takine's planetarium project is also a mystical attraction of the moon.
(Spoken with feeling, and highly rated!)","","(Takane's plan for the planetarium was to talk
about how mysterious it is, and record high views!)"
"たくさんの星とかどうだろう？
プラネタリウムと言えば、星ってイメージがあるしな！","","How about lots of stars or something?
And when I think of planetariums, I think of stars!","","What about lots of stars?
The planetarium's like a star!"
"真、天空にはあまたの星々が輝いております。
語ることは尽きぬでしょう","","True, there are many stars shining in the sky.
There will be endless stories to tell.","","The stars shine brightly in the heavens.
There's no end to the things you can say."
"ああ。貴音が天体観測で身につけた知識も
一緒に話すといいぞ！","","Ah, and the knowledge that Takane has acquired through astronomical observation.
You can talk to them together!","","That's right. You should share with us the
knowledge you acquired through stargazing!"
"空を彩る美しき星空を見ながら、
皆様にも楽しんでいただけるよう励みます","","While watching the beautiful stars coloring the sky,
I will try my best to make it enjoyable for everyone.","","I'll do my best to make sure
everyone enjoys the beautiful sky."
"（貴音が語る星々の話は、天文学に即した話題や
神話にも及び、スタジオのみんなにも好評だった！）","","(The stars that Takane talks about are topics that are in line with astronomy and
(It spanned mythology and was well received by everyone in the studio!)","","(The stories of the stars that Takane told were popular with everyone
in her studio, even astronomy-related topics and myths!)"
"あえて地球を語ってみたらどうだろう？","","Dare we speak of the earth?","","Why don't you try talking about Earth?"
"地球、ですか……？　確かに地球も惑星ですが……。
プロデューサーがそう仰るのなら……","","Earth, is it ......? Sure, Earth is a planet, too, but .......
If that's what Producer says: ......","","Earth, you say...? It's true that the earth is a planet too.
If Producer says so..."
"（貴音は地球の事を丁寧に紹介したが、
話したい事も多く、時間切れになってしまった……）","","(Although Takane introduced the earth politely,
We have so much to talk about, and we're running out of time (......).","","(Takane carefully introduced us to Earth, but we ran out of time
because there were so many things that needed talking...)"
"太陽はどうだろう？
地球にとっては大事なものだしな！","","What about the sun?
And it's important to the planet!","","What about the sun?
It's important to Earth!"
"地球にとってはとても大切なものですが……今回の
ぷろぐらむに太陽は入っていないようでしたが……","","It is very important for the earth. ...... this time.
The sun didn't seem to be in the plogrum, but ......","","It's very important to Earth, but... The
sun did not appear in this fluctlight."
"（貴音は太陽の魅力を語ったが、実際のプログラムと
ちぐはぐな内容のため、うまく話せなかった……）","","(Takane spoke of the charms of the sun, but the actual program and
(I couldn't speak well because of the chiguaristic content: ......)","","(Takane told me about the sun's charm, but it was so different
from her actual programming that I couldn't speak properly...)"
"今回の仕事は旅番組か。
古都巡りなんて、貴音にぴったりの仕事だな！","","So this job is a travel show.
Touring the ancient cities is a perfect job for Takane!","","So this is a travel show, huh?
Going on a tour of the old capital is perfect for you!"
"はい、古都巡りの仕事、真、喜ばしきことです……。
どの季節に来ても、趣深き場所ですから","","Yes, the work of touring the ancient city, true, is a delight. ......
It is an atmospheric place no matter what time of year you come.","","Yes, I'm happy to be working in the old capital...
No matter the season, it's always a place of many wonders."
"そうだな。しかも、企画で回るルートは、
貴音が決めていいそうだぞ！","","Yes, and the route that goes around in the project,
You're allowed to decide, precious!","","That's right. And it seems you can decide
which route to take for the project!"
"ありがたいことです……。
……ですが、古都だからこそ悩ましく感じております","","Thank you. .......
......, but I find it troubling because it is an ancient city!","","Thank goodness...
...However, it's precisely because this is an old city that I feel so troubled."
"魅力的な史跡、寺院、食事処……。
真、たくさんで……どこを紹介すべきか、と……","","Attractive historic sites, temples, and dining options. ......
True, a lot of ...... where should I refer you, and ......","","Charming historic sites, temples and restaurants...
There's so many of them... I wonder where we should introduce her to."
"そうか……確かにそうだな。
どこもかしこも見どころ満載だからな","","Well, ...... sure you do.
There's plenty to see and do everywhere.","","I see... That's certainly true.
There's so much to see everywhere."
"はい、今回はとても有名な古都ですから、
とても選びきれず……","","Yes, because this time it is a very famous ancient city,
I couldn't choose very many ......","","Yes, it's a very famous old
city. I can hardly choose one..."
"プロデューサー、お知恵をお借りすることは
できますでしょうか？","","Producers, your wisdom is appreciated.
Can you do it?","","Would you be willing to lend
us a hand, producer?"
"ああ、分かった。貴音の古都めぐりの企画に
ぴったりなのは……","","Oh, I get it, I'm planning a tour of the ancient capital of Takine.
The perfect fit is ......","","Yeah, I get it. The perfect plan for your
tour of the Ancient Capitals is..."
"大仏","","large statue of Buddha","","Daibutsu"
"老舗の食事処","","Long-established restaurant","","Restaurants with long-established restaurants"
"広大な公園","","Extensive park","","Vast parks"
"寺院","","temple","","Temple"
"大仏かな。大仏を巡るルートなんてどうだ？
有名な大仏を中心に、ルートを考えるんだ","","How about a route around the Big Buddha?
We'll plan our route around the famous Big Buddha.","","Great Buddha, I guess. How about a route around the great buddha?
Think of a route around the famous Great Buddha."
"大仏は、人々の幸福を願って作られたと聞きます。
そこを中心に古都を巡るのは、とても良き案かと","","We are told that the Daibutsu was created to wish people happiness.
I think it is a very good idea to tour the old city around there.","","I've heard that the Great Buddha was made in hopes of making people happy.
I think it'd be a good idea to go around the old capital, mainly in that area"
"ああ。それに、貴音の落ち着いた雰囲気や
声にもぴったりだと思うぞ","","Oh, and the calm atmosphere of the noble tone and the
I think you'd fit right in with the voice.","","Yeah. And I think it's perfect for your
calm demeanor and tone of voice, too!"
"ふふっ、私が大仏にぴったり？
真、光栄なことです","","Hmmm, am I the perfect fit for the Big Buddha?
True, it is an honor.","","Hehe, I'm perfect for the Great Buddha?
It's truly an honor to meet you."
"それでは、大仏に恥じぬようしっかりと準備して、
企画に取り組もうと思います","","Now then, prepare well to be ashamed of the great Buddha,
I will work on the project.","","Now then, I'd like to make sure the Great Buddha is
well prepared so that we can work on this project."
"（貴音は大仏を丁寧に案内した。彼女の知識や、
ミステリアスな雰囲気もマッチして好評だった！）","","(Takane carefully guided me to the Big Buddha, her knowledge and,
(The mysterious atmosphere matched and was well received!)","","(Takane carefully showed the Great Buddha around. Her knowledge
and mysterious atmosphere matched hers, so it was a hit!)"
"（視聴率もよく、この企画を見た別番組からの
オファーがあって、仕事の幅が広がったぞ！）","","(The ratings were good, and from another program that saw this project.
(You've got an offer, and you've got more work to do!)","","(The ratings are good, and I got an offer from a
different show that saw this project. My workload has expanded!)"
"食事処……老舗の食事処なんてどうだ？
有名な観光名所は、よく紹介されているしな！","","How about a restaurant ...... an old established restaurant?
And famous tourist attractions are well represented!","","A restaurant... How about a long-established one?
I've been introduced to famous tourist spots!"
"食事処……。
古都の紹介になるのでしょうか……？","","Dining: .......
Would this be an introduction to the ancient city ......?","","A place to eat...
Is this going to be an introduction for the old capital?"
"ああ、伝統的な味と古都の魅力に
触れられるような食事処を紹介していこう！","","Oh, for traditional flavors and the charm of an ancient city.
Let me introduce you to some of the places to eat where you can get in touch with them!","","Yeah, let's introduce you to a place that has
both traditional flavor and the charm of Old City!"
"なるほど……器や景色、伝統の味と
古都ならではの魅力を兼ね備えた場所を……","","I see. ...... with vessels, scenery, and traditional flavors.
A place that combines the unique charm of an ancient city. ......","","I see... It's a place that has both the
beauty and taste of an ancient city."
"（伝統の味はもちろん、そこで作られた器や、
店からの景色など穴場の食事処を巡った）","","(Not only the traditional taste, but also the dishes made there,
(We toured hole-in-the-wall eateries, including the view from the restaurant.)","","(Of course, the taste was traditional. We went around to various places where
we could eat and see scenery from shops that had been made there as well...)"
"（結果、いつもと少し違った切り口の紹介が好評で、
制作陣からも次もお願いしたいと言われたぞ！）","","(As a result, the introduction of a slightly different approach was well received,
(The production team even asked me to do the next one for them!)","","(As a result, the production crew was very pleased with your
unusual introduction. They wanted to ask you for help again!)"
"公園かな？　古都には大きな公園があるよな。
そういうのはどうだ？","","Parks? There are big parks in the old city, aren't there?
How about that?","","A park, maybe? There's a big one in the old capital.
How about that?"
"公園……ですか？　そうですね。公園には
歴史も詰まっておりますので、あるいは……","","Is the park ......? Yes, the park has a
It is also full of history, or you can visit ......","","The park...? Let's see. It has a lot of history
in it, so maybe I should go to the one that said-"
"ああ、その魅力を届けるのもいいと思うぞ！","","Yeah, I think you could deliver that charm!","","Yeah, I think it's a good idea to bring her charm!"
"（貴音は公園の歴史を頑張って紹介したが、
公園の数自体が少なく、撮れ高を稼げなかった……）","","(Takane did his best to introduce the history of the park, though,
(The number of parks themselves were small and did not make up for the number of shots taken. ......)","","(Takane did her best to introduce the park's history, but there
were only a few parks in it and she couldn't make any money...)"
"寺院だな。たくさんの寺院がある。
そこから選ぶのがいいんじゃないか？","","Temples...lots of temples.
That's where you'd have to choose from.","","It's a temple. There are lots of temples here, too...
I think that's a good choice."
"古都には歴史が深く、多くの寺院があります。
ですが……それだけでいいのでしょうか……？","","The ancient city has a rich history and many temples.
But is ...... that all you need ......?","","The old capital has a long history and many temples.
But... is that really all you want?"
"（貴音は様々な寺院の紹介をしたが、視聴者に伝える
ポイントに悩み、トークが広がらなかった……）","","(Takane introduced various temples, but tells viewers
(I had trouble with the points and the talk did not expand ......)","","(Takane introduced us to a number of temples, but
we couldn't find the right place for her talk...)"
