"うーん、どうやったら楽をして
仕事やレッスンをこなせるのかな～","","Hmmm, how can I make it easy for you.
I don't know if I can handle the work, the lessons...","","Hmm... I wonder how we'll be able to get through
work and lessons without any trouble.",""
"（あれ……、この声は……）","","(That one is ......, this voice is ......)","","(Huh? That voice...)",""
"ただ単純にサボるんじゃダメなんだ。
楽してアイドル、これが大事だと思うんだよね～","","It's not enough to simply slack off.
Idolizing for fun, I think this is what's important!","","I can't just slack off.
Relax, idol. I think this is important~",""
"あはっ☆
楽してアイドル、ミキもいいって思うな","","ahaha*
Don't think that Miki is a good idol for fun.","","Aha!☆
Relax, Miki. I think it's nice to be an idol!",""
"（杏と……美希、か？）","","(Anzu and ...... Miki, huh?)","","(Anzu... and Miki?)",""
"そうだよね、美希ちゃん！　いやぁ～、ルミナスにも
同士がいてくれてよかったよ～","","That's right, Miki! Oh no, not even for Luminous!
I'm glad you have company!","","Isn't that right, Miki-chan?! Man  I was
so glad we had each other in Luminous too.",""
"ミキ、自然体がいちばんいいって思うの☆","","Miki, I think it's best to be natural.","","Miki, I think it's best to act natural.☆",""
"だから、もし眠くなったら
寝ちゃうのがいいと思うな……あふぅ","","So if you get sleepy.
Don't think you should go to sleep. ......","","So if you get sleepy, I think it'd
be best to fall asleep... Ahh.",""
"なるほど～。美希ちゃんのそういう考え方、
すごくいいと思うよ……ふあぁ","","I see~, Miki's way of thinking,
I think it's very nice. ...... fuh","","I see. I think Miki-chan's way of thinking
is really good... Fuaahh, haha!",""
"うんうん……こんなポカポカ天気な午後は
寝るに限るよね……すぅ……","","Yeah yeah yeah ...... on such a chilly afternoon.
You need to go to bed. ...... soooo ......","","Yeah, yeah... It's nice to sleep in this warm
weather on a sunny afternoon like today.",""
"そうなの……ミキも……
おやすみなさい、なの……","","So does ...... Miki ......
Good night, Nana's ......","","That's right... Miki, too.
Good night...",""
"あら？　……もう、美希も杏も、
こんな時間からだらだらしちゃって……","","Oh? ...... already, both Miki and Anzu,
I've been slacking at this hour: ......","","Oh? ...Geez, Miki and Anzu
are so lazy at this hour...",""
"プロデューサー！　プロデューサーからも、
なにか言ってもらえませんか？","","Producer! From Producer too,
Can you say something?","","Hey, producer! Can you
say anything for me?",""
"（ん……？　この声は律子、か……？）","","(hmm ......? This voice is Ritsuko, or ......?)","","(Hm...? That voice is Ritsuko's, huh.)",""
"って、プロデューサーまで！
もう、昼寝をするなら、休憩時間にしてくださいよ！","","I mean, even Producer!
If you're going to take a nap now, make it a break time!","","Hey, even Producer!
If you're going to take a nap, please do it during your break!",""
"うわっ！？　って、律子。
す、すまん……うたた寝していたようだ","","Wow! And Ritsuko.
Sorry, I guess I was napping ......","","Whoa!? Wait, Ritsuko.
S-Sorry... Looks like I dozed off.",""
"そ、それで、どうしたんだ？","","So, what's up with that?","","S-So, what's going on?",""
"杏と美希が昼寝をしているので、
起こしてもらえませんか？","","Since Anzu and Miki are taking a nap,
Can you please wake me up?","","Anzu and Miki are taking a
nap, so could you wake them up?",""
"ふたりとも、
このあとレッスンなんですよ","","Both of you,
I have a lesson after this.","","The two of you have
lessons after this.",""
"ああ、そういえば、そうだったな……","","Oh, that reminds me: ......","","Oh yeah, that's right...",""
"すっかり寝ている……。
おーい、ふたりとも起きろー","","He is completely asleep. ......
Hey, you two, get up!","","She's completely asleep...
Hey, wake up you two!",""
"プロデューサー。
そんな小さな声じゃ起きないと思いますよ","","
I don't think it's going to happen with such a small voice.","","Producer.
I don't think she will wake up with such a small voice.",""
"はぁ、仕方ないわね……。
美希、杏！　起きなさーいっ！","","Huh, I don't blame you. ......
Miki, Anzu, wake up!","","*sigh* I guess it can't be helped...
Miki, Anzu! Wake up!!",""
"うーん……あ、あれ……？
さっきまで、ここにあった飴玉は……","","Hmmm ...... Oh, that ......?
The candy bar that was here just a few minutes ago: ......","","Hmm... Huh?
The candy that was here just a moment ago...",""
"……あれ？
いちごババロア、まだ食べてなかったのに……","","...... Huh?
Strawberry Bavarois, even though I hadn't had it yet: ......","","...Huh?
I haven't even had a strawberry baroa yet...",""
"ふたりとも、目が覚めたみたいね。
そろそろレッスンの時間じゃないかしら","","I guess we're both awake now.
Maybe it's time for a lesson.","","Looks like you're both awake.
Isn't it time for lessons?",""
"ふあぁ、本当だ……
ちょっと、行ってくるよ～","","Huh, it's true: ......
Hey, I'm going to go~!","","*yawn* You're right...
I'm off for a bit.",""
"杏……ミキも、一緒に行くの～","","Anne...... Miki is going with you~!","","Anzu... Miki, you're coming with us~",""
"（なんだかんだ言って、ちゃんと
レッスンはするんだよな、杏たちは）","","(What's up with that? I'm sure you'll get it right.
(We do lessons, don't we, apricots?)","","(No matter what you say, Anzu and the
others have to take proper lessons.)",""
"プロデューサー、私も一緒に行きますね。
ふたりともー、ちょっと待ちなさーい！","","Producer, I'll go with you.
Wait a minute, both of you!","","I'll go with you, producer.
Hold it right there, you two!",""
"（さて……俺も、仕事を再開するか……！）","","(Well, ......, I'd better get back to work, too. ......!)","","(Now then... I should get back to work too!)",""
"（おや？　あそこにいるのは真たちか。
雑誌を見ながら、話しているな……）","","(Oh? Is that the true group over there?
(You're looking at a magazine and talking to me. ......)","","(Oh, it's Mami and the others over there.
She's talking while looking at a magazine...)",""
"このページの甘味処……何度か行ったことが
あります。この前食べたクリームあんみつ……","","I've been to the sweet shop on this page ...... several times.
Yes, I had cream anmitsu the other day: ......","","I've been to this page many times before.
The cream anmitsu we ate the other day...",""
"あんこと濃厚なバニラアイスが、フルーツと
合わさって……大変、美味しかったです","","Anko (red bean paste) and rich vanilla ice cream are combined with fruit and
The combination was ...... very, very tasty!","","The thick vanilla ice cream paired with
the fruit... It was really delicious.",""
"ここ、ボクも雪歩たちと一緒に行ったことあるよ！
くぅ～、あのクリームあんみつ、最高だよね！","","I've been to this place with snowflakes!
Kuh~, that cream anmitsu is the best, isn't it?","","I've been to this place with Yukiyori and the others before!
Ugh, those cream anmitsu are the best!",""
"ふたりを虜にするあんみつ、食べてみたいわ。
良かったら、今度みんなで行きましょうか","","I'd love to try the anmitsu that captivates you both.
If you like, we can all go together sometime.","","I want to try the anmitsu that captivates them.
If you'd like, we can all go together sometime.",""
"みんなお疲れ様。
なんだか、美味しそうな話をしてるな","","Thanks everyone for your hard work.
What a delicious story.","","Good work, everyone.
Sounds like you're having a delicious conversation.",""
"はい、甘味について話していました。
雑誌に特集が載っていたので","","Yes, we were talking about sweetness.
I saw the feature in the magazine.","","Yes, we were talking about the sweetness.
There was a feature in the magazine",""
"見てください、このお店なんですけど……ボクも
紬も、ここのクリームあんみつがお気に入りで！","","Look at this store ...... me too!
Tsumugi also likes the cream anmitsu here!","","Look at this shop... Tsumugi and I
both like the cream anmitsu here!",""
"へぇ……なるほど、美味しそうだな。
けど、すごい人気のため行列必至って書いてあるな","","Heh, ...... I see, that sounds delicious.
But it says there's a line out the door because it's so popular.","","Wow... I see, that looks delicious.
But it's really popular, so the line must be decided.",""
"お店が有名になってしまうと、
逆に食べられる機会も少なくなってしまいますよね","","If the store becomes famous,
On the other hand, you'll have less chance to eat it.","","If the cafe becomes famous, we won't
have many chances to eat them.",""
"あの……実はこのお店、夕方ごろは
比較的空いていて、入りやすいんです","","That ...... is actually this store around the evening.
It's relatively empty and easy to get in.","","Um... Actually, this cafe is relatively empty in the
evening. It's easy to get inside from here on out!",""
"へ～、そうなんだ！　じゃあ、その時間なら
みんなで行けるね！","","Heh, I see! Well, if it's that time of day, then...
We can all go together!","","Oh, really? Then we can
all go there together!",""
"そうだ、せっかくだから
プロデューサーさんもご一緒にどうですか？","","Yes, since we're at it.
Would you like to join us, producer?","","Oh, by the way. Would
you like to join us?",""
"誘ってくれるのは嬉しいけど、こういう感じの
お店って、ひとりでは入りづらいというか……","","I'm glad you're asking me out, but this is the kind of thing I'm looking for.
It's hard to go into a store alone, or ......","","I'm glad you invited me, but it would be hard
to go into a place like this alone...",""
"だから、ボクたちと一緒に行こうって
言ってるんです！　それなら、問題ないですよね？","","That's why he wanted to come with us.
I'm telling you! Then it's not a problem, right?","","That's why I said we should come with you!
So that shouldn't be a problem, right?",""
"プロデューサーは、もしかして私たちと一緒には
行きたくない、ということでしょうか……","","Producer may not be with us.
Do you mean you don't want to go to ......","","Maybe Producer doesn't
want to go with us...",""
"い、いや、そういうわけじゃないぞ。
わかった、一緒に行こう！","","No, no, that's not what I'm saying.
All right, I'll go with you!","","N-No, that's not it.
Okay, let's go together!",""
"よかった♪
それじゃあ、いつにするか決めましょうか","","Good...
Well, then, let's decide when.","","That's good.♪
Well then, let's decide when.",""
"へへっ！　やーりぃ！　みんなで、絶品あんみつを
食べに行くの、今から楽しみだなぁ～","","Yay! We're all going to have a great anmitsu!
I'm looking forward to going out to eat!","","Heheh! I can't wait to go eat some
delicious anmitsu with everyone, n.",""
"プロデューサーさんっ。
ちゃんと予定、空けておいてくださいね♪","","Hey, producer!
Please keep your schedule open.","","Mr. Producer!
Please make sure to leave your schedule open.♪",""
"（美嘉がメイク道具や雑誌を広げて、
何かの準備をしているみたいだが……）","","(Mika spread out makeup tools and magazines,
(Looks like they're getting ready for something. ......)","","(Mika's spreading out makeup tools
and magazines, preparing something...)",""
"それじゃあ、第１回カリスマＪＫ講座、
始めるよー★","","Well then, the first charismatic JK course,
Let's begin!","","Now then, let's begin the
first charismatic JK lecture.★",""
"春香ちゃんも凛世ちゃんも磨きがいが
ありそうだから、めっちゃ楽しみ♪","","Haruka and Rinyo both have a lot of polish.
I'm so excited because it looks like it could be...","","I'm really looking forward to seeing how
much you and Haruka-chan will improve.♪",""
"ご指導……
よろしく……お願いいたします……","","Your guidance: ......
Best regards ...... please ......","","Your guidance...?
I'm looking forward to working with you...",""
"お願いしまーす！
それで、どんなことを教えてくれるの？","","Please do!
So, what can you tell me about it?","","I'm counting on you!
So, what can you tell me?",""
"まずは基本的なところで、
メイクなんかどうかな？","","Let's start with the basics,
How about something like makeup?","","First of all, let's
start with makeup.",""
"わぁ、助かるよ～！　メイクって、自分で
ちゃんとやろうとすると、けっこう難しくって……","","Wow, that's a big help! Makeup is something I can do on my own.
It's quite difficult to do it right. ......","","Wow, that's a big help! Makeup is really
hard when you try to do it yourself...",""
"そうだね、例えばリップだけど……ふたりなら
ピンク系を使うと顔色が明るく見えると思うよ♪","","Yes, for example, it's a lip, but if it's a ...... couple...
I think pinkish colors will make your complexion look brighter.","","Let's see. For example, lip balm... I think the pink color would make your
complexion look brighter if you used it with just two people on board.♪",""
"春香ちゃんに合わせるなら、これかな！
凛世ちゃんは、もう少し薄めで……こっちの色だね♪","","If I were to match Haruka, this would be the one!
Rinyo is a little lighter and ...... this color.","","If I'm going to match Haruka-chan, this should be it!
Rinze-chan, you need to be a little more light... This color here is good for your taste in teasing. I'll take that as an example of just how much it costs me on the outside ♪",""
"それじゃ、さっそく塗ってみよっか★","","Let's start painting.","","Well then, let's put it on right away.★",""
"わあっ♪
なんか、すごく印象が変わった感じがするよ！","","Wow...
I feel like I'm getting a really different impression of you!","","Wow!♪
I feel like you've changed a lot!",""
"はい……
大変……華やかに……","","
Very ...... glamorously ......","","Yes 
It's so...gorgeous.",""
"ですが……少々……
気恥ずかしく……","","But ...... a little ......
Embarrassingly ......","","But...it's a little.
Embarrassing...",""
"ふたりとも、すっごく似合ってるって♪
じゃあ、次はアイシャドウ選びかな","","They both look great together.
Okay, next, I guess I'll choose an eyeshadow.","","You two look really good together.♪
Next up, I'll pick an eye shadow.",""
"まずは、凛世ちゃんからいってみよっか","","Let's start with Rinyo.","","Let's start with Rinze-chan.",""
"よろしく……
お願いいたします……","","Best regards ......
Please ......","","I'm counting on you...
I'm begging you...",""
"アイメイクっていったら、
やっぱグラデーションが大事だよね！","","When it comes to eye makeup,
I knew the gradation was important!","","When it comes to eye makeup,
gradients really are important!",""
"ベースカラーはこれかな。
仕上げはラメでアクセントを入れて……","","I think this is the base color.
Finish with lame accents: ......","","I wonder if this is the base color.
The finishing touches are lame and accented...",""
"最後に、凛世ちゃんの雰囲気に合わせて……と。
よし、こんな感じかな♪","","Finally, to match Rinyo's mood, ...... and.
Okay, I guess it goes something like this... ♪","","And finally, to match Rinze-chan's mood...
Okay, that should do it.♪",""
"なんと……カラフルな……","","What a ...... colorful ......","","How... colorful.",""
"これが……ＪＫの道……","","This is the way of ......JK ......","","This is... the path of JK.",""
"美嘉ちゃん、すごいなぁ～。
私ももっと頑張らないと……","","Mika, you are amazing!
I need to work harder too: ......","","Mika-chan, you're amazing.
I need to work harder, too...",""
"けど、ＪＫって大変だよね。
朝とか、すごく時間かかっちゃいそう……","","But it's tough being a JK.
It would take so much time, like in the morning. ......","","But it's tough being a JK.
It's going to take a lot of time in the morning...",""
"いやいや！　ふたりとも既にＪＫだから！","","No, no, no! Both of them are already JKs!","","No, no! We're both JKs now.",""
"あはは、そうだったね。でもやっぱり、
今の私にはちょっと難しいかも、な～んて……","","Haha, yes, but I knew it,
It might be a little difficult for me right now, nah. ......","","Haha, that's true. But it might be a
little hard for me to do right now...",""
"そんなことないって！　二人とも、すっごく可愛いん
だから、もうちょっとアタシと頑張ってみようよ！","","No, they're both so cute!
So let's try a little harder with Atashi!","","That's not true! You two are really cute, so
try to hang in there with me a little longer.",""
"ビシッと自分磨きして、プロデューサーや
みんなをあっと驚かせてあげようよ★","","Polish yourself up and get Producer or
Let's surprise everyone!","","Let's polish ourselves up and surprise
Producer, everyone.★",""
"……うんっ！　せっかく美嘉ちゃんが教えて
くれてるんだし、もう少し頑張ってみる！","","...... Yes! Mika-chan taught me all this.
They're giving it to me, and I'm going to try a little harder!","","...Yeah! Since Mika-chan's teaching me,
I might as well give it my best shot.",""
"ふふ……
では……凛世も……","","Hmmm... ......
Then ...... Rinze also ......","","Heheh...
Then... Rinze, too.",""
"カリスマＪＫに……","","To Charisma JK: ......","","A charismatic JK...",""
"（アイドルたるもの世の女の子の憧れじゃないとな。
ふたりとも、頑張れ……）","","(As an idol, you must be admired by the girls of the world.
Good luck to both of you (......)","","(The idols of the world have to admire them.
Good luck, you two...)",""
"（ふむ……どうやら、またしても、
ウサミン星の話で盛り上がっているようだ）","","(Hmmm ...... apparently, again,
(They seem to be having a lot of fun talking about the planet Usamin.)","","(Hmm... It looks like they're talking
about Planet Usamin again.)",""
"菜々さんっ！　ウサミン星って
どうやって行くんですか？","","Nana! What's the Usaminster?
How do you get there?","","Nana-san! How do you
get to the planet Usamin?",""
"えっ！？　やよいちゃん、
急にどうしたんですかっ！！","","Eh? Yayoi,
What's going on all of a sudden?","","Huh!? Yayoi-chan, what's gotten
into you all of a sudden!!",""
"実は……前からウサミン星に行ってみたいなーって。
それで、探索ツアーがしたいって思ったんです！","","Actually, I've been wanting to visit the Usaminster since before .......
So I decided I wanted to do an exploratory tour!","","Actually... I've always wanted to go visit Usamin.
That's why I wanted to go on a exploration tour!",""
"え、えっとですね、ウサミン星はですね……
うぅ、何て言えばいいんでしょうか……","","Well, let's see, the planet Usamin is... ......
Ugh, what can I say ......","","U-Umm, you see...
Ugh, what should I say...",""
"あのね、やよいちゃん。
ウサミン星に行くためには、準備が必要なの","","You know, Yayoi.
I need to get ready to go to the planet Usamin.","","Hey, Yayoi-chan.
To get to usamin, we need preparations.",""
"ほら、外国に行くときだって
パスポートとか、色々と用意するでしょ？","","You know, even when you go abroad.
You'd have to get passports and all that, right?","","You get passports and stuff
when you go abroad, right?",""
"だから、ウサミン星の準備が終わるのを
待ちましょう♪","","So, we need to finish preparing the Usaminster.
Let's wait and see♪","","So let's wait for Planet
Usamin to finish its preparations.♪",""
"そ……そうなんですっ！
だから、ツアーは、またの機会に……！","","So ...... that's why!
So, the tour will be available again at ......!","","Th-That's right!
That's why, the tour will have to wait until next time...!",""
"そうだったんですね！
それじゃあ、準備が終わるのを待ちます！","","So it was!
Then I'll wait for the preparation to be finished!","","So that's how it is!
Well then, I'll wait for you to finish your preparations!",""
"でも、ツアーができなくて
ちょっぴり残念です……","","But I couldn't make the tour.
I'm a little disappointed: ......","","It's kind of a shame that
we can't go on tour...",""
"それじゃあ、ウサミン星の代わりに
ピクニックに行きましょうか","","Well then, instead of the planet Usamin.
Shall we go for a picnic?","","Well then, let's go on a picnic
instead of Planet Usamin.",""
"お弁当とおやつを持って行けば、
ちょっとしたツアー気分になれるかもしれないわよ","","Bring your lunch and a snack,
Might even feel like a little tour.","","You might feel like going on a little tour
if you bring your own lunch and snacks, too.」",""
"ナナも大賛成ですっ！　よーし、
特製スーパーウサミン☆お弁当を作っちゃいますよ！","","Nana is all for it!
I will make a special Super Usamin☆ lunch box!","","I'm all for it! Okay, time to make
you a super-Usamine☆Lunchbox.",""
"それから、おやつにウサミン星の名産の
落花生を持っていきますっ！","","Then, for a snack, the famous Usamin planet
I'll bring peanuts!","","And then I'll bring you some
peanuts from Planet Usamin as a snack!",""
"わぁ！　すっごく楽しそうです！
ピクニック、一緒に行きましょー！","","Wow! It looks like a lot of fun!
Let's go on a picnic together!","","Wow! That sounds like a lot of fun.
Let's go on a picnic together!",""
"それじゃあ、早速日取りを決めましょうか","","Well then, let's set a date right away.","","Well then, let's decide on a date right away.",""
"そうだ！
プロデューサーも、一緒に行きましょう！","","Yes, it is!
Producers, let's go together!","","That's right!
Let's go together, Producer!",""
"ああ、もちろんいいぞ。
それなら、他のみんなも誘おうか","","Yeah, sure, sure, good.
Then let's invite everyone else.","","Yeah, of course it's fine.
In that case, why don't we invite everyone else to join us as well?",""
"そうですね。
せっかくだからみんなで行きましょう♪","","
Since we're all here, let's all go together...","","That's true.
Since we're all here, let us go together.♪",""
"うっうー！　すっごく楽しみですー！","","I am soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo looking forward to it!","","Uuugh! I'm really looking forward to it.",""
"（ピクニックか……。
みんなの休日を、うまく調整しないとな……）","","(Picnic or .......
We'll have to coordinate everyone's holidays better (......).","","(A picnic, huh...
I need to make sure everyone's holidays are in order...)",""
"（事務所で休んでいる俺たちに、
雪歩がお茶を淹れてくれることになった……）","","(To us resting in the office,
(Snowflake is going to make tea for us: ......)","","(We're resting in the office, and
Yukiho is going to make us some tea...)",""
"みなさん、お待たせしました～","","Ladies and gentlemen!","","Sorry to keep you waiting, everyone.",""
"雪歩、ありがとう。
それじゃ、さっそくもらおうかな！","","Thank you, snowflake.
Well, let's have it right away, then!","","Thank you, Yukiho.
All right, let's dig in!",""
"うん……これは美味しいね","","Yeah ...... this is delicious.","","Mmm... This is delicious.",""
"ええ、甘みと渋みのバランスが
ちょうどいい感じだわ","","Yeah, the balance of sweetness and astringency.
Just the way I like it.","","Yeah, it's just the right
balance of sweetness and bitterness.",""
"このお茶に合う和菓子は、羊羹かしら？
洋菓子なら、マカロンとかも合うかもしれないわね","","I wonder if yokan is a Japanese sweet that goes well with this tea.
For western sweets, macaroons might be a good choice.","","I wonder if the sweet that goes well with this tea is yokan?
If it's a Western sweet, then maybe macaroons would go well too.","I wonder if yokan would go well with this tea?
For Western-style sweet, macarons might be good too."
"確か、冷蔵庫に入っていたと思うけど……","","I believe it was in the fridge. ......","","I think it was in the fridge...",""
"さすがだね、歌織。
素敵なチョイスだ","","That's great, Utori.
Nice choice.","","As expected of you, Kaori.
Nice choice.",""
"ありがとう、咲耶ちゃん。
それじゃ、取ってくるから少し待っていてね","","Thanks, Sakuya.
Well, I'll go get it, so just wait a bit.","","Thanks, Sakuya-chan.
Well then, I'll go get it. Please wait a moment.",""
"…………","............","","","…………",""
"（おや？　雪歩の様子が変だな。
どうしたんだろう……）","","(Oh? Snowflake is acting strange.
(What's going on? ......)","","(Hmm? Yukiho's acting strange.
I wonder what's wrong...)",""
"雪歩、少しいいかな？","","Snowflake, can I have a word?","","Yukiho, do you have a moment?",""
"は、はい。
さ、咲耶さん、どうしました？","","Ha, yes.
Sakuya, what's wrong?","","O-Okay.
S-Sakiya, what's wrong?",""
"今日のお茶以外にどんなおすすめのお茶があるのか、
よかったら教えてくれないかい？","","What other teas do you recommend besides today's tea?
You can tell me if you want.","","If you don't mind, could I ask what
kind of tea is recommended?",""
"えっ？
……は、はいっ！　わかりました！","","
...... is yes! Okay!","","Eh?
...Y-Yes! Understood.",""
"紅茶も緑茶も、元は同じお茶の葉からできていて、
発酵具合の違いで味や香りに差が出るんです～","","Both black tea and green tea are originally made from the same tea leaves,
The difference in fermentation makes a difference in taste and aroma~.","","Both black and green tea were originally made from the same
leaves, so they tasted different depending on how well fermented",""
"だから、もしこの緑茶が気に入ったなら
同じ葉で、違う製法のお茶か……","","So if you like this green tea.
Same leaves, different process or ......","","So if you like this green tea, it's made
using the same leaves as before...",""
"逆に、同じ製法で違う産地のお茶の葉を
楽しんでみるのもいいかもしれません～","","Conversely, tea leaves from different regions using the same production method
You might as well try to enjoy it~!","","It might be a good idea to use the same method
and try tea leaves from different regions.",""
"なるほど……フフ、とても参考になったよ。
ありがとう、雪歩","","I see. ...... Huh, that was very helpful.
Thank you, snowflake.","","I see... Haha, that was very helpful.
Thank you, Yukiho.",""
"そ、そんな……。咲耶さんに褒められるなんて、
なんだか照れちゃいますぅ","","Oh, no. ....... I can't believe Sakuya-san praised me,
I'm kind of embarrassed.","","N-No way... Being complimented by you is kind of 
embarrassing, Sakuya-san.",""
"みんな、お待たせ","","Here you go, guys.","","Sorry to keep you waiting, guys.",""
"すみません、歌織さん","","Excuse me, Mr. Utaori.","","Sorry, Kaori-san.",""
"歌織さん、ありがとうございます！","","Thank you very much, Utaori!","","Kaori-san, thank you very much!",""
"歌織、ありがとう。
今、雪歩におすすめのお茶を聞いていたんだ","","Thank you, Utaori.
I was just asking snowflake for a tea recommendation.","","Kaori, thank you. I was just asking Yukiho
about his recommendations for tea.",""
"そうだったのね。……ねぇ、雪歩ちゃん。
私にも教えてもらえる？","","That's right. ...... Hey, snowflake.
Can you teach me how to do that?","","I see... Hey, Yukiho-chan.
Can you teach me?",""
"はい、もちろんです！","Yes, of course!","","","Yes, of course!",""
"ありがとう。
それなら、今度みんなでお買い物をしましょう♪","","
Then let's all go shopping together sometime...","","Thank you. In that case, 
let's all go shopping together sometime soon.♪",""
"フフ……その時は、
是非私も同行させてくれるかい？","","Huf ...... at that time,
Would you be willing to let me accompany you?","","Haha... If that happens, will
you let me come with?",""
"はい！　一緒にお買い物……
えへへ……楽しみです！","","Yes! Shopping with us: ......
Ehehe ...... looking forward to it!","","Yes! We're shopping together...
Haha... I can't wait!",""
"（お茶を通じて、３人の仲が深まったようだ。
さて、残りの仕事も張り切って片付けようかな！）","","(It seems that the three became closer through tea.
Well, let's stick to the rest of the work and get this over with!)","","(The three of them seem to have gotten closer through tea.
All right, time to get the rest of my work done!)",""
"（きらりの元気な話し声が聞こえてくる……。
なんだか楽しそうな雰囲気だな）","","(You can hear Kirari's cheerful voice at .......
(Sounds like some kind of fun.)","","(I could hear her lively voice...
You look like you're having fun.)",""
"にょわー、きらりんのお菓子をおすそ分け～♪
みんなで一緒に食べるにぃ☆","","Nyowa, I'll share Kirarin's sweets~♪
We all eat together.","","Nyowaa, I'll share some of your sweets ♪
We'll all eat it together, broski. Okay?☆",""
"きらりちゃん、ありがとう。
……この飴、とってもおいしいね","","Thank you, Kirari.
...... This candy is so yummy!","","Thank you, Kirari.
...This candy is really delicious.",""
"あの、きらりさんの話し方って、
不思議な魅力がありますよね♪","","You know, the way Kirari-san talks,
There's a mysterious charm to it... ♪","","The way you talk has a
strange charm to it.♪",""
"うぷぷーっ☆　ありがと、未来ちゃん♪
褒めてもらって、きらり、うれすぃー♪","","Thank you, Mirai!
I'm so glad you praised me, Kirari!","","Upufuu☆ Thanks, Mirai-chan.♪
I'm so happy that you complimented me-♪",""
"きらりさんの挨拶を真似してみたら、
私も新しい魅力が見つかるかな……？","","Try to imitate Kirari's greeting,
I wonder if I can find new attractions too: ......?","","I wonder if imitating Kirari-san's
greeting will help me find a new charm...?",""
"きらりさん！
きらりさん流の挨拶を教えてください！","","Kirari!
Please tell us about Kirari's style of greeting!","","Kirari-san!
Please teach me the kirarisan style of greeting!",""
"きらりさんには私たちにはない、
素敵な何かがあるんです！　だから……","","Kirari-san doesn't have it in us,
There's something wonderful about it! So ......","","You have something wonderful
that we don't! So...",""
"何かって……あっ、でも
なんとなくわかる気がする","","What is it? ...... Oh, but...
I think I kind of get it.","","Something...? Oh, but
I think you're right.",""
"はい！　きらりさんっぽさっていうか……
雪歩さんも一緒にやりましょう！","","Yes! It's more like Kirari's ......
Let's do it together, snowflake!","","Yes! It's kind of like a glint in your eye...
Yukihosan, let's do it together!",""
"え、わ、私も？
で、でも、少しだけ興味あるかも……","","Oh, wow, me too?
So, but I might be interested in a few: ......","","Huh? M-Me too!
B-But, I'm a little interested...",""
"おっけーだよぉ♪
みんなでぇ、はぴはぴご挨拶～びしぃっ☆","","I'm ready...
Everyone say hello to each other!","","It's okay!♪
All together, we'll say 'happy greetings~ hush!!☆",""
"え、えっと……もう始まってる……？","","Well, uh, ...... already started ......?","","U-Umm... It's already started?",""
"んーん、これからこれから！　じゃあじゃあ、
きらりんに続いて～……にょわー☆","","Well, I'm just getting started!
Following Kirari ~......Nyowa☆!","","Hmmm, we're just getting started! Okay then.
First Kirarin and now this... Nyowaaahh!!☆",""
"にょわーっ☆","","Nyooooooooooooooooooooo!","","Nyowah!☆",""
"にょ……にょわー……","","Nyowa...... Nyowa......","","Nyo... nyowahh.",""
"うぅ……
思ってたよりも恥ずかしいですぅ……","","Ugh ......
I'm more embarrassed than I thought I'd be: ......","","Ugh...
This is even more embarrassing than I thought...",""
"うっきゃー！　どんどんいっくよー♪
次は……はぴはぴ～☆","","Yikes!
Next up: ...... Happi Happi~☆!","","Ukyaa! Let's keep going-♪
Next is...happy, happy ☆",""
"はぴはぴ～っ☆","","Happi Happi~!","","*beep boop*☆",""
"はっ……はぴはぴ～……","","Ha ...... hapi-happi~......","","*pant*... Happy, happy~",""
"未来ちゃんも雪歩ちゃんもその調子～♪
まだまだ行くよー！　もういっかい、にょわー☆","","Mirai and Yukiho, keep it up~♪
I'm still going! One more time, Nyowa☆!","","Mirai-chan, Yukiho. Keep it up!♪
There's still more to go-! One last time, nyowa---☆",""
"にょわー♪　雪歩さん、
もっと大きな声でいきましょう！","","Nyowa♪ Yukiho,
Let's be louder!","","Nyowah! ♪ Yukiho-san, let's
shout even louder.",""
"そ、そう言われても……はぅ……。
にょ、にょわー！","","Well, that being said, ...... is still .......
Nyowa, nyowa!","","E-Even if you say that... hau.
N-Nyowah!",""
"うっきゃー☆　雪歩ちゃん、完璧ぱーぺき☆
よーし、きらりもはりきっていっくよー♪","","Yukiho, you're perfect!
Okay, Kirari, I'll be on the lookout for you!","","Ukyaaah☆ Yukiho-chan, you're perfect!☆
All right, let's go all out-♪",""
"（その後も３人で繰り返される挨拶。
にょわー……、俺もつい使ってしまいそうになるな）","","(Greetings repeated by all three afterwards.
(Nyowa ......, I'd be tempted to use it too)","","(After that, the three of us repeat our greetings.
Nyowah... I'm going to end up using it too.)",""
"（事務所のお茶請け、あずささんが私用ついでに
買ってきてくれると言っていたけど……）","","(Tea service at the office, while Azusa-san was on a personal errand.
(He said he'd get it for me, but ......)","","(Azusa-san said she'd buy some tea for
us while we were at the office, but...)",""
"あずささんはまだ戻っていないのか？
出かけてから、もうずいぶん経つよな……","","Is Azusa back yet?
It's been a long time since I left. ......","","Has Azusa-san not returned yet?
It's been a while since I left...",""
"はい。だいぶ前に、
駅に着いたって連絡があったんですけど……","","Yes, a long time ago,
I just got a call that you've arrived at the station: ......","","Yes. A while ago, we got a call saying
that you'd arrived at the station...",""
"……あ、ちょっと待ってください。
あずささんから、電話が……","","...... Oh, wait a minute.
Azusa-san called me at ......","","...Ah, please wait a moment.
I got a call from Azusa-san...",""
