"こらこら、あまりはしゃぎすぎるなよ？
サプライズゲストだから、今は目立たないようにな","","Hey, hey, don't get too excited, okay?
Surprise guest, so keep a low profile for now.","","Hey now, don't get too excited.
You're a surprise guest, so try not to stand out too much."
"は～い。あ、せっかくのサプライズだし、
みんなをびっくりさせたいですよね","","Yes, it's a surprise for me,
We want to surprise everyone.","","Okay. Oh, I know! It's a nice surprise to see you
all so surprised and excited about something like this"
"応援団のパフォーマンスを一緒にやったり……。
あっ、バンドのライブも楽しそう！","","We do cheerleading performances together and .......
Oh, and the band's live show will be fun!","","We'll perform together as a cheerleading squad...
Oh, and the band's concert sounds like fun!"
"変装をして驚かせるのも面白そうだし、
あとあと、文化祭っていったら屋台ですよねっ","","It would be fun to surprise them with a disguise,
And later, the cultural festival is all about food stalls, right?","","It'd be fun to surprise them in disguise. Oh, and there
are food stalls during the cultural festival too! Right?"
"うーん……プロデューサーさんは、
どんなサプライズがいいと思いますか？","","Hmmm ...... producers,
What kind of surprise do you think is best?","","Hmm... What kind of surprise do you
think would be best, Mr. producer?"
"そうだな、高校の文化祭といえば……","","Yes, speaking of high school festivals: ......","","Let's see, speaking of high school cultural festivals..."
"バンド","","band","","Band"
"応援団","","cheering party","","Cheerleaders"
"変装","","masquerade","","Disguise"
"屋台","","stall","","Yatai"
"バンドのライブかな。翼はステージ慣れしているし、
飛び入り参加して盛り上げるのもよさそうだ","","Maybe the band's live show; Wings is used to being on stage,
Seems like a good idea to jump in and get the ball rolling.","","I wonder if it's a band concert. Tsubasa is used to
the stage, so we should jump in and liven things up!"
"やったぁ、すっごく楽しそう♪　それじゃあ、
歌って踊って、ライブを盛り上げちゃいますね♪","","Yay, it looks like a lot of fun... Okay then,
We'll sing, dance, and make the live music so much fun... ♪","","Yay! You look like you're having a lot of fun. ♪ Well then,
I guess we can sing and dance to liven up the concert~♪"
"こんにちは～伊吹翼で～す！
みんなー、今日はよろしくねっ♪","","Hello - I'm Tsubasa Ibuki!
Hey everyone, nice to meet you today!","","Hello, Ibuki Tsubasa here!
Everyone, I'm counting on you today!♪"
"わあ、翼ちゃんだ～！
サプライズゲストだって！","","Wow, it's Tsubasa!
He said he was a surprise guest!","","Wow, it's Tsubasa-chan!
He's a surprise guest!"
"（翼のＭＣと歌に、ライブは大盛り上がり。
お客さんもたくさん集まったぞ！）","","(Tsubasa's MC and singing brought the live show to a climax.
We got a lot of customers!)","","(The concert was abuzz with the MC's singing.
We've got a lot of customers!)"
"（今回の文化祭が話題になり、
中高生を中心に翼の知名度が上がった！）","","(This cultural festival became a topic of conversation,
(Wings became well known, especially among middle and high school students!)","","(This year's cultural festival became a hot topic, and the
wings of middle school students grew in popularity!)"
"応援団だな。
応援団のパフォーマンスに参加させてもらおう！","","Cheerleader.
Let's join the cheerleaders in their performance!","","It's a cheerleading squad.
Let's participate in the cheerleading squad performance!"
"応援団ですね！　みんなのことを、たっくさん
応援してきまーす♪","","You are a cheering squad!
I'm off to cheer you on!","","The cheerleading squad, right?
I'll be rooting for everyone!♪"
"フレッフレッ、みんな♪
力一杯頑張って、ファイトー、お～！","","Freffleffleffleffle, everybody ♪
Work as hard as you can, and faito, oh~!","","Fruff freaks, guys.♪
Do your best, go for it!"
"大変なこともいっぱいあるけど、
翼ちゃんに応援してもらえたし、頑張れそう！","","There are a lot of tough times, though,
I got support from Tsubasa, and I'm going to do my best!","","There's a lot of hardship to deal with, but I
can do it now that Tsubasa-chan is cheering me on!"
"（翼の応援を見るために、
たくさんの人が集まった！）","","(To see the wings cheering,
(Lots of people showed up!)","","(A lot of people came to
watch the wings cheer!)"
"（翼のおかげでつらいことが乗り越えられたという
ファンレターが、いくつも届いたぞ）","","(that the wings helped them get through a tough time)
I've got some fan letters in the mail.)","","(I've received a number of fan letters saying that thanks to your
wings, you were able to overcome some tough times in the past.)"
"変装なんてどうだ？　実はすぐ近くに
翼がいると知ったら、みんな驚くと思うぞ","","How about a disguise? Actually, I'm right around the corner.
I think people will be surprised when they find out you have wings.","","How about a disguise? I'm sure everyone would be
surprised to find out you have wings so close by."
"変装ってワクワクしますよね～。
えへへ、もしかしてナンパされたりしちゃうかな？","","Disguise is exciting!
Hehe, maybe I'll get picked up or something?","","Disguises are so exciting!
Hehe, could it be that he's trying to hit on you?"
"今日の文化祭、サプライズゲストが来るって
ウワサ知ってる？　誰なんだろう？","","I heard there will be a surprise guest at today's festival.
Do you know the rumor? Who is it?","","Have you heard the rumors about a surprise guest
coming to today's cultural festival? I wonder who it is."
"（変装があまりにも完璧すぎて、誰も翼だと
気づくことなく、文化祭が終わってしまった……）","","(The disguise was so perfect that no one thought they were wings.
(Without realizing it, the festival was over: ......)","","(The disguise was so perfect that no one noticed
it as a wing, and the cultural festival ended...)"
"やっぱり、定番どころの屋台だろう。
翼が店番をしたら、お客さんが集まるはずだ！","","After all, it would be a stall in a standard place.
If the wings were to take care of the store, it would attract customers!","","I guess it's a standard stall after all.
Once Tsubasa's in charge of the store, we should be able to attract customers!"
"屋台ですか～。
わかりました、やってみますね","","Is it a food stall?
Okay, I'll give it a try.","","Food stalls?
Okay, I'll give it a try."
"翼ちゃんが、屋台の手伝いをしてるんだって。
行ってみよう！","","Tsubasa said she is helping out at the food stall.
Let's go!","","Tsubasa said she's helping out at the stall.
Let's go check it out!"
"（翼目当てに、たくさんの人が集まったが……。
人が集まりすぎて、収拾がつかなくなってしまった）","","(A lot of people came for the wings, but .......
(Too many people gathered, and it got out of control.)","","(There were a lot of people gathered for the wings, but...
There's too many people here. Things are getting out of hand!)"
"（今回の仕事は成功だ！）","","(This job was a success!)","","(This job was a success!)"
"（今回の仕事は失敗だ。次こそは！）","","（This job was a mistake...next time!)","","(This job didn't go well,
Let's try again next time!)"
"（ファッション誌からオファーが来て、
翼がインタビューと撮影を行うことになった）","","(I got an offer from a fashion magazine,
(Wings will be interviewed and photographed)","","(I got an offer from a fashion magazine,
and Tsubasa's going to be interviewing me.)"
"翼ちゃんって、すごくおしゃれですよね","","Tsubasa is very stylish, isn't she?","","Tsubasa-chan, you're really stylish."
"えへへ、ありがとうございま～す♪
プロデューサーさんも、そう思いますよね？","","Hehehe, thank you very much!
You think so, too, don't you, producer?","","Hehe, thank you~♪
You think so too, don't you?"
"ああ、翼は自分に合う服をよく知っているな。
いつもよく似合っていると思うぞ","","Yeah, Wings knows exactly what clothes suit him.
I always think you look great.","","Ah, you know your clothes well.
I think you always look good in it."
"なるほど！　ファッション誌も、
こまめにチェックしていたりするんですか？","","I see! Fashion magazines too,
Do you check it often?","","I see! Do you check
fashion magazines often, too?"
"もちろんです！　学校でも友達と一緒に、
よくファッション誌を見てるんですよ～","","Of course! At school and with friends,
I look at fashion magazines a lot!","","Of course! My friends and I often
go to fashion magazines at school."
"最近はテーマを決めて、ファッションを考えるのも
楽しいんです♪　小悪魔とか猫とか","","Recently, I've been thinking about themes and fashion.
It's fun... ♪ little devils and cats and... ♪","","Lately, I've been having fun deciding on a theme
and thinking about fashion. ♪ Like devils or cats!"
"へえ、それ、すっごく面白いですね！
この後の撮影、そんなテーマで特集してみませんか？","","Wow, that's very interesting!
Why don't we feature such a theme for the shoot after this?","","Wow, that's really interesting!
Why don't we do a special feature on the theme of filming after this?"
"ええ、いいんですか～？　やったぁ♪
ぜひお願いしますー！","","Yeah, are you sure? Yes!
Please do!","","Huh? You're sure you want to do this, then! Yay~ ♪
I'd love to!"
"良かったな、翼。俺もそういうテーマの
ファッション特集は面白いと思うぞ","","Good for you, Wings.
I think you'll find the fashion feature interesting.","","That's great, Tsubasa. I think a fashion feature
on that kind of subject would be interesting too!"
"えへへ……そうだ、プロデューサーさん！　わたしが
モテモテハッピーになるテーマを選んでくださいよ～","","Hehehe ...... Yes, Mr. Producer, I'm the one!
Please pick a theme that makes you irresistibly happy!","","Heheh... Oh, I know! You should choose a theme
that'll make me super popular and happy."
"あ、いいですね！　プロデューサーさんが選んだ
テーマで特集してみましょうか！","","Oh, good! Producer's choice.
Shall we feature it in the theme?","","Oh, that sounds great! Let's do a special on
the theme our producer picked out for us."
"え、お、俺がですか？　ちょっと待ってくださいね。
翼に似合いそうなテーマだと……","","Eh, oh, me? Wait a minute, please.
I thought the theme would look good on the wings: ......","","Huh? M-Me, of course! Wait a minute.
A theme that would suit the wings..."
"小悪魔","","imp","","Kodama"
"子猫","Kitten","","","Kitten"
"子犬","Puppy","","","Puppy"
"小鳥","","small bird","","Kotori"
"小悪魔系はどうだ？
翼の持っている魅力が更に輝くと思うぞ","","How about the little devil type?
I think you'll find that the charm you have in your wings will shine even brighter.","","How's the little devil?
I think you'll find your wings even more charming."
"ふむふむ、なるほど～。分かりました！
プロデューサーさんは小悪魔系が好みなんですね♪","","Hmmm...I see...I understand!
I see that Producer prefers the devilish type...","","Hmm, I see. Understood!
Producer likes the devilish type.♪"
"そ、そういうわけじゃなくてだな……","","Well, that's not why I'm here. ......","","Th-That's not what I meant..."
"えへへ♪　じゃあ、最高にドキドキさせてあげるから
……わたしから視線をはずしちゃ、ダメですよ？","","Heh heh heh ♪ Well, I'll give you the biggest thrill of your life.
...... Don't take your eyes off me, okay?","","Eheh~ Then, I'll make your heart race
the most... Don't look away from me."
"翼ちゃん、じゃあ次目線こっちで！　うん、いいね！
その衣装、すごく翼ちゃんに似合ってるよ！","","Tsubasa, then, next eye line over here!
That outfit looks great on you, Tsubasa!","","Tsubasa-chan, let's look at it from this angle! Okay. That sounds good to me!!
That outfit really suits you, Tsubasa-chan!"
"やったぁ♪　ありがとうございます～。
これでわたしもモテモテハッピーになれるかも♪","","Yay...thank you so much!
I might be irresistibly happy now!","","Yay! ♪ Thank you so much.
I might be able to become popular and happy now.♪"
"（気まぐれな翼には小悪魔系の服がハマり、
魅力がさらに増した撮影は大盛りあがり！）","","(The whimsical Tsubasa is into devilish clothes,
(The shoot was a blast with even more charm!)","","(On a whim, I got into the devilish clothes on my wings. And
now that it's gotten even more attractive in this photo shoot...)"
"（雑誌は瞬く間に売り切れ、ネットでも話題になり
次の号にも再掲載が決まったぞ！）","","(The magazine quickly sold out and became an internet sensation.
(We're getting another reprint in the next issue!)","","(The magazines sold out in no time flat, and it became a hot topic
on the internet. It's been reprinted for our next issue!)"
"そうだな……子猫をテーマにした服はどうだ？
翼は猫っぽいし、きっと似合うと思う","","Yeah, how about ...... kitten-themed clothing?
Wings are cat-like and I'm sure they'll look great.","","Let's see... How about a kitten-themed outfit?
The wings are catlike, so I'm sure it would look good on you."
"子猫がテーマって、とってもかわいいコーデに
なりそうですよね～。撮影、楽しみ～♪","","The kitten theme makes for a very cute coordinate!
I'm looking forward to the shoot!","","I bet the kitten theme would make for a really cute outfit.
I'm looking forward to taking pictures of it, too~ ♪"
"うん、本当に子猫の撮影をしているみたいだったよ。
すごく雰囲気に合っていたね！","","Yeah, it really was like shooting kittens.
It really suited the atmosphere!","","Yeah, it really looked like she was taking pictures of a kitten.
It really matched the mood!"
"えへへ、ありがとうございまーす！
コーデもかわいかったし、楽しかったです♪","","Ehehe, thank you very much!
The coords were cute and fun...","","Hehe, thank you!
The outfits were cute, and it was fun.♪"
"（撮影中も終始笑顔だったし、
翼も満足のいく仕事ができたみたいだ）","","(And he was smiling the whole time during the shoot,
(Wings also seems to have done a satisfactory job.)","","(He was smiling the whole time we were filming,
and it looks like he got a job that satisfied him.)"
"（雑誌の売れ行きもよく、いい仕事ができたぞ！）","","(The magazine sold well, nice job!)","","(Magazine sales were good, and I did a great job!)"
"翼は子犬がテーマの服も似合うと思うぞ！","","I think Wings would look great in puppy-themed clothing, too!","","I think you'd look great in a puppy-themed outfit!"
"子犬かぁ。えっと犬の柄の服とかじゃないですよね？
わたし、犬っぽく……なれるかな～","","Puppies...um, not dog patterned clothing or anything like that?
I wonder if I can be dog-like ......","","A puppy, huh? Um... It's not a dress with dog patterns or anything like that.
Will I be able to... become like a dog?"
"（けれど気まぐれな翼には、子犬系の服が
なんとも言えずミスマッチだった）","","(But for whimsical wings, puppyish clothes are the way to go.
(It was indescribably mismatched.)","","(However, the puppy-type clothing was an indescribable
mismatch for her fickle wings.)"
"（雑誌の売り上げもそこそこで、
翼のグラビアが話題に上ることはなかった）","","(Magazine sales are there, too,
(Wings' gravure was never mentioned.)","","(The magazine sales weren't too great, so
the winged bikini was never talked about.)"
"小鳥……小鳥がテーマとかどうだ？
羽をつけるとか……たくさん","","How about a little bird ...... little bird theme?
Like putting wings on it or ...... a lot.","","Kotori... How about a theme for her?
I'll put on a lot of feathers, and stuff like that."
"テキトーに言ってませんか～？　まあ、わたしも
鳥のコーデ、あんまり思い浮かばないですけど……","","I'm not saying that in a casual way, am I? Well, I'm not either.
I can't think of too many bird codecs, but ......","","Are you sure that's not just an excuse? Well, I
can't really think of any outfit for birds either..."
"（テーマが難しかったらしく、
あまりいいファッションにならなかった）","","(The theme seemed to be difficult,
(It didn't turn out to be a very good fashion statement.)","","(The theme was difficult, so it
wasn't a good fashion choice.)"
"（翼は張り切っていた分、落胆も大きく、
撮影は上手くいかずにお蔵入りになってしまった）","","(The more enthusiastic Wing was, the more disappointed he was,
(The shoot didn't go well, and it was put on hold.)","","(The more enthusiastic the wings were, it was dejected too
much and filming didn't go well so we ended up in storage.)"
"さて、今回の仕事についてだが……","","Now, about this job: ......","","Now, about this job..."
"全国チェーンのステーキファミレスの１日店長
ですよねっ！　えへへ、おっ肉～、おっ肉～♪","","Manager for a day at a national chain steak family restaurant
I'm sure you're right!","","You're the manager of a nationwide steak family
restaurant, right?! Eheh~ Oh meat  Ooh-nikuu...♪"
"はは、いつになくやる気だな","","Ha, you're more motivated than ever.","","Haha, you're unusually enthusiastic."
"だって、ステーキ屋さんの１日店長ですよ？
やる気があるに決まってるじゃないですか～","","Because, you know, I'm the manager of a steak restaurant for a day, right?
Of course he's motivated!","","I mean, you're the manager of a steak shop for one day.
Of course I'm motivated!"
"わたしが店長ってことは、お店のお肉を
自由にしてもいいんですよね♪","","I'm the manager, which means I'm the meat of the restaurant.
You are free to do as you please.Â","","If I'm the manager, then that
means we can eat meat freely.♪"
"こらこら、お店のためになることをするんだぞ？
お客さんを呼べることを考えたりとか","","Come on, come on, we're going to do what's best for the store, okay?
Thinking about what you can do to attract customers, and so on.","","Hey, hey. You'd better do something good for the store!
Thinking about how to attract customers"
"じゃあ、トッピング無料とか、
ステーキを半額にするのはどうですか？","","Then maybe free toppings,
How about half off steaks?","","Then, how about we give you a
free topping or half-off steak?"
"い～っぱい食べられて、お客さんもニコニコって
笑顔になっちゃいますよっ！","","The customers were smiling and eating a lot of food.
It makes me smile!","","You're going to eat so much,
it makes the customers smile!"
"あ、でも……お肉をお皿に乗せたりとか、
わたしができることでニコニコになってほしいかも？","","Oh, but you can also go to ...... and put meat on your plate,
I might want you to smile at what I can do.","","Oh, but maybe I want you to put the meat on a plate and smile
when it's something that can help me do things like this?"
"うーん、プロデューサーさんだったら、
何が嬉しいですか～？","","Hmmm, if it was a producer,
What makes you happy~?","","Hmm, what would you be happy
about if I were Producer?"
"そうだな、迷いどころだが……","","Yes, it's a lost cause. ......","","That's true. I have no idea what to do, but..."
"翼のスマイル付き","","With wing smiley face","","With a smile on the wings."
"翼がお肉を乗せる","","Wings put meat on the table.","","The wings carry the flesh."
"トッピング無料","","Free toppings","","Free toppings"
"ステーキ半額","","half off a steak","","Steak, half price."
"接客の基本は笑顔だ！　ということで、
翼のスマイル付きのサービスはどうだ？","","The basis of customer service is a smile!
How about service with a wing smiley?","","The most basics of customer service are
to smile! So, how about a winged grin?"
"はい！　わたしもお客さんもニコニコになれて、
素敵だと思いまーす♪","","Yes!
I think it's wonderful!","","Yes! Both the customers and I
are smiling, so it's wonderful.♪"
"いらっしゃいませ～！
１日店長を務める、伊吹翼です♪","","Welcome~!
This is Tsubasa Ibuki, manager for a day.","","Welcome!
This is Ibuki Tsubasa, the manager for today.♪"
"翼ちゃんって初めて知ったけど、ニコニコしてて
可愛いね！　ファンになっちゃうよ","","I've never heard of Tsubasa before, but he was smiling.
That's so cute! I'm going to be a fan.","","This is the first time I've ever seen you smile,
Tsubasa-chan. You look so cute! It makes me a fan of yours..."
"（翼の笑顔に、お客さんも幸せそうに食事をし、
店は大盛況だった。１日店長は成功した！）","","(Wings' smile makes customers happy as they eat,
(The store was a huge success; the manager for a day was a success!)","","(The customers ate happily with the smiles on their wings,
and it was a huge success. Our manager succeeded for one day!)"
"（翼もお礼にと、スペシャルメニューの
ステーキをご馳走してもらい、ご満悦みたいだ）","","(Wings also wanted to thank us for the special menu.
(He was treated to a steak, and he seemed pleased with it.)","","(Tsubasa, as thanks for treating me
to the steak on your special menu.)"
"お店に来るのはファンの人も多いだろうし、
翼がお肉をお皿に乗せてくれたら嬉しいかな","","Many of the people who come to the store will be fans,
Would you be happy if the wings put meat on your plate?","","I'm sure there are a lot of fans coming to the cafe, so it
would be nice if Tsubasa could put some meat on my plate."
"わたしもファンの人と話せるのは嬉しいです♪
お肉を落とさないように、気を付けて乗せますね！","","I'm happy to talk to my fans too.
I'll be careful not to drop the meat and put it on!","","I'm also happy to talk with my fans.♪
I'll be careful not to let the meat fall off!"
"お待たせしました～。
熱くなっているので、気を付けてくださいね♪","","Thank you for your patience~.
It's getting hot, so be careful... ♪","","Sorry to keep you waiting.
It's getting hot, so be careful.♪"
"翼ちゃんが乗せてくれたお肉……！
も、もったいなくて食べられないよ～！","","The meat that Wings put on ......!
I can't eat it because it's too good for me!","","The meat that Tsubasa-chan gave me...!
I-It's too wasteful to eat!"
"（翼がお肉を乗せる度、あちこちで歓声が沸き、
大盛りあがりを見せた！）","","(Every time the wings put the meat on, cheers erupted everywhere,
(It was a big crowd pleaser!)","","(Cheers erupted from all over the place as my wings put
flesh on it, and I made a big show of getting excited!)"
"（開店早々、お店の外には大行列ができて、
お店の人もかなり喜んでいたぞ！）","","(A huge line formed outside the restaurant as soon as it opened,
(The shoppers were pretty happy about that!)","","(As soon as the store opened, there was a huge line
outside. The shopkeepers were really happy!)"
"俺だったら、トッピング無料が嬉しいかな。
これでいこう！","","If it were me, I'd be happy with free toppings.
Let's do this!","","If it were me, I'd be happy with free toppings.
Let's go with this!"
"は～い。……トッピング、
たくさん種類があるけど、大丈夫かな？","","Hai~. ...... toppings,
There are many kinds, but are they all right?","","Okay. There's a lot of different kinds,
but are you sure about that?"
"（トッピング無料を目当てに、
たくさんのお客さんが店に来たぞ！）","","(For the free toppings,
Lots of customers came to the store!)","","(A lot of customers came to
the cafe just for free!)"
"（しかし売り上げは芳しくなく、
お店の人に注意をされてしまった……）","","(Sales, however, were poor,
(I was warned by a shopper: ......)","","(But sales weren't good, and the shopkeepers
had to watch out for us...)"
"ステーキを半額にしたら、大繁盛間違いなしだ！","","If they cut the steaks in half, they would be very prosperous!","","If you cut the steak in half, business will boom!"
"（ステーキ半額を聞きつけ、
お店の前には見たこともない大行列ができた）","","(Heard about the half-price steak,
(There was a huge line of people in front of the store, the likes of which I've never seen before.)","","(When I heard about the half price of
steak, there was a huge line in front.)"
"（……が、元を取ることができずに店は赤字。
申し訳ないことをしてしまった……）","","(......, but the store lost money without getting the original.
(I'm sorry about that. ......)","","(...But the store was in deficit because it couldn't make ends meet.
I'm sorry for what happened...)"
