"（休憩中の果穂に声をかけてみよう……）","","(Let's talk to Kaho during a break: ......)","","(Let's try talking to Kaho, who is taking a break...)"
"（果穂は注目のキッズとして、ネットでも評判だ！
大きく成長することができたぞ）","","(Kaho has a reputation online as a kid to watch!
(You could grow up a lot.)","","(As a hotshot kid, Kaho's got quite the reputation online!
You've grown a lot.)"
"元気なところかな。まわりの子たちも、
果穂の元気さがあれば、みんな元気になると思うぞ","","The children around me are also very energetic,
I'm sure Kaho's energy will cheer us all up.","","I'm sure everyone around you will feel
better if they see how energetic Kaho is."
"わかりました！
みなさんに元気をあげられるように、がんばります！","","
I will do my best to cheer you all up!","","Understood!
I'll do my best to cheer everyone up!"
"あたしの元気、プロデューサーさんにも届けるので
見ててくださいっ！","","I will send my energy to Producer as well.
Please watch!","","I'll be sure to deliver my
energy back home, so please watch me!"
"（番組は、元気に動き回る個性豊かな子どもたちの
挙動、ひとつひとつが話題になった……）","","(The program is about children with rich personalities who move around energetically.
(Behavior, every single one of which was discussed at ......)","","(Every single one of the kids on TV was
talking about their unique behavior...)"
"（子どもたちの笑顔を支えていたのは、果穂だと
現場の人はよく理解してくれて、評判も良かった！）","","(Kaho was the one who supported the children's smiles.
(People in the field understood me well, and I was well-received!)","","(The people on the scene understood that it was you who supported
children's smiling faces, and had a good reputation!)"
"ワンコなところがいいと思うぞ。ワンコみたいに、
みんなについていって、信頼と愛情を示すとか","","I think you'll like the doggie part, like a doggie,
Or following everyone and showing them trust and love.","","I think it's good to be a puppy. Like how you follow everyone around and show them
your trust in each other, just like with the doggy type of person that I am"
"でも……みなさん初めましての人なので……。
『しんらい』も『愛情』も難しいです……","","But ...... everyone is nice to meet you, so please go to .......
Both 'confidence' and 'love' are difficult: ......","","But... it's my first time meeting all of you.
『Shinrai』 and『Love』 are both difficult..."
"とにかく、みなさんについていってみます……！
ありがとうございますっ！","","Anyway, I'll try to keep up with you all: ......!
Thank you very much!","","Anyway, I'll go with everyone!
Thank you very much!"
"（果穂はみんなを下支えして頑張っていたが、
果穂の魅力は半減だった……俺のアドバイスミスだ）","","(Although Kaho was doing her best to support everyone,
(Kaho was half as attractive as ...... my bad advice)","","(Kaho tried her best to support everyone, but she
was only half as attractive... It's my mistake.)"
"小学生なところを、そのまま表現できるのは、
今の果穂のいいところだぞ","","I can only describe the elementary school part as it is,
That's the good thing about Kaho right now.","","It's one of the good things about you right now that
I can express my elementary school days as they are."
"でも、番組に出る子はみなさん小学生です……！","","But all the kids in the program are elementary school students. ......","","But all the kids on TV are in elementary school!"
"小学生なのが『あたしらしさ』だと、
変なことになっちゃいます","","He said that being an elementary school student is 'my way of being,
It's going to get weird.","","If 『It's me.』's in elementary
school, things will get weird."
"それに、小学生なところって、
どうやって見せたらいいんでしょうか……？","","Besides, what's an elementary school place?
How can I show you ......?","","Besides, how am I supposed to show
you my elementary school self...?"
"（果穂は遠慮してしまい、自分を出せなかった……。
俺のアドバイスミスだ）","","(Kaho was so reserved that she couldn't show herself. ......
(My bad advice.)","","(Kaho's too shy to show herself...
My advice was wrong.)"
"（今回の仕事は成功だ！）","","(This job was a success!)","","(This job was a success!)"
"（今回の仕事は失敗だ。次こそは！）","","（This job was a mistake...next time!)","","(This job didn't go well,
Let's try again next time!)"
"水着で写真さつえいなんて、スゴいです！","","It's amazing to be photographed in a bathing suit!","","It's amazing that you were able to take pictures in a swimsuit!"
"グラビア撮影の依頼、そのものは嬉しいが……","","I'm glad to hear about the gravure shoot request, itself, but ......","","I'm happy about the request for a photo shoot, but..."
"……？
プロデューサーさん……？","","......?
Producer: ......?","","......?
Producer...?"
"……編集さん、果穂はまだ小学生なんですよ","","...... editor, Kaho is still in elementary school!","","...Editor, Kaho's still in elementary school."
"そうだったんですね、すみません……。
すごくスタイルがいいので、お願いしたんですが……","","I see that you did, sorry. ......
I asked for it because it's very stylized. ......","","Is that so? I'm sorry...
He has a really good figure, so I asked him to do it..."
"あの、グラビアというより、レジャー施設の紹介風
にするのは……いかがでしょうか？","","Well, it's not a gravure, but more like an introduction to a leisure facility.
How about ...... to","","Um, rather than gravure... How about we make it more like an
introduction to a recreational facility instead of one that's nice and clean?」"
"いいと思います！　果穂さんはスタイルだけでなく、
人を惹きつける魅力がありますからね！","","I think it's good! Kaho has not only style,
It has a certain charm that attracts people!","","I think it's great! You have a charm that
attracts people, not just your figure."
"はい！　その方向性でお願いします！","","Yes! Please take that direction!","","That's right! Keep it that way, please."
"プロデューサーさん！
あたしが着る水着も変わりますかっ？","","Producer!
Will the swimsuit I wear also change?","","Hey, producer!
Will my swimsuit change too?"
"果穂が着る水着か。
そうだなぁ……","","Is it a swimsuit that Kaho wears?","","The swimsuit that Kaho wears.
Let's see..."
"水着の上に
Ｔシャツを着る","","On top of the swimsuit.
wear a T-shirt","","I'll wear a T-shirt
over my swimsuit."
"ローティーン向けの
かわいい水着","","For low teens.
Cute swimsuits","","Cute little swimsuit
for a teenager."
"ハイティーン向けの
オシャレな水着","","For High Teens
Stylish swimwear","","Highteen
swimsuits."
"とてもセクシーな
赤いビキニ","","Very sexy.
Red bikini","","A very sexy
red bikini."
"水着の上に、Ｔシャツを着るのはどうかな？
その方が果穂のかわいさと元気さが伝わると思うんだ","","How about wearing a T-shirt over a swimsuit?
I think it would convey Kaho's cuteness and energy.","","How about wearing a T-shirt over your swimsuit?
I think it'll show you how cute and energetic she is."
"わぁ……！
スッゴくかわいいと思います！","","Wow. ......!
I think it is very cute!","","Wow...!
I think it's really cute!"
"Ｔシャツ、あたしが選んでもいいですか？
それなら迷わないで選べますっ！","","Can I choose the T-shirt?
Then you can choose without hesitation!","","Can I pick out a T-shirt?
Then I can choose without hesitation!"
"ああ、いつも通り、自然にいられれば、
果穂らしさが伝わって、いい仕事になると思うぞ！","","Oh, if only we could be natural, as usual,
I think you'll do a great job of conveying Kaho's personality!","","Yeah, I think it'll be a great job if
you can just act natural like always."
"はいっ！　スッゴく楽しみです！
さつえい、がんばりますっ！","","Yes! I'm really looking forward to it!
Thank you, I will do my best!","","Yes! I'm really looking forward to it.
I'll do my best!"
"（活き活きとした表情で、自由に動く果穂の姿を
撮影できて、雑誌編集者も大喜びだった）","","(The lively expression on Kaho's face and the way she moves freely.
(The magazine editors were thrilled to be able to shoot it.)","","(The magazine editor was overjoyed to get a picture of
Kaho moving freely with an energetic expression on her face.)"
"（果穂が紙面を飾った雑誌の売上も好調で、
ファンの間でもかわいいと好評だった！）","","(Sales of the magazine in which Kaho graced the pages were also strong,
(They were also a hit with fans for being so cute!)","","(The sales of the magazine Kaho printed on it were
great, and everyone loved her for how cute she was!)"
"ローティーン向けのかわいい水着はどうかな？
果穂と同世代の子が、お手本にできるしな","","How about a cute swimsuit for low teens?
And a girl of Kaho's age can set a good example.","","How about a cute little swimsuit for Lautine?
I mean, it's easy to model after someone from the same generation as you."
"はい！　お姉さんが着るような水着は、
あたしにはまだ着られません！","","Yes! The kind of swimsuit your sister wears,
I can't wear it yet!","","Yes! I can't wear a swimsuit
like yours yet."
"だから……学校のみんなと
着れるような水着だったらうれしいですっ！","","So ...... with everyone at school.
I would be happy if it was a swimsuit that I could wear!","","So...I'd be happy if it was a swimsuit that
I could wear with everyone at school!"
"そうだな、同じ世代の憧れを集めていくのは、
アイドルとしては王道だ！","","Yes, to gather the admiration of the same generation,
It's a royal idol!","","That's right. Being admired by the same
generation is a staple of being an idol!"
"えへへっ。
みんなのお手本になれるように、がんばりますっ！","","Heh heh.
I will do my best to be a role model for everyone!","","Eheheh.
I'll do my best to set a good example for everyone!"
"（スタイルとのギャップで、果穂らしいかわいらしさ
とコケティッシュな魅力溢れる写真が撮れた！）","","(The gap between the style and the cuteness that is typical of Kaho.
and coquettishly charming photos!)","","(The contrast between her figure and Kaho's
cuteness, along with the photo full of coquettish charm!)"
"（果穂の健康的で元気な姿が、レジャー施設の
魅力を伝えられただろう。いい仕事をした！）","","(Kaho's healthy and energetic figure is a leisure facility.
I'm sure I could have conveyed the charm--good job!)","","(Seeing Kaho so healthy and energetic must have told you
how great the amusement park is. You did a good job!)"
"少し背伸びして、ハイティーン向けのオシャレな
水着はどうかな？　果穂の新しい一面、ってことで","","A little taller and more fashionable for high teens.
How about a swimsuit? A new side of Kaho?","","How about a stylish swimsuit for high teens?
It'll be one of the new sides to Kaho."
"ハイティーン……って、お姉さんってことですよね？
あたしが着たら、変じゃないですか……？","","High teen ...... means sister, right?
Wouldn't it be weird if I wore it ......?","","Highteen... You mean, you're her sister?
Wouldn't it be weird if I wore one...?"
"こういうのは、
ルミナスのお姉さんたちに似合いそうです！","","This kind of thing,
It will look great on the Luminous sisters!","","This kind of thing would be perfect
for Luminous and the others!"
"そうか？
このぐらいなら……大丈夫な気がするけど……","","Really?
I think this much is ...... okay, but ......","","Is that so?
I feel like... this much should be fine, but still."
"わかりました！　プロデューサーさんが
そう言ってくれるなら、着てみますねっ！","","I understand! Producer is...
If you say so, I'll try it on!","","Okay! If Producer says
so, I'll try it on."
"（仕上がった写真は、大人っぽ過ぎてＮＧとなった。
自分の判断が甘かった。果穂に申し訳ない……）","","(The finished photo was too mature and NG.
I was not very good in my judgment. sorry to Kaho (......)","","(The finished photo was too adult-like and became a no.
I shouldn't have made that decision. My apologies to Kaho...)"
"セクシーな赤いビキニはどうかな？
これだけあると悩んでしまうが……赤が好きだよな？","","How about a sexy red bikini?
I'm torn with all this, but I like ...... red, right?","","How about a sexy red bikini?
It's a bit of an issue with all this... You like red, right?"
"真っ赤な水着……！
スッゴくカッコいいですー！","","Bright red swimsuits. ......
It's so cool!","","A bright red swimsuit...!
You're so cool!"
"自分で赤とは言ってみたものの……。
これは……ビキニなんだよな……","","I called it red myself, but you can find it at .......
This is a ...... bikini. ......","","I tried calling it red myself, but...
This is...a bikini, isn't it?"
"でもっ……！
赤なので、これがいいです……！","","See ......!
I like this one because it is red. ......","","But...!
It's red, so I like this one...!"
"（果穂からすると、色はＯＫだったかもしれないが、
やり過ぎでＮＧとなった。深く反省した……）","","(From Kaho's point of view, the color might have been OK,
(It was overdone and NG. I deeply regretted it. ......)","","(The color might have been okay from Kaho's point of view, but she
went too far and ended up being a no-go. I really regretted it...)"
"（今日は『ジャスティスⅤ＆ヤキニクマン』の、
コラボヒーローショーだ）","","(Today, ""Justice V & Yakiniku Man's"",
(It's a collaborative hero show.)","","(Today is 『Justice V and
Yakinikuman』's collaboration hero show.)"
"スゴいです！　ジャスティスレッドに
ヤキニクマンもでるんですね！","","Amazing!!! on the Justice thread.
So there will be a yakiniku man, too?","","That's amazing! There are
Yakinikumen in the Justice Thread too."
"舞台袖にみんな集まっているからな。
ヒーローショーの監督が、もうすぐ来ると思うぞ","","Because they're all gathered offstage.
I'm sure the director of the Hero Show will be along shortly.","","Everyone's gathered at the back of stage right now.
I think the supervising hero show's on its way."
"わぁ！　きんちょうしますっ！
あのっ、あたしはどんな役なんですか？","","Wow! I'm so nervous!
What kind of role am I going to play?","","Wow! I'm so nervous about this, too!!
Um, what kind of role do I play?"
"今日は特別な演出を、監督は考えているみたいだ。
果穂と会って、演技を見てみたいと言っていたぞ","","It seems that the director has a special production in mind for today.
You said you'd like to meet with Kaho and see how she performs.","","The director seemed to be thinking of a special production today.
He said he wanted to meet with Kaho and see how she's acting."
"そうなんですね！　ちょっとドキドキします……！
あたし、どんな演技をしたらいいと思いますか？","","Yes, I'm a little nervous. ......
What kind of performance do you think I should do?","","I see! My heart's beating a little fast...
What kind of performance do you think I should put on?"
"果穂がどんな演技をすればいいか、か。
そうだな、こういう時は……","","What kind of performance should Kaho give?
Yes, in these situations, ......","","What kind of act should Kaho put on, huh?
Right, at a time like this..."
"ヒーローを
助ける少女","","Hero.
The Girl Who Helps","","The girl who saves
the hero."
"ヒーローが通う
食堂の看板娘","","Hero goes to
The diner's signature girl","","The poster girl for the cafeteria
where heroes go."
"ヒーローに
助けられる少女","","To the heroes.
The Girl Who Can Help","","A girl who can be
saved by heroes."
"ただの通りすがりの
少女Ａ","","Just passing through.
Girl A","","Just passing
Girl A."
"ヒーローを助ける少女……なんてどうかな？
果穂の良さはヒーロー側にあるからな！","","How about ......, the girl who helps heroes?
Kaho's goodness is on the hero side!","","How about... a girl who saves heroes?
After all, the hero side has its own charms!"
"わぁ！　スッゴくやってみたいですっ！
『ジャスティスⅤ』で学んだことを、やってみます！","","Wow! I want to try it so badly!
I will try to do what I learned in ""Justice V""!","","Wow! I really want to try it out.
I'll do what 『Justice V』 taught me!"
"えへへ、ヒーローに近づけるチャンスですね！
がんばってきますっ！","","Ehehe, it's a chance to get closer to your hero!
I'll do my best!","","Heheh! This is our chance to get closer and better at being heroes, isn't it?
I'll do my best!"
"（監督に気に入られた果穂は、急遽ヒーローの危機
に現れる少女「果穂」として登場した）","","(Kaho, who is favored by the director, is suddenly in danger of becoming a hero.
(She appeared as ""Kaho,"" a girl who appears in)","","(The director took a liking to Kaho, and she suddenly appeared
as 「Kaho」 the girl who appears in danger of being our hero.)"
"（果穂の魅力がアピールでき、大いに盛り上がった！
ショーは大成功のうちに、幕を閉じた）","","(Kaho's appeal was appealing and much appreciated!
(The show closed with great success.)","","(It's really exciting to see how attractive she is!
The show was a huge success, and it ended.)"
"ヒーローが通う、食堂の看板娘はどうかな？
ゲストで出演しても、問題ない役がいいと思うぞ","","How about the signature girl at the diner, where the heroes go?
I'm sure you'd like a role where you could guest star and not have a problem with it.","","What do you think about the poster girl for that cafeteria where heroes go?
I think it'd be best if you played the part of a guest."
"なるほど……！　ヤキニクマンも登場するので、
食堂、スッゴくいいと思います！","","I see. ......! Since the Yakiniku Man also makes an appearance,
I think the cafeteria is awesome!","","I see...! With the Yakinikuman
appearing, this cafeteria is really nice."
"でも……「看板むすめ」ってなんですか？
全身に看板がついた、ヒーローですか？","","But what is ...... ""sign musume""?
Are you a hero, with signs all over your body?","","But... what's 「Signboard Musume」?
A hero with a sign all over his body?"
"看板娘は、お店で一番人気のある女の子のことだよ。
まあ……ヒロインみたいなものかな？","","Signature girls are the most popular girls in the store.
Well, like ...... heroine?","","The poster girl is the most popular woman in this store.
Well... I guess she's like a heroine?"
"そ、そんな大役、あたしに出来るでしょうか……！？
でも、せっかくなので、全力でがんばってきますっ！","","Well, can I play such a big role? ......!
But since I'm here, I'll do my best!","","I-Is it really possible for me to play such an important role...?!
But I'm going to give it my all!"
"（果穂の登場で、ヒーローショーは盛り上がった。
果穂は元気すぎて、主役より目立ったものの好評だ）","","(Kaho's appearance made the hero show more exciting.
(Kaho is too energetic, and although she stands out more than the lead, she is well received.)","","(With Kaho's appearance, the hero show gets a lot more exciting.
Kaho's so energetic, she stands out more than the main character.)"
"（しかも監督が気に入り、看板でプロテクトされた
『看板娘』という、サブヒーローの誕生が決定した）","","(And the director liked it and protected it with a sign.
A subhero named ""Signboard Girl"" was to be born.)","","(And the director likes it, so he'll be protected by a sign.
The birth of 『Signboard girl』, a sub-hero.)"
"ヒーローに助けられる少女はどうかな？
ゲストの王道のポジションだな","","How about a little girl saved by a hero?
That's a royal position for a guest.","","What about the girl who can be saved by a hero?
It's a classic guest position."
"はいっ！　その役、あたし、知ってます！
でも……ヒーローを困らせちゃう役、ですよね……","","Yes, I know that role!
But it's a role that can get ...... heroes in trouble, isn't it? ......","","Yes! I know that role.
But... I'm supposed to be a hero, right?"
"まあ、助けられるのが、仕事みたいなものだからな。
そういう役柄を、演じているということだ","","Well, I can help, it's like a job.
That's the kind of role he's playing.","","Well, it's kind of like a job to be saved.
That's the role you play in this game, right?"
"……わかりました！
ヒーローを困らせないように、助けてもらいます！","","I understand ......!
We don't want to embarrass our heroes and get them to help us!","","...Understood!
I'm going to get you out of here so that the hero won't have any trouble!"
"（結局、果穂はついヒーロー熱が出過ぎてしまい、
ヒーローを助けてしまった……。アドバイスミスだ）","","(In the end, Kaho ended up with too much hero fever,
(I just saved a hero. ....... Advice error.)","","(In the end, Kaho ended up getting overheated from
being a hero and helping him out... I misjudged her.)"
"ただの通りすがりの少女Ａは、どうかな？
当日参加でも、迷惑をかけずにすむんじゃないか","","How about Girl A, who is just passing through?
You could attend on the day of the event and not be bothered.","","What about Girl A, who's just passing by?
Even if we participate on the day of, it'll be easy to avoid causing trouble for them. Right?"
"あ、あの……それって、ステージのはしから出て、
反対側に消えていくだけ……ですよね？","","Oh, that ...... that, off the stage barge,
It just disappears on the other side. ......, right?","","U-Um... Doesn't that mean they just leave
the stage and disappear on opposite sides?"
"それなら、あたしじゃなくても、
だれでもできると思います……","","Then it doesn't have to be me,
I think anyone can do it: ......","","If that's the case, then I think
anyone can do it without me..."
"誰でもできる役だから、当日抜擢でも、
監督が安心できると思うんだ","","It's a role that anyone can play, even if it's selected on the same day,
I think the director would feel more comfortable.","","It's a role that anyone can play, so even if you were selected on the day
of, I think it would be reassured to have your director around as well.」"
"わかりました。プロデューサーさんが、
そう言ってくれるなら、やってみます……！","","
If you say so, I'll try. ......","","Okay. If Producer says
so, I'll give it a shot...!"
"（残念ながら、役をもらうことは出来なかった。
監督は果穂の熱意を見たかったんだ……）","","(Unfortunately, I didn't get the part.
(The director wanted to see Kaho's enthusiasm. ......)","","(Unfortunately, I couldn't get the role.
Coach wanted to see Kaho's passion...)"
