"穴掘り特集を組んだら、
雪歩のファンが喜ぶこと間違いなしだぞ！","","If you put together a hole digging feature,
Snowflake's fans are going to love it!","","If we put together a special edition on
digging holes, Yukiho's fans will love it!"
"な、なんだか地味な気がしますが……。ファンの
みんなが喜んでくれるなら、頑張りますぅ～！","","Hey, I know it seems kind of plain, but I'm a fan of .......
If it makes everyone happy, I'll do my best!","","I-I feel like it's kind of plain, but... If that makes
all the fans happy then we will do our best!"
"でも、雪歩のトークが好きってファンも多いと思う。
今度、挑戦してみようか","","But I think there are a lot of fans who like the snowflake talk.
I'll give it a try sometime.","","But I think there's a lot of fans who like talking about Yukiho.
Let's give it a shot sometime."
"わ、分かりましたぁ。か、考えるだけでも、
緊張しますけど……。何事も挑戦、ですよねっ！","","I understand...or just think about it,
I'm nervous, but ....... Everything is a challenge, right?","","I-I understand. Just thinking about it makes
me nervous, but... It's a challenge!"
"（雪歩の仕事が終わり、事務所に戻る前に、
カフェで休憩することになった）","","(Before returning to the office after the snowflake's work is done,
(We're going to take a break at a cafe.)","","(We decided to take a break at the
cafe before returning from work.)"
"ふぅ……。こういう店のお茶って、
やっぱり海外とサイズが違うな","","Phew. ....... Tea at a place like this,
I knew the size is different from overseas.","","Whew... Tea at a place like this really is in an
entirely different size from what you'd find overseas."
"テレビで見たことがありますけど……。
海外の飲み物って、そんなに大きいんですか？","","I've seen it on TV though: .......
Are foreign drinks that big?","","I've seen it on TV before...
Is foreign drinks really that big?"
"飲み物もそうだし、食べ物も大きかったよ。
なんでも大きいせいか、みんな体格もいいし","","The food was big, as were the drinks.
Maybe it's because everything is so big, and everyone is so fit.","","The drinks were great, and the food was huge.
They're all pretty well-built, probably because of how big they are."
"体格がいい、ってことは……
スタイルのいい女の人も多いんですか？","","Physically fit, which means ......
Are there many women with good style?","","If he's well-built, that means...
Is there a lot of women with good style?"
"ひ、ひんそーでちんちくりんな私も、
海外で暮らせば大きくなったりするんでしょうか！？","","I'm also a very small and puny person,
I wonder if living abroad will make them bigger!","","I-I'm like a little kid, so maybe living
abroad will make me bigger!?"
"ず、随分と前のめりだな。うーん、そうだな……","","Hmmm, you're right. ......","","Y-You're really leaning forward. Hmm, let me think..."
"今のままでいい","","I'm fine the way I am.","","She is fine the way she is."
"そうかもしれない","","you could say that","","Maybe you're right."
"横に大きくなるかも","","Might get bigger sideways.","","Maybe it'll get bigger."
"無理に大きくなろうとしなくても、
雪歩は今のままでいいよ","","You don't have to try to force yourself to be big,
Snowflake is fine the way it is.","","You don't have to try and get bigger.
Just stay the way you are now, Yukiho!"
"あ、ありがとうございますぅ。プロデューサーが
そう言ってくれるなら、このままでもいいかも……","","Oh, thank you very much, my producer.
If you say so, maybe we can keep it that way: ......","","Th-Thank you very much. If Producer says so, then
I guess it's okay to just leave things as they are..."
"食べる量も、暮らし自体も変わるわけだし、
そうかもしれないな","","It changes the amount of food we eat and the lifestyle itself,
Maybe you're right.","","The amount of food you eat and the lifestyle
itself will change, so maybe that's true after all.」"
"や、やっぱり、そうですよね。
私もいつか、海外に行きたいなぁ……","","Ya, I knew it.
I wish I could go abroad someday too: ......","","Y-Yeah, I figured as much.
I want to go overseas someday, too..."
"大きくなると言っても、
横に大きくなるかもしれないぞ？","","I would say it gets bigger,
You know, it could be bigger sideways, right?","","Even if you say it's going to grow,
I might get bigger on the side."
"はうっ！　そ、それはちょっと……。
うう……やっぱり、そう簡単にはいきませんよね……","","Hah! Well, that's a little .......
Ugh......It's not so easy after all......","","Hauu! Th-That's a bit...
Ugh... It's not that easy, is it?"
"憧れを持つのはいいけど、雪歩は十分魅力的だ。
雪歩にしかない魅力を大切にしていこうな","","It's nice to have admiration, but snowflakes are attractive enough.
Let's cherish the charm that only snowflakes have.","","It's nice to admire someone, but Yukiho is attractive enough.
Let's treasure the charm that only you have."
"は、はい。ありがとうございますぅ","","Yes, thank you very much.","","Y-Yes. Thank you very much for your help, Your Highness"
"（雪歩がテレビの『和風カフェ』特集を見ながら、
熱心にメモを取っている）","","(Snowball watching a TV special on ""Japanese-style cafes,
(He's eagerly taking notes.)","","(Yukiho is diligently taking notes while looking
at the 『Japanese-style cafe』 feature on TV.)"
"お茶の淹れ方をメモしているのか？
今のままでも、十分な気がするけど……","","Are you taking notes on how to brew tea?
I think it's good enough as it is. ......","","She's jotting down how to make tea?
I feel like it's more than enough, but..."
"えっと、ルミナスのみんなの好みに合わせたくて、
お茶のレパートリーを増やそうと思ったんですぅ","","Well, I wanted to match the tastes of everyone at Luminous,
I thought I'd expand my tea repertoire.","","Um, I wanted to increase Luminous's repertoire of tea
so that everyone could enjoy it as they liked."
"プロデューサーは、
何か飲みたいものとかありますか？","","Produced by,
Do you want something to drink?","","Is there anything you'd
like to drink, producer?"
"飲みたいものか。
今の気分だと、そうだな……","","You don't want to drink it.
In the mood I'm in, I guess. ......","","Do you want to drink?
In my current mood, that's true..."
"紅茶","","black tea","","Tea"
"コーヒー","","coffee","","Coffee."
"オレンジジュース","","orange juice","","Orange juice"
"紅茶を飲みたいかな","","Would you like a cup of tea?","","Do you want a cup of tea?"
"紅茶なら日本茶と淹れ方が似ているので、
自信ありますっ！　楽しみにしててくださいね♪","","With black tea, the brewing method is similar to that of Japanese tea,
I'm confident! I hope you'll look forward to it.","","If it's black tea, then I have confidence in the
way that you make them! Please look forward to this.♪"
"コーヒーが飲みたいかな","","Would you like a cup of coffee?","","I'd like a cup of coffee."
"コーヒーの淹れ方は、難しいですが……。
プロデューサーのために、頑張りますねっ！","","Brewing coffee is a difficult task. ......
I'll do my best for Producer!","","It's hard to make coffee, but...
I'll do my best for Producer!"
"オレンジジュースが飲みたいかな。
疲れた時は甘いものが欲しくなるんだよな","","I think I would like to drink orange juice.
When you're tired, you want something sweet.","","I'd like to have some orange juice.
When I'm tired, it makes me want something sweet."
"お、オレンジジュースは、
コップに注ぐだけじゃないですか～！","","Oh, the orange juice,
Don't you just pour it into a cup!","","O-Orange juice is just
for pouring into cups!"
"でも、雪歩の日本茶が一番心が落ち着くよ。
毎日でも飲みたいくらいだ","","But I feel most at home with a cup of snowy Japanese tea.
I'd drink it every day.","","But your Japanese tea is the most relaxing.
I'd like to drink it every day."
"え……えええっ！？
ま、毎日なんて……そ、そんな……","","Eh ...... eh!
Well, I can't ...... believe that every day. ......","","Wh-Whaaat?!
Wh-What do you mean, every day?"
"は、はいっ！　誠心誠意、プロデューサーに
毎日おちゅ……お茶をお淹れしますぅ～！","","Sincerely, to Producer.
I will brew Ochu...... tea every day!","","Y-Yeah! I'll pour you some
tea every day, too."
"（雪歩の仕事が終わった後、
気分転換を兼ねて公園に散歩に来た）","","(After the snowflake's work is done,
(I came for a walk in the park for a change of pace.)","","(After work, I came to
the park for a walk.)"
"ふぅ……結構歩きましたね。
でも、すごく気分がリフレッシュされましたぁ","","Whew ...... that was quite a walk.
But I feel so refreshed!","","Phew... We've walked quite a ways.
▁But it's really refreshing to see you like this again, right?"
"雪歩、疲れたんじゃないか？
飲み物でも買ってくるから、待っていてくれ","","Snowflake, you must be tired.
I'll get you a drink or something, just wait for me.","","Are you tired, Yukiho?
I'll get you something to drink, so wait here."
"（ええと、何にしようかな……）","","(Uh, what shall we call it: ......)","","(Umm, what should I get...?)"
"お茶","","tea ceremony","","Ocha"
"水","","water (esp. cool, fresh water, e.g. drinking water)","","Water"
"炭酸","","carbonated water","","Carbonation"
"雪歩、飲み物を買ってきたぞ","","Snowflake, I got you a drink.","","Yukiho, I bought you something to drink."
"プロデューサー、ありがとうございます～♪
このお茶、好きなんです！","","Thank you, producer~♪
I like this tea!","","Thank you so much, producer!♪
I like this tea!"
"（よし！　すごく喜んでくれているな……！）","","(Okay! You're making me very happy. ......!)","","(All right! She's really happy about it...)"
"ありがとうございます、プロデューサー。
くたびれた時は、普通のお水がおいしいですね","","
When I'm tired, plain water tastes good.","","Thank you, producer.
Normal water tastes good when you're worn out."
"（ふう、どうやら喜んでくれたみたいだ）","","(Phew, apparently he's pleased.)","","(Phew, looks like she's happy to hear that. I can tell by the look on her face it was a pleasure doing business with you all this time )"
"あ、ありがとうございます……
でも今は炭酸、飲めない気分かも……","","Oh, thank you ......
But now, soda, maybe I'm not in the mood for it: ......","","Th-Thank you very much...
But now I don't feel like drinking carbonated water..."
"（うーん、あまり喜んでくれなかったみたいだ……）","","(Hmmm, I don't think he was too happy about it. ......)","","(Hmm, it doesn't look like she was very happy...)"
"雪歩、次の仕事まで時間があるから、
ゲームセンターで時間を潰そうか","","Snowflake, I have time until my next job,
Let's kill some time at the arcade.","","Yukiho, we have some time before our next job.
Let's go to the arcade and kill a bit of it!"
"何か気になるゲームはあるか？","","Any games you're interested in?","","Is there any game you're interested in?"
"え、えっと……いろんなゲームがたくさんあって、
ど、どれができるか、わかりません……","","Well, let's see, ...... there are a lot of different games,
I don't know which one you can do. ......","","U-Um... There are so many different games,
I don't know which one to play."
"それじゃあ、このゲームはどうだ？","","How about this game then?","","Then, how about this game?"
"リズムゲーム","","rhythm game","","Rhythm game"
"クレーンゲーム","","crane game","","Crane game"
"シューティング","","shooting","","Shooting"
"リズムゲームで俺と勝負だ！","","Play the rhythm game with me!","","Play a rhythm game with me!"
"ええっ、プロデューサーと勝負ですか～！？
じ、自信ないけど……や、やってみますぅ～！","","What? Are you going to compete with Producer?
I'm not sure, but I'll try ...... and see what I can do!","","Whaaat?! You're going to challenge Producer of this show-off with me, you say...
I-I'm not sure, but... Ngh! Let me give it a try!!"
"（予想よりも難しくて、二人ともスコアがボロボロ
だったが、雪歩はかなり楽しんでくれたようだ）","","(It was harder than expected, and both of us got our scores in shambles.
(but the snowflakes seemed to enjoy it quite a bit).","","(It was more difficult than I expected, and both of our scores were in
tatters. But it looks like Yukiwalker enjoyed himself quite a bit as well!)"
"クレーンゲームをやってみないか？
お菓子とかぬいぐるみとか、いろんな種類があるぞ","","Would you like to try the crane game?
There's candy, stuffed animals, all kinds of stuffed animals.","","Why don't we play a crane game?
There's lots of different kinds, like sweets and stuffed animals."
"わあ、面白そうですぅ！　これなら私にも
できるかも……。やってみますねっ！","","Wow, this looks so interesting!
Maybe I can do it. ....... I'll give it a try!","","Wow, that sounds fun! I might be able to do
something like this... Let's give it a try."
"（雪歩は終始楽しそうに、クレーンゲームを
プレイしていた。どうやら気に入ったみたいだな）","","(Snowflake looks happy from beginning to end and plays the crane game.
(They played it; apparently they liked it.)","","(Yukiho seemed to be having fun playing crane games
the whole time. Looks like he really liked it, huh?)"
"シューティングゲームをやってみないか？
ほら、協力プレイもできるみたいだぞ","","Would you like to play a shooting game?
See, it looks like you can play co-op.","","Why don't we play a shooting game?
Look, it looks like we can play together."
"こ、これってゾンビを倒すやつですよね？
ううっ、こ、怖いけど、……やっぱり怖いですぅ！","","This is the one where you beat the zombies, right?
Ugh, I'm scared, but I'm still scared of ......!","","Th-This is for killing zombies, right?
Uuugh, I-I'm scared... but it really is!"
"（雪歩はゾンビに怯えてしまい、
あまり楽しめなかったようだ……）","","(The snowflakes were frightened by the zombies,
(He didn't seem to enjoy it much: ......)","","(Yukiho was scared of the zombies,
so he didn't have much fun...)"
"なあ、雪歩。最近ルミナスの中で、
モノマネが流行っているって聞いたぞ","","Hey, snowflake, recently in Luminous,
I hear the moniker is all the rage.","","Hey, Yukiho. I heard that mimicry
has been popular in Luminous lately..."
"雪歩が得意なモノマネはあるのか？","","Are there any monikers that snowflakes are good at?","","Do you have an impersonation that Yukiho is good at?"
"は、はい……実はこっそり家で練習してて。
チャレンジするので、当ててみてください～！","","Ha, yes ...... I've actually been practicing at home secretly.
I'll give you a challenge, so guess what~!","","Y-Yeah... Actually, I've been practicing at home.
I'll give it a try, so please guess!"
"『私は人をときめかせる存在でありたい。
アイドルとして、全力を尽くすことを誓おう！』","","I want to be an inspiration to others.
As idols, let's pledge to give it our all!""","","『I want to be something that makes people excited.
As an idol, I swear to give it my all!』"
"わかったぞ！　雪歩がモノマネをしたのは……","","All right, I got it! The snowflake did the moniker: ......","","I get it! The reason Yukiho imitated you was..."
"咲耶","Sakuya","","","Sakuya"
"凛世","Rinze","","","Rinze"
"きらり","Kirari","","","Kirari"
"咲耶だろ？　そっくりで、驚いたよ","","Sakuya, right? You look just like her. I'm surprised.","","You're Sakuya, right? You look just like her. I was surprised to see you do that for a change"
"えへへ、そんなに似ていましたか～？
今度みんなの前で、披露してみますねっ！","","Hehe, were they that similar~?
I'll try to show it off in front of everyone next time!","","Hehe, was it really that similar?
I'll show it off in front of everyone next time!"
"（よし、無事に当てられたぞ！）","","(Okay, you guessed right!)","","(All right, we won!)"
"多分……凛世だ！","","Maybe it's ...... Rinze!","","It's probably... Rinze!"
"違いますぅ～！
ま、真ちゃんは当ててくれたのに……うう……","","No!
Well, you guessed it, true. ...... ugh ......","","That's not it!
Y-You guessed right... Ugh."
"（どうやら違ったみたいだ……）","","(Apparently not. ......)","","(Looks like I was wrong...)"
"うーん……きらりか……？","","Hmmm ...... Kirari or ......?","","Hmm... Is that a glimmer?"
"ぜ、全然キャラが違います～！
わ、私って、そんなにモノマネが下手なのかな……","","Geez, the characters are totally different~!
Wow, am I that bad at mimicking ......","","Y-You're completely out of character!
A-Am I really that bad at imitating people...?"
"（しまった！
自信を無くさせてしまったようだ……）","","(It's gone!
(I think I made him lose confidence: ......)","","(Oh, shit!
It seems I've lost my confidence...)"
"（雪歩の仕事終わり、
気分転換を兼ねて出かけることにした……）","","(Snowflake's work is done,
I decided to go out for a change (......)","","(After work, I decided to go
out for a change of pace...)"
"（もうこんな時間か……。
雪歩も楽しんでくれたようだな）","","(Is it that time already? .......
(I see you enjoyed the snowflakes, too.)","","(It's already this late...
Looks like you enjoyed it too, Yukiho.)"
"今日はありがとうございました！
プロデューサーと一緒にいられて、楽しかったですぅ","","Thank you for your time today!
It was a pleasure to be with Producer.","","Thank you very much for today!
It was fun being with Producer, too. I'm so happy to see you again!!"
"ちょっと疲れちゃいましたけど、楽しかったです。
今日はありがとうございます。プロデューサー","","I was a little tired, but it was fun.
Thank you for your time today, Producer.","","I'm a little tired, but it was fun.
Thank you very much for today, producer."
"お？　あそこにいるのは雪歩か？
おーい","","Oh? Is that a snowflake over there?
hello","","Oh? Is that you, Yukiwalker over there.
Hey!"
"あ、プロデューサー。
おはようございます","","Oh, producer.
good morning","","Oh, it's Producer.
Good morning."
"おはよう。
プロジェクトルミナスはどうだ？","","Good morning.
What about Project Luminous?","","Good morning.
What about Project Luminous?"
"そうですね……。いろんな子が集まっているので、
少し、緊張しますけど……楽しいです","","Yes, ....... We have a lot of different kids here,
I'm a little nervous, but I'm having fun ......","","Yeah. There's a lot of different girls gathered here, so
it makes me nervous... but I do enjoy them all the same"
"そうか。
楽しいのが一番だな、期待しているぞ","","Okay.
Fun is the best, I'm counting on you.","","I see.
Best to have some fun. I'm counting on it!"
"はい、わかりました～","","Yes, I understand.","","Okay, got it~"
"それじゃあ、事務所に行こうか","","Well, let's go to the office then.","","All right, let's go to the office."
"おお、雪歩か。
おはよう、今日の調子はどうだ？","","Oh, snowflakes.
Good morning, how are you today?","","Oh, it's Yukiwalker.
Good morning. How are things today?"
"今朝のお茶、茶柱が立ってたんです！
だから、今日はいいことがありそうかなって","","This morning's tea, there was a tea pillar!
So I thought, ""Today could be a good day.","","This morning, Chabashira was standing there!
That's why I thought something good might happen today."
"茶柱か……もしかして雪歩の日頃の頑張りが、
お茶にも出てきてくれたのかな","","Chabashira or ...... maybe snowflake's daily efforts,
I wonder if they even came out for tea.","","Chabashira, huh... Could it be that
Yukiho's hard work came to the tea table?"
"そんな、私はまだまだで……でも、プロデューサーが
励ましてくれるので、どうにかできてますぅ","","Oh no, I'm not ready for that yet, and I'm still working on ......, but Producer is.
They encourage me, so I am somehow able to do it.","","No way. I'm still a ways off... But thanks to Producer cheering me up, we can
manage somehow or other this is going well for everyone else here at Misaki Station"
"ありがとう。
それじゃ一緒に事務所に行こうか","","
Well then, let's go to the office together.","","Thank you.
Well then, let's go to the office together."
"はい！
えへへ……さっそくいいことがありました～","","
Ehehehe ......I had a good thing right away~!","","Yes!
Haha... Something good happened right away-"
"プロデューサー、少しお話ししたいことが
あるんですけど……今、大丈夫ですか？","","Producer, I'd like to talk to you about a few things.
I have a ...... is it okay now?","","There's something I want to talk with you
about, producer. Is now a good time?"
"お、雪歩。どうしたんだ？","","Hey, snowflake, what's going on?","","Hey, Yukiho. What's up?"
"あの、その……い、いつもプロデュースしてくれて、
本当にありがとうございますぅ！","","Well, you know, that ......, you always produce,
Thank you so much!","","Um, well... Th-Thank you so much for always producing
me like this! I really appreciate it!!"
"ありがとう……。
けど、急にどうしたんだ？","","Thanks .......
But what's going on all of a sudden?","","Thank you....
But what's this all of a sudden?"
"い、いえ……いつもお世話になっているので、
きちんとお礼をしなきゃって思って……","","Yes, no, ...... I am always happy to help you,
I thought I should thank you properly ......","","I-It's nothing. You always look after me, so I figured it would
be best to thank you properly for your help in the future..."
"そうだったのか……。
うん、嬉しいよ","","
Yeah, I'm glad.","","So that's how it is...
Yeah, I'm happy."
"えへへ、これからもよろしくお願いしますね","","Ehehe, I look forward to working with you in the future.","","Hehe, I'm looking forward to working with you from now on."
"おはようございます。
今日も一日、よろしくお願いします～","","
Thank you for another great day~!","","Good morning.
I'm looking forward to working with you all day."
"あ、プロデューサー！
おはようございますぅ～","","Oh, producer!
Good morning!","","Oh, hey! It's Producer.
Good morning~"
"今日も一日お疲れ様でした～。
お先に失礼しますね","","Thank you for another great day!
If you'll excuse me after you.","","Good work today as well.
I'll see you later."
"お疲れ様です、プロデューサー。
おうちに帰ったら、ゆっくりお茶を飲みます～","","Thanks for your help, producer.
When I get home, I'm going to have a nice cup of tea.","","Good work, producer.
I'll have a nice cup of tea when we get home~"
