"そ、そうだな。考えておくよ","","Yeah, well, I'll think about it.","","Y-Yeah, I'll think about it."
"なにかななにかなぁ～？　うぷぷ♪　Ｐちゃんの
リクエストなら、きらりんなんだって作っちゃう！","","What is it?
If you request, I'll make anything Kirarin!","","What could it be ? Uhuu♪ If P-chan asks
me to make something, I'll do anything!"
"きらりに任せるよ。気持ちだけでも嬉しい","","I'll leave it up to Kirari, I'm glad you're feeling that way.","","I'll leave it to you. I appreciate the thought, at least"
"にょわー！　きらり責任重大だにぃ～。
Ｐちゃんに喜んでもらえるもの、考えておくね♪","","Nyowah! Kirari has a lot of responsibility.
I'll think of something that will make P-chan happy.","","Nyowah! That's a huge responsibility, you know~.
I'll think of something that will make P-chan happy♪"
"俺は何もいらないよ","","I don't want any.","","I don't want anything."
"そっかぁ～……残念だにぃ。Ｐちゃんを
きゃわゆくコーデしてみたかったのに","","I see... ...... too bad... I'm sorry about P-chan.
I wanted to dress it up in a cute way.","","I see. That's too bad, broski! I really wanted to try on a cute outfit for P-chan and all that crap you
did was make me cry out like an idiot in front of the whole world!! Awwww... You guys are just so sad!!!"
"俺をデコってくれるのも嬉しいけど、ルミナスの
みんなをデコってあげたら、もっと喜ぶと思うぞ","","I'm glad you're decking me out, but the luminous
I'm sure you'll be more than happy to deco everyone.","","I'm happy that you decorated me, but if we decorate
everyone in Luminous it would make them even happier."
"ルミナスのみんなにぃ！？
うっきゃー☆　それ、いいアイディアだにぃ♪","","To everyone in Luminous!
That's a great idea!","","Everyone in Luminous?!
Ukya-☆ That's a great idea, bro♪"
"みんなのレッスン着をデコデコしちゃおうかな！
みんなどんなのが好きかなぁ……？","","I think I'll deco-deco everyone's lesson clothes!
What do you guys like ......?","","Maybe I should decorate everyone's clothes for lessons!
I wonder what everyone likes...?"
"ルミナス用のきゃわゆい小物も作ってみたいしぃ、
みんなでおそろいにするのもハピハピだにぃ☆","","I would also like to make some cute accessories for Luminous,
It's also a HAPPY HAPPY MATCHING for everyone!","","I wanna try making some cute accessories for
Luminous, so it'd be nice to have everyone matching them☆"
"こういうセンスはきらりが一番だからな。
みんなが明るくなれるように、ひとつ頼むぞ","","Kirari has the best sense of these things.
I'm asking for one thing to brighten everyone's day.","","It's best to have a sense of humor.
I'm counting on you to make sure everyone gets a little more cheerful."
"うきゃ！？　ほんとにぃ～♪　Ｐちゃんに
頼まれたら、きらりんい～っぱいデコデコすゆ！","","Really... for P-chan.
If asked, Kirarin will decorate the room with lots of decorations!","","Whaaat?! Seriously~ ♪ When P-chan asks me to
do something, I get all glittery foreheaded."
"み～んなで使ってるソファもテーブルも、
ぜ～んぶ、まるっと事務所をデコっちゃうにぃ！","","The sofas and tables used by everyone,
I'm going to decorate the whole office!","","All the sofas and tables we're using
are going to decorate our office!"
"……可愛くしてもらうのは嬉しいが、
さすがに事務所をデコるのはちょっと……","","I'm happy to have ...... make it pretty, though,
You're right, I'm not going to decorate my office. ......","","...I'm happy you think I look cute,
but decorating the office is a bit..."
"うぇへへ♪　そっかぁ。でも、みんなを
デコデコのハピハピにするのは、おまかせあれ～！","","Heh heh heh...I see...but I'm not going to let you guys down.
Leave it to us to make it deco-deco hapi-hapi-hapi-hapi~!","","Heheh♪ I see. But don't worry,
you can leave it to me!"
"（きらりの才能……本人も楽しそうだし、
ユニットにも活かせないだろうか）","","(Kirari's talent ...... seems to be enjoying himself,
(Couldn't we make use of this in the unit?)","","(She seems to be having fun, so maybe
I can use her talent as a unit.)"
"（そのためにはステージ衣装が多いほど、
きらりにはいい刺激になりそうだな……）","","(So much so that there are many stage costumes for it,
(This will be a good stimulus for Kirari. ......)","","(The more stage outfits there are for that,
the better stimulation it'll be...)"
"ねえねえ、Ｐちゃん。
ちょっと相談しても、いーい？","","Hey, hey, P-chan.
Can I talk to you about something?","","Hey, P-chan.
Can I talk to you for a bit?"
"ああ、大丈夫だけど……どうかしたか？","","Yeah, I'm fine, but what's wrong with ......?","","Yeah, I'm fine... Is something the matter?"
"きらり、みんなでお揃いのデコデコした衣装を
着たいなーって、考えてたんだぁ♪","","Kirari, we all have matching deco outfits.
I've been thinking about wearing it.","","I've been thinking about how nice it would
be if we could all wear matching outfits. ♪"
"みんなの衣装をデコりたいとは言っていたけど……。
本当にやるのなら、全員分は大変じゃないか？","","I know I said I wanted to decorate everyone's outfits. ......
If you really want to do this, isn't it hard enough for all of us?","","She said she wanted to decorate everyone's costumes, but...
If we're really going to do this, isn't it hard enough for everyone?"
"えへへ、やっぱり大変だよねぇ。
でも、全員分はできなくても挑戦してみたいなって！","","Hehe, it's still tough, isn't it?
But I wanted to try, even if I couldn't do it for everyone!","","Haha, I knew it'd be tough.
But even if I can't make enough for everyone, he still wants to give it a try!"
"にゅふふ～♪　きらりん風にデコデコにして、
ガラッと衣装の雰囲気を変えるのも面白そうだにぃ♪","","Nyufufu~♪ Deco-deco in the style of Kirarin,
It would be fun to change the atmosphere of the costume.","","Heheh~ It'll be fun to flick your forehead
and change the look of that costume, too!"
"なるほど、きらりらしいな。
それで、構想はもうできてるのか？","","I see, that's very Kirari.
So, have you got a concept ready?","","I see. Sounds like you've got a good eye for this stuff, huh?
So, you've already got a plan?"
"きらりが作りたいのは、みんながキラキラ～で、
ハピハピ～な感じ！　Ｐちゃんはどう思う？","","What Kirari wants to make is for everyone to be sparkling~,
Happi-happy~ feeling! What do you think, P-chan?","","What I want to make is a sparkle for everyone.
It's so happy! P-chan, what do you think?"
"そうだな……。
キラキラでハピハピ……","","
Happily Happily Happily with Glitter ......","","That's true......
Glittering, happiest..."
"良いと思う","","I think it's good.","","I think it's good."
"具体的には？","","What are the specifics?","","What exactly?"
"よくわからない","","I don't understand.","","I don't know what's going on."
"うん、良いと思うぞ！","","Yeah, I think it's good!","","Yeah, I think that's a good idea!"
"ホントにぃ！？
Ｐちゃん、ホントにホントにそう思う？","","Really?
P-chan, do you really, really think so?","","Really!?
P-chan, do you really think that?"
"ああ、きらりのセンスなら問題ないって
わかってるからな","","Yeah, Kirari's sense of style is fine.
I know, I know.","","Yeah, I know it's not a problem
if you have good taste."
"うっきゃー☆　Ｐちゃんときらり、
もしかして『以心伝心』できちゃってりゅ♪","","Woohoo! P-chan and Kirari,
Are you sure you're doing ""heart to heart""?","","*giggle* P-chan, I think you're doing 
Ishin tsunchin (Transmission of the Mind)'. ♪"
"具体的なイメージはあるのか？","","Do you have a concrete image?","","Do you have a specific image in mind?"
"うん！　いーっぱいいっぱい考えて、
これだ！　っていうのを思いついたんだぁ♪","","Think about it a lot,
I came up with this!","","Yeah! I thought about it a lot,
and came up with this idea♪"
"だからね、Ｐちゃんにどうしたら実現できるのか
相談してみようと思ったんだゆ","","So, you know, how can I make this happen, P?
I thought I'd consult with you.","","That's why I wanted to talk with P-chan
about how we could make it a reality."
"よくわからないな……ごめん、イメージが湧かない","","I'm not sure. ...... sorry, I can't picture it.","","I don't really get it. Sorry, I can barely think of anything else to say about this kinda stuff"
"うみゅ……そっかぁ。きらりの頭の中、
Ｐちゃんに見せられたらいいのに～……","","Umyu...... I see...inside Kirari's head,
Wish I could show this to P. ~......","","Umyu... I see. If only P-chan could
show me the inside of your head ⁇"
"こうやって目を閉じて、Ｐちゃんに伝われ～！
って、きらりんテレパシー、届かないよね……","","Close your eyes like this and tell P-chan~!
And Kirarin telepathy, you can't reach me. ......","","Close your eyes like this, and let P-chan know!
Oh, I can't get through to her telepathically..."
"とりあえず、きらりが挑戦したいことは分かった。
衣装に何か共通の要素が詰まっているのか？","","At any rate, I understand what Kirari wants to try.
Are there any common elements packed into the costumes?","","Anyway, I get that she wants to give it a shot.
Does the costume have something in common?"
"うん☆　ハピハピでキラキラっていったら、
きらりはスイーツだと思うんだぁ♪","","Yes☆ Happi-happi-happi and sparkling,
I think Kirari is a sweetie.","","Yup☆ When you say sparkly and happy,
I think it's a dessert. ♪"
"なるほど。確かにスイーツを食べてる時のきらりは、
キラキラでハピハピだな","","I see, it is true that Kirari when she is eating sweets,
It's sparkly and happy-go-lucky.","","I see. It's true that when you eat sweets,
the sparkles are bright and happy..."
"うぷぷ♪　きらりんだけじゃなくてルミナスの
みんな、スイーツが好きなはずだよぉ！","","Upupu♪ Not only Kirarin, but also Luminous's.
Everyone should like sweets!","","Heheh♪ I'm sure everyone in
Luminous likes sweets, not just Giraffes!"
"だから、みんなに似合うスイーツモチーフを、
い～っぱいデコデコしたいんだぁ☆","","So, sweets motifs that suit everyone,
I want to decorate it as much as I can!","","That's why I want to put a lot
of dessert motif on everyone☆"
"パステルカラーのカラフルマカロン風にしてみたり、
モコモコをたくさんつけて、スフレ風にしてみたり！","","You can try a pastel colorful macaroon style,
You can add a lot of fluff and make it soufflé-like!","","I tried making it pastel-colored and colorful,
macaron style. And put a lot of fluff on top!"
"あっ、キラキラキャンディーっていうのもいいかも！
それに、えっとえっと……♪","","Oh, maybe we could call them glitter candies!
And, eh, eh, eh, ......♪","","Oh, I think sparkling candy might be a good idea!
And, umm... ♪"
"ちょっ、ちょっと待った。アイディアが浮かぶのは
いいけど、実現させるための時間が厳しいかもな……","","Wait a minute...the idea comes to me...
Nice, but the time to make it happen may be tough: ......","","W-Wait a minute. It's good that you have ideas, but
it might take some time to make them come true..."
"ありゃ！　そっかぁ。デコデコしたいけど、
レッスンやお仕事はお休みできないにぃ","","I see...I'd like to decorate it, but..,
I can't miss lessons or work.","","Ah! I see. You want to keep up the forehead flick, but you
can't take a break from work or your lessons either~!!!"
"でも、きらりの意見は関係者にも話して、
ステージ衣装に採用できないか聞いてみるよ","","But you have to talk to the people concerned about Kirari's opinion,
I'll ask if I can adopt it as a stage costume.","","But I'll talk to the people involved and ask
them if they can use it as a stage costume."
"ほんとにぃ～☆　ありがとＰちゃん♪
Ｐちゃんをデコデコするイメージも考えとくね！","","Really~☆ Thank you P-chan♪
I'll also consider the image of P-chan as a deco-deco!","","Really~☆ Thank you, P-chan♪ I'll think of
an image to decorate your head with too!"
"いや、せっかくだが俺のはいらないからな……","","No, thanks, but I don't want mine. ......","","No, since I don't need mine..."
"（レッスンが終わる頃を見計らって、
スタジオに来てみたのだが……）","","(Watch for when the lesson is over,
(I came to the studio. ......)","","(I came to the studio when
lessons were over, but...)"
"きらり、どうしたんだ。
ちょっと、疲れているんじゃないか？","","Kirari, what's going on?
Hey, you look a little tired, don't you?","","Glittering, what's going on?
Aren't you a little tired?"
"にょわっ、Ｐちゃん！　おっつおっつ！
きらり、ぜぇ～んぜん疲れてないよぉ！　ぱわふる☆","","Whoa, P-chan!
Kirari, I'm not tired at all!","","Nyowah, P-chan! Pops!!
I'm not tired at all! *fwip*"
"……って、ほんとは言いたいけど、
今日のレッスン、ちょっぴり大変だったにぃ","","I'd really like to say ......,
Today's lesson was a little tough.","","...I want to tell you the truth, but
today's lesson was a little tough."
"そうか。レッスンを頑張るのはいいことだけど、
あまり無理をしないようにな","","Okay...good for you for sticking to your lessons,
Don't take it too hard.","","I see. It's good that you work hard at your lessons, but
try not to overexert yourself too much in the future..."
"はぁ～い！
心配してくれて、ありがと♪　Ｐちゃん♪","","Hahaha!
Thanks for worrying about me... P-chan...","","Yes! I will be sure to do the same for you as well. Please don't worry about me too much—I can handle myself just fine on my own two feet if it comes out of nowhere like this~
Thanks for worrying about me, P-chan~"
"それと、疲れが残るといけないから、
事務所に戻ったら、マッサージした方がいいぞ","","Also, I don't want to be tired,
You better get a massage when you get back to the office.","","Oh, and you should give him a massage
when he gets back to the office."
"マッサージ？　わかったぁ☆
でも、どこをモミモミしたらいいのかなぁ？","","Massage?
But where should I fir?","","A massage? Got it☆ But where
should I rub them..."
"そうだな、まずは……","","Yes, you can start with ......","","Let's see, first of all..."
"手をタッチ","","Touch Hands","","Touch your hand."
"肩をタッチ","","Shoulder touch","","Touch her shoulder"
"その他をタッチ","","Touch ""Others","","Touch the others"
"その他・時間切れ","","Miscellaneous/time-out","","Other things: Out of time"
"最初は手だな。
末端からほぐしていくのが大事なんだ","","First it's the hands.
It's important to unwind from the end.","","Hands first.
It's important to loosen up from the end."
"ふみゅふみゅ……。手のひらと指先を、もみもみ、
うぇへへ、なんだか気持ちよくなってきたにぃ♪","","Fumyu Fumyu ....... Fir your palms and fingertips, fir,
Hehehe, I'm starting to feel better now...","","Fumyuhummy... I'm rubbing my palms and fingertips,
eheh hee. It feels kinda good now♪"
"もう少し力を入れてもいいかもな。
こんな風に……","","Maybe we could put a little more effort into it.
Like this: ......","","Maybe I should put a little more force into it.
Like this..."
"うぴゃ！　びっくりしたぁ！
でもなんだか、体がほっこりポカポカ♪","","I was so surprised!
But somehow, my body is all warm and fluffy♪","","Uhya! You surprised me.
But for some reason, my body feels warm and fuzzy♪"
"Ｐちゃん、マッサージ上手だにぃ♪
そうだ、今度はきらりんがやってあげゆ♪","","P-chan, you are good at massaging.
Yes, Kirari will do it for you this time.","","P-chan, you're really good at massages♪ Oh
yeah. This time Kirarin will do it for ya~"
"マッサージといえば、やっぱり肩だよな","","When it comes to massages, it's all about the shoulders.","","When it comes to massages, you're talking about shoulders after all."
"にょわー！　Ｐちゃん、いたい～っ！
ぐりぐりしちゃ、めっ！","","P-chan, I want to stay!
Don't gouge, meh!","","P-chan, that hurts!
Don't rub it!"
"ごめん、少し強すぎたか？
これくらいならどうだ？","","Sorry, a little too strong?
How about this?","","Sorry, was I a little too strong?
How about this?"
"ん～……ちょうどいいみたい♪
うぴゃ～……。気持ちいいにぃ～","","Hmmm... ...... seems just right... ♪
I feel so good~ .......","","Mmm... Looks like this is
perfect♪ Uhyaaah, it feels so gooood~!!"
"Ｐちゃん……？
いったいなにをしてるのぉ？","","P-chan ......?
What the hell are you doing?","","P-chan...?
What in the world are you doing?"
"こうやって、体に『気』を送れば、血行が
良くなってマッサージ効果があるかと……","","If you send ""chi"" to the body in this way, blood circulation
I thought it would be better and have a massage effect: ......","","If I send 『Ki.』 to your body like this, you'll
get better circulation and have a massage effect..."
"にょわ！？　Ｐちゃんにそんな能力が……！？
なんとなく、体があったかくなってきたかも……！？","","Nyowa! P-chan has such an ability ......!
Somehow, I think I might be getting warmer: ......!","","Nyowah?! P-chan has that kind of ability...
I think my body's getting warmer!"
"Ｐちゃん、ぼんやりしてだいじょぶ？
マッサージはどうするの？","","P-chan, are you okay in a daze?
What about massage?","","P-chan, are you all right?
What about the massage?"
"えっ、俺がやるとは一言も……","","What, not a word about me doing it. ......","","Huh? I never said anything about me doing it..."
"しゅーん……。
きらりんはマッサージ、楽しみだったのになぁ……","","Shun. .......
Kirarin was a massage, I was looking forward to it. ......","","*shuuun*...
Kirarin was really looking forward to the massage..."
"きらりー、ささっと事務所寄って、
早く帰ろう……","","Kirari, come by the office quickly,
Let's go home soon: ......","","*glare* Let's hurry to the
office and go home..."
"あれ、プロデューサー。
きらりに何かしてるの？","","Oh, hey, producer.
What are you doing to Kirari?","","Huh? Producer.
What are you doing, glittering?"
"杏……！？
い、今のはきらりにマッサージを……","","Anne ......!
Yes, now that's a massage for Kirari: ......","","Anzu...!?
I-I was just giving her a little massage..."
"え、なに慌ててるの……ねぇ、それより
きらり、早く戻ろう。レッスンでクタクタだよ〜","","What's the rush, ......?
Kirari, let's get back soon, I'm exhausted from the lesson!","","Huh? Why are you in such a hurry... Hey, Glittery. Let's get
back to class already! I am exhausted from my lessons~"
"あれれ？　杏ちゃんもお疲れモードなのかなぁ？
……うぇへへ♪","","Huh? I wonder if Anzu is in tired mode too?
...... uheheheh♪","","Huh? Anzu-chan's in fatigue mode too, I guess.
...Heheh♪"
"……な、何？
嫌な予感がするんだけど……","","...... What is it?
I have a bad feeling about this: ......","","......wh-what?
I have a bad feeling about this..."
"杏ちゃんも一緒に、Ｐちゃんにマッサージ
してもらおうよぉ！","","Massage for P-chan, along with Anzu-chan.
Let's have them do it!","","Let's have P-chan give
you a massage too!"
"え〜。やだよ、こんな公衆の面前で","","Oh, no, not in public like this.","","Eh? No way, in public like this."
"え～、杏ちゃんもＰちゃんのモミモミマッサージで、
疲れを取ってハピハピになろうよぉ♪","","Ehhhh, Anzu-chan is also getting a firmer massage from P-chan,
Let's get tired and get happy!","","Aw, Anzu-chan! Let's take a break from the
fatigue and have some fun with your massage. ♪"
"それはいいけどさぁ……。
せめて事務所とかがいいんだけど","","That's fine, but come on, .......
Or at least an office or something.","","That's fine and all, but...
I'd prefer an office, at least."
"外でこんなことしてると、
なんか注目されそうだし","","When you're out there doing this,
It seems like it would get some attention.","","If we do this outside, it'll
attract a lot of attention."
"あっ、そっかぁ！　じゃあ、Ｐちゃん！
杏ちゃんを連れて事務所へれっつごー！","","Oh, I see! Well, P-chan!
I took Anzu to the office with me!","","Oh, that's right! Then P-chan.
Take Anzu-chan to the office!"
"ああ。それにしてもきらり、杏が疲れてることに
すぐ気付くなんて、よく見てるんだな","","Oh, and by the way, Kirari, I'm so tired of Anzu.
I can't believe you noticed that right away. You must be watching a lot.","","Yeah. Even so, I can't believe you
noticed how tired Anzu is right away..."
"杏ちゃんは大事なお友達だもん♪","","Anzu is a very important friend of mine♪","","Anzu-chan is a precious friend♪"
"それに、杏ちゃんだっていつもきらりのこと、
気にしてくれてるゆ♪","","Besides, even Anzu is always talking about Kirari,
They care about me.","","And Anzu-chan, you're
always looking out for me. ♪"
"だからさっきも注意してくれたんだよね、
杏ちゃん？","","That's why you warned me earlier,
Apricot?","","That's why you warned me
earlier, right Ann-chan?"
"まあね、そういうことだよ","","Well, you know, that's the thing.","","Yeah, that's what I mean."
"うん♪　じゃあ杏ちゃん、
Ｐちゃんにマッサージしてもらお♪","","Yeah. ♪ Well, then, Anzu,
P-chan will give me a massage.","","Okay♪ Anzu-chan, let's
have P give you a massage."
"Ｐちゃん、よろしくおにゃーしゃー！","","P-chan, best regards!","","P-chan, I'm counting on you!"
"わかったよ、まずは事務所に移動だ","","All right, first we move to the office.","","All right, let's go to the office first."
"（ふたりはお互いを大事に思っているようだな……。
まるっきり正反対の性格だけど、いいコンビだ）","","(You two seem to care about each other. ......
They are complete opposites, but they make a great team.)","","(The two of them seem to care about each other...
They're polar opposites, but they make a good pair.)"
"にょわーっ！　そ、そんなことしたら……！
うっきゃー！　だ、だめだめーっ！　","","Nyowah! That's right, if you do that, you can go to ......!
No, no, no, no!","","Nyowah! I-If you do that...
Ukyaa! N-No, don't do it!!"
"（な、なんだ！？　きらりが叫んでる……？）","","(Hey, what's that? Kirari's screaming ......?)","","(Wh-What's going on!? Is that a glint in his eyes...!)"
"うぴゃ～……！
そ、そんな……にょ、にょわー！","","Upy~......!
So, such ...... nyo, nyo wow!","","Upyahh...!
N-No way... nyo, nyowah!"
"きらり、どうした？　そんなに叫んで、大丈夫か？","","Kirari, what's wrong? Are you all right, yelling so much?","","Glittering, what's wrong? Are you okay shouting like that."
"あっ、Ｐちゃん！　大きな声出しちゃって、
ごめんね。この本がドッキドキでつい……","","Oh, P-chan! You made a loud noise,
Sorry, I'm just so thrilled with this book: ......","","Oh, P-chan! I'm sorry for yelling so
loudly. This book is making my heart race..."
"何事かと思ったよ。本を読んでたのか","","I wondered what was going on...you were reading a book.","","I wondered what was going on. You were reading a book?"
"うん！　翼ちゃんに借りた少女漫画だゆ☆","","I borrowed this girls' manga from Tsubasa.","","Yup! It's a shoujo manga I borrowed from Tsubasa-chan☆"
"甘くってキュンキュンの展開で、きらりん、
思わず、うっきゃー！　ってなっちゃって～","","It's a sweet and cuddly development, Kirarin,
I couldn't help but go ""oooooooh!","","It was so sweet and exciting that I
couldn't help but go 'Girl, girrr! Ukyaaahh~"
"きらりん、うるさかったよね……。
Ｐちゃんのお仕事、邪魔しちゃってごめんねぇ","","Kirarin, you were loud. ......
Sorry for interrupting your work, P-chan.","","Giraffein, you were so loud...
I'm sorry for interrupting your work, P-chan."
"そこまで謝らなくてもいいぞ……。
ただ、なんていうか。う～ん……","","You don't have to apologize that much. ......
Just what can I say. hmmm ......","","You don't have to apologize so much...
It's just, how should I put it... Hmmm."
"大丈夫","","It's all right.","","It's all right."
"もう少し抑えて","","A little less.","","Just hold it down a little longer."
"うるさかった","","It was loud.","","It was loud."
"大丈夫、気にしなくていいよ。
それよりその漫画、よっぽど面白いみたいだな","","It's okay, don't worry about it.
That cartoon sounds a lot more interesting than it is.","","Don't worry about it.
More importantly, that manga seems really interesting."
"うん！　すっごくキュンキュンの
キラッキラでドッキンドッキンコなんだゆ☆","","Yes!
It's a glittering, thumping, thudding, thudding, thudding, thudding, thudding, thudding, thudding, thudding.","","Yep! It's super tight and
sparkly, like a hammer. ☆"
"それじゃあ、きらりも少女漫画みたいな、
シチュエーションに憧れたりするのか？","","Then Kirari is like a shoujo manga,
Do you yearn for situations?","","So, does that mean you're also
interested in shoujo manga-like situations?"
"それって、きらりんが少女漫画の主人公だったら、
ってこと……？　ぽわぽわ～ん……","","That is, if Kirarin were the protagonist of a shoujo manga,
Does that mean ......? Powapow~n......","","Does that mean if you're the protagonist
of a shoujo manga, Kirarin...? *boing*"
"ぴゃうー！　そんなの、想像しただけで
顔があちあちだにぃ！","","Just imagine that!
My face is all over the place!","","Aaaugh! Just imagining it makes my face
all hot and fuzzy, broooooonnnn!!"
"もう少し抑えてくれると助かるよ。
ちょっとびっくりするから","","I'd appreciate it if you'd hold back a little more.
Because you'd be a little surprised.","","It'd be great if you could hold it in a little longer.
It's a little surprising."
"はいっ、りょーかいです！　びしぃ！
Ｐちゃんのお邪魔しないように、気を付けゆ！","","Yes, it's a great honor!
Be careful not to disturb P-chan!","","Okay, roger that! Smack-dab!!
Be careful not to disturb P-chan!"
"でも、キュンキュンすると、つい声が
おっきくなっちゃうんだぁ……","","But when I get squeamish, I just can't stop talking.
I'm going to be a big girl. ......","","But when I get nervous,
my voice gets louder..."
"そうだな……少しうるさかった、かな","","Yes, ...... it was a little loud, I guess.","","Let's see... Maybe I was a little loud."
"うぅ……Ｐちゃんお仕事してるのに、
ごめんね……","","Ugh ......P, you're working,
Sorry ......","","Ugh... I'm sorry, P-chan. You were
supposed to be working right now!"
"お口チャックして、静かに読むね！　ちょっとは、
うぴゃーってなっちゃうかもだけど……","","I'll zip up my mouth and read quietly!
I know it might make you go ""oooooh"" but ......","","I'll zip my lips and read it quietly! It might
make you go “Upyahh for a bit, but..."
"まあ、きらりが大声を上げている、理由がわかって
スッキリしたけど……ほどほどにな","","Well, Kirari is yelling, and now I know why.
It's refreshing, but ...... in moderation.","","Well, now that I know the reason why you're shouting
so loudly... Just keep it to a minimum."
"はぁ～い！　了解だゆ！","","Yes, I got it!","","Yes! Roger that."
"ぴゃうー！　そ、そんなこと言われたら……！","","Pyah! Well, if you say so, please visit ......!","","Pyauu-! D, don't say something like that..."
"きらりん、きゅんきゅんでバクハツしちゃうー！","","Kirarin, kyun kyun and bakuhatsu!","","I'm going to blow up with a squeezing sound!"
"（また叫んでる……。
そんなに刺激的な漫画なのかな？）","","(Also screaming: .......
(Is it really that exciting a cartoon?)","","(She's shouting again...)
Is it really such an exciting manga?)"
"はっ……！　ぴ、Ｐちゃん、ごめんね……。
きらり、またうるさくしちゃったよね……","","Haha ......! Sorry, P. .......
Kirari, I made it loud again: ......","","Hah...! I-I'm sorry, P.
*sniffle* I've made a lot of noise again..."
"いいよ、大丈夫。それより、
きらりがそんなに夢中になる漫画、俺も気になるな","","No, it's okay, it's okay,
I'm curious too about the manga that Kirari is so obsessed with.","","It's fine, I can handle it. But more importantly... The manga
that really gets your sparkles going is bothering me a lot too"
"Ｐちゃんも一緒に読む？　胸がきゅんきゅーんって、
ドッキドキでハピハピになっちゃうゆ♪","","P-chan, would you like to read it with me? My heart is pounding,
I'm so excited, I'm so happy!","","Do you want to read it with me, P-chan? My heart's
beating so fast that I can barely contain myself! ♪"
"そうか。
だったら俺も一緒に読んでもいいか？","","Okay.
Then can I read it with you?","","I see.
Then can I read it with you?"
"もっちろん！　じゃあＰちゃん、お隣にどうぞ♪
一緒にきゅんきゅん、しようにぃ♪","","Of course! Well then, P-chan, come sit next to me...
Let's squeal together!","","Of course! Come sit next to me,
P-chan♪ Let's squeeze together~"
"（……ページを捲るたびにきらりは声を上げている。
無事に１冊読み終えることができるのだろうか）","","(......) Kirari is screaming every time she turns a page.
(Will I be able to finish reading one in one piece?)","","(...Every time I turn a page, she cries out.
(Will I be able to finish one book without incident?)"
"（ソファの方から寝息が聞こえてくるな。
よく眠ってるみたいだけど……）","","(You can hear her breathing in her sleep from the couch.
(He seems to sleep well. ......)","","(I can hear her breathing from the sofa.
(She seems to be sleeping soundly...)"
"むむむぅ……まーた杏ちゃん、
レッスンをさぼってるにぃ！","","Mmmmmm... ...... mmmm... apricot,
I'm skipping lessons!","","Hmm... Anzu-chan's skipping
out on her lessons again!"
"そんな杏ちゃんには……こっそり近づいて、
びっくりさせちゃうんだから☆","","You can sneak up on such apricots at ......,
I'm going to surprise you.","","I'm going to sneak up on
Anzu-chan and surprise her☆"
"そーっと、そーっと……からの、
きらりんアターック☆","","Gently, gently from ......,
Kirarin Atac*.","","Gently, gently... from
now on. Glittering Attack☆"
"…………っ！","","............!","","......!"
"あふぅ、どうしたの……？
ミキ、まだ眠いの～","","Aww, what's wrong ......?
Miki, I'm still sleepy.","","Afuu, what's wrong...?
Miki, are you still sleepy?"
"にょわー！！！　甜花ちゃん！　美希ちゃん！","","Nyowa!!! Beet-hana, Miki!","","Nyowa-!!! Tenka chan! Miki san!!"
"てっきり、杏ちゃんかと思って……。
びっくりさせちゃって、ごめんねぇ","","I thought it was Anne and went to .......
I'm sorry I startled you.","","I thought it was Anzu-chan...
I'm sorry for scaring you like that. I know it must have been a bit of an ordeal, but..."
"甜花……心臓、バクバク……","","Beet flower ...... heart, bakku ......","","Tenka... My heart is pounding."
"そーゆーことだったんだね……。
それじゃミキはお昼寝にもどるの","","That's how it happened. ......
Okay, Miki, back to your nap.","","So that's how it is...
Well, miki's going back to her nap."
"しゅ～ん。きらり、失敗しちゃった……。
Ｐちゃんは杏ちゃんじゃないって知ってたの？","","Shhhh...Kirari, I screwed up. ......
Did you know that P-chan is not Anzu?","","Whoosh. I screwed up...
Did you know that P-chan wasn't Anzu?"
"えっ、俺は……","","Eh, I'm ......","","Huh? I'm..."
"知らなかった","","I didn't know.","","I didn't know."
"知ってた","","I knew it.","","I knew that."
"知らなかったよ。仕事してたから","","I didn't know, I was working.","","I didn't know. He was working"
"プロデューサー、ミキたちがいたのも
気付いてなかったでしょ？","","Producers, Miki and the others were there.
You didn't notice, did you?","","You didn't even notice Miki and
the others were here, did you?"
"そ、そうなの？
Ｐちゃん、お仕事に集中してたんだね","","Oh, yeah?
P-chan, you were concentrating on your work.","","I-Is that so?
P-chan, you were really focused on your work."
"……ってことは、
きらりん、Ｐちゃんのお仕事も邪魔しちゃったのかな","","...... means,
Kirarin, I wonder if I interfered with P-chan's work as well.","","...Which means I'm
interrupting your work, too."
"ごめん、知ってた","","Sorry, I knew.","","Sorry, I knew."
"にょわ！　Ｐちゃんのいじわる～。
どうして教えてくれなかったのぉ","","Nyowa! P-chan's teasing~!
Why didn't you tell me?","","Nyowah! You're so mean, P-chan.
Why didn't you tell me?"
"でも、Ｐちゃんお仕事忙しいから
きらりのことばっかり気にしてられないよねぇ……","","But, P-chan, you're busy with work.
I can't keep worrying about Kirari, can I? ......","","But P-chan's so busy with work, I can
hardly just focus on glimmering things..."
"い、いや、そんなことは……","","No, no, that's not what ......","","N-No, that's not..."
"……えっと、甜花、寝るね……","","...... Well, Beet Hana, I'm off to bed. ......","","...Um, Tenka... I'll go to sleep."
"むにゃむにゃ……","","Mushy Mushy ......","","*mumble*..."
"にょわわ……。
それじゃあ、せめてものお詫びに……コホン！","","Nyowa. .......
Well then, let me at least apologize to you at ...... Kohon!","","Nyowawa...
Well then, as an apology... Ahem!"
