"（改めて雪歩に挨拶をしようと、
事務所に来てみたが……）","","(I tried to greet the snowflakes again,
I came to your office (......).","","(I came to the office to
say hi to Yukiho, but...)"
"前に探しに行ってみたんですけど、
どこにもありませんでした","","I went looking for it before,
I couldn't find it anywhere.","","I went looking for him before,
but he was nowhere to be found."
"そうか……。
ロッカーとか物置の中は見たか？","","I see. .......
Did you look in the locker or the storage room?","","I see......
Did you see what was in the locker or in the closet?"
"い、いえ。ロッカーや物置は
鍵がかかっていたので……","","No, no, lockers and storage areas are
It was locked. ......","","N-No. The locker and storage
room were locked, so..."
"よし。音無さんに鍵を借りて行くとしよう","","Okay, let's borrow a key from Mr. Otonashi and go.","","Okay. I'll borrow the key from Otonashi-san and go."
"見当たらないですね……。やっぱり、
７６５プロの事務所にはないんでしょうか？","","I can't find it. ....... I knew it,
Is it not in the 765 Pro office?","","I don't see it anywhere... Isn't there
one in the 765 Pro office?"
"ふう……。探し物をしてみると、うちの事務所って
意外とロッカーや物置が多かったんだな……","","Fuu....... If you look for something, you'll see that our office is...
Surprisingly, there were a lot of lockers and storage areas. ......","","*sigh*... When I looked for something, my office
had a lot of lockers and storage rooms..."
"ううっ……。私のスコップ……","","Ugh ....... my shovel ......","","Ugh... My shovel..."
"これが最後のロッカー、か……。
ここに無ければ、もう一度最初から探してみようか","","This is the last locker, or .......
If it's not here, let's start looking again from the beginning.","","This is the last locker, huh...
If you're not here, let's start from the beginning again."
"……はい！
何度でも何度でも諦めずに探してみますぅ！","","...... Yes!
I will look for it again and again and again without giving up!","","...Yes!
I won't give up, no matter how many times it takes!"
"よし、それじゃ、開けるぞ……","","Okay, then, let's open it up: ......","","Alright, then, I'll open it..."
"カチャリ……バンッ！","","Kachari ...... bang!","","Click... Bang!"
"うわっ、特大の段ボールに色々なものが入っている。
しかも、『触るな危険』ってデカデカと書いてあるぞ","","Wow, a lot of stuff in an oversized cardboard box.
And it says ""Don't touch, it's dangerous"" in big letters.","","Whoa, there's a lot of different kinds of boxes in here.
And it says '『Don't touch it. It's dangerous.』' in big letters, too."
"あ……もしかして、これが
業者さんがまとめたっていう段ボールでしょうか？","","Oh, ...... maybe this is the one.
Is it cardboard that the vendor says he put together?","","Oh, is this the cardboard box that
the contractors put together?"
"そうかもしれないな。よし、ロッカーから
取り出して……っと","","Maybe so...okay, from the locker.
Take it out and go to ......","","Maybe you're right. Alright,
I'll take it out of the locker..."
"よし、開けてみるぞ。
…………ぱっと見た限り、なさそうだな","","Okay, let's open it up.
From a quick glance at ............, it doesn't look like it.","","Alright, let's open it.
...At a glance, it doesn't look like it."
"ううっ……。
残念ですけど、また最初から探して……","","Ugh. .......
I'm sorry, but you'll have to start looking again from the beginning: ......","","Uuu......
I'm sorry, but we'll have to start looking again..."
"キラッ……","","Kirak ......","","Glittering..."
"……！？
い、今の輝きは……！？","","......!
Yes, now that's brilliance. ......!","","...!?
Wh-What was that glow?!"
"ど、どうしたんだ雪歩！？
段ボールの中をひっくり返して……","","What's wrong with you, snowflake!
Turn over the cardboard: ......","","Wh-What's wrong, Yukiho?!
I flipped over the cardboard box..."
"あ、あ、ありました～！
わ、私の……。私のスコップですぅ～～～！","","Oh, oh, there it is!
Wow, my ....... my shovel soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!","","Th-Th-There it is!
M-My... My shovel!"
"うわっ！　ほ、本当だ……。
この中に混ざっていたのか……","","Wow! Oh, it's true. ......
Did you get mixed up in this one: ......","","Whoa! Y-You're right...
So it was mixed in here..."
"ぐすっ。私のスコップ～～！
私のスコップですぅ～～～！","","Gosh, my shovel~~!
My shovel soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!","","*sniffle* My shovel!
It's my shovel!"
"あ、ありがとうございますぅ！　プロデューサー！
私のスコップを見つけてくれて……！","","Oh, thank you very much, Producer!
You found my shovel at ......!","","Th-Thank you so much, Producer-san!
You found my shovel!"
"いやいや、最後は雪歩が見つけたんだよ。
よかったな、スコップが見つかって！","","No, no, no, the snowflake found the last one.
Good for you, you found a shovel!","","No, no, Yukiho found it in the end.
I'm so glad we found a shovel!"
"はい～！　これでつらいことがあったとき、
穴掘って埋まることができます","","Yes~! When I had a hard time with this,
You can dig a hole and bury yourself in it.","","Yes! Now we can dig a hole and bury ourselves
in the ground if things get tough."
"……まあ、それも気分転換になるだろうけど、
新しい事務所を穴だらけにしないようにな","","...... Well, that would be a nice change of pace,
Don't let the new office be full of holes.","","...Well, I'm sure it'll be a nice change of pace,
but don't leave your new office full of holes."
"（雪歩のコラムのネタ出しのため、
公園で散歩をすることにした）","","(To get the story out for the snowflake column,
(Decided to take a walk in the park)","","(I've decided to go for a walk in the park so
I can write a story for Yukiho's column.)"
"何を書こうかなって悩んだとき、お散歩をしていると
アイディアを思いつくことが多いんですよ","","When I was wondering what to write about, I was taking a walk.
I tend to come up with ideas.","","When I'm trying to decide what to write, I often
come up with ideas when I'm taking a walk."
"へえ、ほどよく体を動かすのが、
いいのかもしれないな","","Heh, to move the body in moderation,
Maybe that's a good thing.","","Wow, maybe it's good
to exercise a little."
"そうかもしれませんね。
今日は、お天気も良くて気持ちいいですし","","That may be so.
The weather is nice and pleasant today and","","That might be the case.
It's nice and sunny today."
"そういえば、プロジェクトルミナスも
軌道に乗り始めた頃だけど、調子はどうだ？","","Come to think of it, Project Luminous.
Just getting back on track, how's it going?","","By the way, Project Luminous is starting
to get on track. How's it going?"
"雑誌のコラム掲載や、スコップ探しで
バタバタしていて、聞きそびれていたからな","","Magazine columns and in search of shovels.
I've been so flabbergasted, I didn't get a chance to ask you.","","I was so busy with the magazine column
and the shovel search that I forgot to ask."
"はい、ルミナスの活動、すっごく楽しいです。
みんな優しくていい子ばっかりで……","","Yes, I really enjoy Luminous' activities.
Everyone is so nice and kind. ......","","Yes, Luminous's activities are really fun.
They're all so kind and good..."
"果穂ちゃんは元気いっぱいで、
一緒にいると、私まで元気になれるんです","","Kaho is full of energy,
When we are together, even I feel better.","","You're full of energy, and when
I'm with you, I feel better too."
"蘭子ちゃんは独特な話し方だけど、自己表現……？
っていうのを、大切にしててすごいと思います！","","Ranko has a unique way of speaking, but she expresses herself ......?
I think it's great that you value that!","","Ranko-chan has a unique way of speaking, but is it self-expression...?
I think it's amazing how much she cares about that!"
"未来ちゃんたちも、どんどん成長していって……。
ダメダメな私なんてすぐ追い抜かれちゃいますね……","","The future girls are growing up and .......
I'm no good, I'll be overtaken in no time. ......","","Mirai-chan and the others are growing up...
I'm so hopeless, they'll overtake me in no time..."
"雪歩も頑張っていると思うぞ。みんなの良いところを
見つけられるくらい、馴染んでいるみたいだしな","","I think you're doing a great job snowflake, good for you all.
And you seem to fit in well enough to find it.","","I think Yukiho's doing his best. He seems
to be used to everyone's good points."
"はいっ！　ルミナスのみんなと一緒にいると……","","Yes! With everyone at Luminous: ......","","Yes! When I'm with Luminous..."
"ダッダッダッ……！！","","Dadda dadda dadda ......!","","*dash* *dash* *dash*"
"……ん、なんの音だ？","","...... hmm, what's that sound?","","...Hm? What's that sound?"
"キャン！","","Can!","","Can!"
"ひうっ！　い、犬です～！","","It's a dog!","","Eek! I-It's a dog!"
"子犬だな。いや、それよりも
リード無しで公園内を走らせるなんて、非常識だな","","It's a puppy...no, it's more than that.
It's insane to let them run around the park without a leash.","","You're a puppy. No, more importantly, it's
absurd to run through the park without a leash."
"こ、この公園は……ときどき、ドッグランの
イベントをやってるんでした～～～！","","This park is ...... sometimes a dog run.
I was doing an event~~!","","Th-This park has dog-dogran
events every now and then!"
"へ～、そうだったのか……って、雪歩は犬が
苦手だったな。待ってろ、すぐに捕まえるから","","Heh, I didn't know that. ...... is a snowflake is a dog.
I wasn't very good at that...just hang on, I'll get you in a minute.","","Wow, I didn't know that... Wait, Yukiho, you're
not good with dogs. Just wait, I'll catch you soon."
"い、いえ！　だ、大丈夫ですぅ！
実は私、犬に触れるようになったんです","","No, no!
I actually got to touch the dog.","","N-No! I-I'm fine  
Actually, I started touching dogs."
"ち、ちょっとだけですけど、
こ、このくらいのサイズの犬だったら……","","It's just a little bit,
Here, if you have a dog this size: ......","","I-It's just a little,
but a dog this size is..."
"おおっ、そうか！　それなら、雪歩の成長を
見届けさせてもらうとするよ","","Oh, well! Then, the snowflake grows up.
I'll see it through.","","Oh, I see! Well then, let's
see how much you've grown"
"ひいいぃ！　ぷ、プロデューサー！
犬に触るには、何をすればいいんですか～～～！","","Puh-lease, producer!
What do I have to do to touch the dog~~?","","Eeeeek! P-Producer, what are you
supposed to do when touching a dog?"
"え？　成長したんじゃなかったのか……？
そうだな、とりあえず……","","What? I thought you had grown up. ......?
Yes, for now: ......","","Huh? You haven't grown
up...? Well, for now.."
"恐怖心を捨てる","","Let go of your fears.","","Throw away your fear."
"犬になりきる","","turn completely into a dog","","Pretend to be a dog"
"背後を取れ","","Get behind me.","","Get behind me."
"餌付けだ","","Baiting.","","Feed them."
"犬への恐怖心を捨てるんだ","","You have to let go of your fear of dogs.","","Abandon your fear of dogs."
"あ、は、はい！　前に読んだ犬と仲良くなる
本にも、同じことが書いてありました！","","Oh, ha, yes! I've read before about getting along with dogs.
The book said the same thing!","","Ah, y-yes! The book I read before about
getting along with dogs said the same thing!"
"ほらほら～ワンちゃーん。
私は友達、友達ですよ～。怖くない……怖くない……","","There you go~ Wan-chan.
I'm a friend, I'm a friend - don't be afraid ...... don't be afraid ......","","Come on, puppy.
I'm a friend. A friend. I'm not scared... I'm not scared..."
"キャン♪","","canvassing","","Can ♪"
"あ……！　ワンちゃんも友達だと思って、
ゆっくり近寄ってきましたよ！","","Oh ......! Think of your dog as a friend, too,
I've been slowly approaching them!","","Ah...! I thought you were a friend,
too, so I slowly approached you!"
"犬になりきるしかないな","","I'll just have to be the dog.","","I'll just have to pretend to be a dog."
"わ、私が犬になりきる……。犬……犬……、
会話をしてみろってことでしょうか？","","Wow, I'm going to be a dog. ...... I'm going to be a dog. ...... dog. ...... dog,
Are you asking me to try to have a conversation?","","Y-You want me to pretend to be a dog? A
dog? You want me to try talking to you"
"犬の言葉……犬語……よし！
そ、それじゃあ……ワンッ♪　ワンッ♪","","Dog language: ...... dog language: ...... good!
Well, then, ...... one, one, one, one, one, one, one, one, one, one, one, one, one, one, one, one, one.","","Dog language... dog language... Okay!
W-Well then... Woof♪ Woof♪"
"キャン！！！","","Can!","","Clang!!!"
"ひうっ！　びっくりしました～～～！　でも、元気な
返事をしてくれましたよ、プロデューサー！","","I was so surprised~~!
He responded, producer!","","Ohmigosh! I was so surprised! But
you said it so energetically, n!"
"背後を取るしかないな","","We'll just have to take the back.","","We'll just have to get behind him."
"な、なるほど……。後ろからなら、犬に気づかれない
ように、こっそり触れるかもしれません……","","Oh, I see. ....... From behind, the dog won't notice you.
You might sneak a touch, as in: ......","","I-I see. I might be able to sneak up on you
from behind without the dogs noticing"
"抜き足……差し足……。そ～っと、バレないように、
そ～っと、後ろに回って……","","Remove ...... insert ....... Gently, don't get caught,
Gently, turn around and go to ......","","Petty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty
bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty bitty"
"ひうっ！　こっちを向きました。プロデューサー！
ワンちゃんにはバレバレでした……","","Hee-hee! He turned this way, producer!
The doggie knew what I was talking about: ......","","Ack! He turned to look at me, producer!
The puppy found out..."
"餌付けを試したらどうだ","","Why don't you try feeding them.","","Why don't you try feeding it?"
"え、餌付けって言われても、私、
犬のおやつなんて持ってきてないですよ……","","Eh, I'm not sure I'm supposed to be feeding you,
I didn't bring any dog treats. ......","","E-Even if you ask me to feed you,
I didn't bring a dog snack..."
"キュ～ン♪","","Cuuuuuuuuuuuuuuuuuuuuuuuuuuuut...","","Kyuuun♪"
"えっ……急にお座りして……。あ、おやつって
聞こえたから、もらえると思ったんでしょうか","","What ...... suddenly sit down and ......... oh, you know...
You thought you could get it because you heard it.","","Huh...? You sat down all of a sudden... Oh, I guess you
thought I'd give you a snack because you heard it."
"……ご、ごめんなさい。
私、ワンちゃんのおやつ、持ってないですぅ","","
I don't have any doggy treats.","","...I-I'm sorry.
I don't have a puppy snack"
"ウゥゥゥ……！","","Wooooooo ......!","","Uuuuu......!"
"ひいいいいっ！
お、怒らせちゃったみたいですぅ～！","","Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii!
Oh, I think I made you angry!","","Eeeeeeek!
I-I think I made her mad!"
"おお、いい感じに近づいてきているな。
だけど、無理はしないようにな","","Oh, you're getting good and close.
But don't take it too hard.","","Wow, we're getting closer and closer.
But don't push yourself too hard."
"まあ、そんな無茶をしなくてもいいぞ。
無理して苦手を克服することもないからな","","Well, you don't have to be so reckless.
You don't have to force yourself to overcome your difficulties.","","Well, you don't have to be so reckless.
You don't have to force yourself to overcome your weaknesses."
"で、でも私、一生懸命頑張って、
犬に触れるようになれたから……","","And, but I tried so hard,
Because I got to touch the dog. ......","","B-But I worked so hard, and
I was able to touch a dog..."
"だから、成長した私をプロデューサーに……","","So, I've grown up and I'm a producer: ......","","That's why I'm a grown-up producer..."
"ダダダダダダダッ！","","Da-da-da-da-da-da!","","*dash*dash*dash*dash*dash*!"
"な、なんの音だ！？","","What's that sound?","","Wh-What's that sound!?"
"キャンキャンキャンキャンキャン！！！！","","Can Can Can Can ！！！！","","*clang* *clang* *clang* *clang*!!!!"
"ひいいいいっ！　い、犬の大群ですぅ～～～！
こ、こんなにたくさんは、絶対にムリですぅ～～～！","","
I can never have so many!","","Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
Th-There's no way I can do this much!"
"あっ、雪歩……。走る人間の背中を見たら、
犬は追いかける習性があるぞ……って、遅かったか","","Oh, if you see the back of a running human being, snowflake ......,
Dogs have a habit of chasing you, ......, but it's too late.","","Oh, Yukiho. Dogs have a habit of chasing people when they see
their backs when they're running. Wait, you're too late"
"（急いで雪歩を追いかけよう。しかし……、
こういうことをコラムに書けば面白いんじゃ……？）","","(Hurry up and follow the snowflakes, but ......,
(Wouldn't it be fun to write a column about these things at ......?)","","(Let's hurry after him. But... wouldn't it be
interesting to write about this in a column?)"
"（以前に、公園で会った子犬の大群のことを書いた
雪歩のコラムは、上々の評判を得たのだが……）","","(I wrote earlier about a large pack of puppies I met in the park.
(Snowflake's column was well received. ......)","","(The column about the horde of puppies I met at
the park has gained a lot of traction, but...)"
"う～ん……。少数とは言え、
これもネットの評価として受け止めないと……","","Hmmm............albeit a small number,
I have to take this as another online assessment: ......","","Hmm... Even if it's just a small number of people, I
have to take it as an evaluation on the internet..."
"あ、プロデューサー。お疲れ様ですぅ。
あれ？　何を見ているんですか？","","Oh, producer, thank you for your hard work.
Huh? What are you looking at?","","Oh, hey, producer!
Huh? What are you looking at?"
"うわっ！　ゆ、雪歩か……。
っと！　あっ、危ないっ！　タブレットが……！","","Wow! Yup, it's a snowflake or .......
Oops! Oh, that was close! My tablet is at ......!","","Whoa! S-Snowwalker...
Whoa! Th-That's dangerous! The tablet's"
"あわわわ……。……っと！　ふぅ～。
……えへへ、めずらしくキャッチできましたぁ～♪","","Awww... ......... Phew!
......hehehe, I caught it like never before!","","Awawawa............oh! Phew 
...Ehehe, I caught it for once♪"
"はい、どうぞ。プロデューサー。もう少しで、
落としちゃう……ところ、でし、た……ね？","","Here you go, producer, almost there,
I'm about to drop ......, weren't I?","","Here you go, producer. Just a little more
and you'll lose it... But you did it, right"
"……あ。ゆ、雪歩？","","...... a. Yuh, snowflake?","","...Ah. Y-Yukiho?"
"『最近、萩原雪歩ってパッとしてなくない？』
えっと……これ、私のこと……ですよね？","","Hagiwara Yukiho hasn't been looking so good lately, has she?""
Let's see, ...... this is me ......, right?","","『Hagiwara Yukiho hasn't been in a good mood lately.』
Um... This is about me, isn't it?"
"……ああ。雪歩のコラムに対する
ＳＮＳの反応だな……","","...... Oh. in response to the snowflake column.
It's a social networking response. ......","","...Yeah. It's a social media response
to Yukiho's column..."
"『アイドル活動しているところ、あまり見かけない』
『単純に地味』……ううっ","","I don't see a lot of idolizing.""
'Simply Sober' ...... ugh!","","『You don't see many idols around here.』
『Simply plain.』  Ughhh"
"……うぇぇぇ、え、炎上ですぅ……！
やっぱり私なんて、ダメダメなんですぅ～！","","......Weeeeeeee, yeah, I'm on fire. ......
I'm still such a no-good person!","","...Uwahhhh, I-I'm on fire...!
I'm no good after all!"
"雪歩、気にするな……。とは簡単に言えないけど、
思いつめるほどのことでもないからな","","Snowflake, don't worry about it. ....... I can't say that easily,
It's nothing to get worked up about.","","Don't worry about it, Yukiho. I can't just
say that, but it's nothing to worry about"
"で、でも……。アイドル活動を見かけないって……。
アイドルとして、忘れられてるってことですよね……","","So, but ....... He said he hasn't seen any idol activity. ......
As an idol, it means you've been forgotten. ......","","B-but......she said she didn't see any idol activities......
As an idol, she's forgotten about me, right...?"
"それは違う。ルミナスの活動をしているし、ライブや
ＴＶの仕事だって適度にこなしている","","That's not true; we have luminous activities, live shows and
He even does a moderate amount of TV work.","","That's not true. I work for Luminous, and
I do concerts and TV shows in moderation."
"どの活動にも熱心に取り組んでいる
雪歩に限って、そんなことはない","","They are enthusiastic about all activities.
It's not just for snowflakes.","","I'm passionate about every single
activity, and that's not the case with Yukiho."
"あ、ありがとうございます……プロデューサー。
で、でも、こんなコメントがあるってことは……","","Oh, thank you, ...... producer.
So, but comments like this one: ......","","Th-Thank you very much, producer.
B-But, if there's a comment like this..."
"そうだな。事実は事実として、
受け止めなくちゃいけない","","Yes, facts are facts,
I have to take it.","","That's right. We have to
accept the truth as it is."
"わ、わかってます……。わかっていますけど……
こんなの、あまりにも残酷すぎますぅ～～～！","","Wow, I know. ....... I know, but ......
This is too cruel~~~!","","I-I know... I know, but...
This is just too cruel!"
"まあ、赤裸々なネットの意見だから、
直接的にグサッと来るものがあるよな……","","Well, it's a naked internet opinion,
There's a direct gist of what you're talking about: ......","","Well, it's a completely naked online opinion, so it's
probably something that'll hurt you directly..."
"ううっ……。プロデューサー！
わ、私はなにをすればいいんですか……","","Ugh. ....... producer!
Wow, what can I do ......","","*sniffle*... Producer!
Wh-What should I do...?"
"どうすれば、アイドルとして
ファンのみんなに認めてもらえると思いますか？","","How can I be an idol?
Do you think your fans will approve?","","How do you think we can get the
fans to recognize us as idols?"
"今のままでも、雪歩はアイドルとして
魅力的だと思うけど。あえて言うとしたら……","","Even as it is now, Snowy is still an idol.
I think it's fascinating, dare I say it: ......","","I think you're still attractive
as an idol. But if I had to say..."
"現状維持だ","","Status quo.","","Maintain the status quo."
"活動を頑張ろう","","Let's keep up the activity!","","Let's do our best."
"派手に
イメチェンだ","","Flamboyantly.
Makeover.","","It's a
flashy makeover."
"現状維持……。
もう少し、ありのままの雪歩で頑張ってみよう","","Status quo: .......
Let's try a little harder to be the snowflake we are.","","Maintain the status quo......
Let's do our best with the way things are."
"でも……。このままだと、またアイドル活動を
しないダメダメアイドルって言われちゃいませんか？","","But ....... If this continues, I'll have to go back to idolizing.
Wouldn't you be called a no-good idol who doesn't do it?","","But... At this rate, won't they call me a hopeless
idol who won't be doing any idol activities again?"
"それでも、雪歩らしく１歩ずつ活動していくのが、
ファンのみんなが望んでいることだと思うぞ","","Still, we have to work one step at a time as if we were snowflakes,
I'm sure that's what all your fans want.","","Even so, I think it's what all the fans want
to do, one step at a time, just like you"
"は、はい、わかりました！　プロデューサーが
そう言うのなら、私、今まで通りやってみますぅ！","","Ha, yes, I understand! Producer is...
If you say so, I'll try to do it the same way I've been doing it!","","O-Okay, got it! If Producer
says so, then I'll keep trying!"
"よし、雪歩が自信を持って活動が
できるように、俺も全力でプロデュースするからな","","Okay, the snowflake is confident that the activity
I'll do my best to produce it so that you can do it, too.","","Alright, I'll do my best to produce something
that Yukiho can be confident in."
"よろしくお願いします。プロデューサーに迷惑を
かけないように、私も頑張りますね","","Please, please, please, please, please don't bother Producer.
I'll do my best not to put it on.","","I'm looking forward to working with you. I'll do
my best not to cause trouble for Producer."
"いろんな活動をして、
ファンのみんなにアピールしていこう！","","Various activities,
Let's appeal to all of our fans!","","Let's do all sorts of things
to appeal to the fans!"
"そ、それなら認めてもらえそうですね。……あ、でも
どんな活動をすればいいんでしょうか？","","Well, that would be an admission. ...... Oh, but...
What kind of activities should we do?","","Th-That sounds like a good idea. ...Oh,
but what kind of activities should we do?"
"……そ、そうだな。活動内容については、
おいおい考えていくって感じで……","","......Yes, yes, about the activities,
It's like, hey, we'll think about it later. ......","","...Y-Yeah. It's like they're thinking
about the club's activities..."
"プロデューサー……。もしかして、
なにも考えないで言ったんですか？　","","Producer ....... Maybe,
Did you say that without thinking?","","Producer... Don't tell me you said
that without thinking about it?"
"よしっ、派手にイメチェンをしてみるか！","","Okay, let's give it a fancy makeover!","","Alright, let's make a big change of clothes!"
"イメチェン……ですか？　わ、わかりましたぁ！
でも、どんなイメージにすればいいんでしょうか？","","Is it imechanic ......? Wow, I get it!
But what kind of image should it be?","","Change...? I-I get it!
But what kind of image should I make?"
"そうだな。見た目も派手な感じにして、
キャラも底抜けに明るい感じにする……とかか？","","Yes, and make it look fancy too,
I'd make the character seem bottomless and cheerful, too, like ......?","","Yeah. Like how you make your character
look flashy and cheerful"
"あううっ……。見た目も性格もイメチェンって……。
今の私が全部ダメダメってことなんですね～～～！","","Awww... .........what a makeover, both in looks and personality... .......
I guess that means I'm all screwed up now~~!","","Auuu......changed her appearance and personality......
That means I'm completely useless now!"
"そ、そんなことは……。と、とにかく、雪歩が自信を
持って活動できるよう、俺も頑張るからな","","Well, that's not ....... And anyway, the snowflake is confident.
I'll do my best to keep it in my pocket.","","I-I wouldn't say that... A-Anyway, I'll do my
best to make sure Yukiho has confidence in his work."
"は、はい……。プロデューサーに迷惑を
かけないように、私も頑張りますぅ……","","Ha, yes ....... annoy Producer.
I'll do my best not to spend it on you. ......","","Y-Yes... I'll do my best not to
cause trouble for Producer"
"（雪歩のＴＶ収録の付き添いに来たのだが……）","","(I'm here to chaperone Snowy's TV recording: ......)","","(I came to accompany Yukiho on his TV recording...)"
"ううっ……。すみません、プロデューサー……。
ＴＶの収録、うまくできなくて。ダメダメで……","","Ugh ....... Sorry, producer .......
I couldn't get the TV recording to work...no good. ......","","Ugh... I'm sorry, producer...
I can't record well on TV. It's no good..."
"謝ることはないぞ。収録は無事に終わったんだから、
雪歩はしっかりと仕事をこなしたってことだ","","Don't apologize, the recording went off without a hitch,
It means the snowflakes did their job well.","","You don't need to apologize. The recording session ended without
incident, so that means you've done your job well"
"そうかもしれないですけど……。ステージだけ
じゃなくて、トークでも何度も何度も失敗をして……","","Maybe so, but only on ....... stage.
Not, you know, talk and make mistakes over and over again. ......","","That may be true, but... It's not just the stage.
He's also made numerous mistakes in his talks..."
"うぅ……スタッフさんにもたくさん迷惑を
かけてしまいました……","","Ugh ...... a lot of trouble for the staff.
I'm sorry I called. ......","","Ugh... I've caused a lot of
trouble for the staff..."
"それに、美嘉ちゃんや咲耶さんに、
何度も助けてもらって……。申し訳ないですぅ……","","And to Mika and Sakuya,
I'm so sorry ...... for all the times you've helped me. ......","","Besides, Mika-chan and Sakuya-san have
helped me so many times... I'm so sorry..."
"そんなに落ち込むこともないぞ、雪歩。
美嘉も咲耶も雪歩の力になれて、喜んでいるはずだ","","Don't be so depressed, snowflake.
Mika and Sakuya must be happy to be able to help Yukiho.","","There's no need to get so depressed, Yukiho.
I'm sure Mika and Sakuya are happy to be of help to Yukiho."
"でもでも、私のせいで……。
ううっ……。ふたりの優しさが逆につらくて……","","But it's my fault. ......
Ugh ....... The kindness of the two of them was hard to do the opposite. ......","","But, but, it's my fault...
Uuu...... Their kindness just makes it harder......"
"こんなダメダメな私じゃ、『天使の小部屋』の
コラム、きっと今日も書けないんですぅ……","","I'm not good enough for this ""Angel's Little Room"".
Column, I'm sure I can't write today. ......","","I can't write the 『Angel's Small Room』
column today, not when I'm this useless..."
"今日も書けない……って。もしかしてコラムの執筆、
うまくいっていないのか？","","I can't write today. ...... is...maybe column writing,
Not going well?","","I can't write today either...
Wait, is the column not going well?"
"はい……。何を書けばいいのかわからなくて……。
面白いことが何も浮かんでこなくて、ダメなんです","","Yes ....... I didn't know what to write .......
I can't come up with anything interesting, no good.","","Yes......I don't know what to write......
I can't think of anything interesting."
"なるほど……。そうだったのか……","","I see. ....... I didn't know that. ......","","I see... So that's how it is..."
"（アイドルの自信を失い、執筆も進まない……
それが活動にも響いて……。負のスパイラルだな）","","(Losing confidence in my idol and not writing: ......
(That's a negative spiral that's echoed in our activities at .......)","","(I've lost my confidence as an idol, and I'm not making any progress in writing...
(It's a negative spiral. It's having an impact on our activities.)"
"ぷ、プロデューサー！　お、お願いします……！
ダメダメでダメダメな私を鍛えてください！","","Psst, producer! Oh, please, ......!
Please train me to be no good, no good!","","P-Producer! P-Please!
Please train me when I'm useless and useless!"
"ゆ、雪歩を鍛える……！？
ど、どういう意味で言ってるんだ？","","Yup, training snowflakes: ......!
What do you mean?","","T-Training Yukiho?!
Wh-What's that supposed to mean?"
"このままだと、絶対いけないって分かってて……
でも、どうしたらいいか分からなくて。だから……！","","I know I'm never going to make it if I don't do this. ......
But I didn't know what to do, so I went to ......!","","I know I can't let this go on...
But I don't know what to do. So...!"
"アイドルとして大切なことを、もう一度、私に
教えてください……。お願いします！","","What is important to you as an idol, once again, to me.
Please tell me about it. ....... Please!","","Please tell me once again what's
important as an idol... Please!"
"（いつもより自分を卑下しているな。でも雪歩自身、
今の状況じゃダメだって感じているんだろうな）","","(More self-deprecating than usual, but snowflake herself,
(I'm sure he feels that the situation isn't good enough right now.)","","(He's even more self-deprecating than usual. But I'm
sure he's feeling that this isn't a good time.)"
"……よし、わかった。
雪歩の望み通り、俺は雪歩を一人前の……","","...... Okay, I got it.
I'm a snowflake, just like Snowflake wants me to be one ......","","...Okay, got it.
Just as Yukiho wished, I'll become a full-fledged..."
"アイドルに
してみせる","","For idols.
show (someone) what one can do","","I'll make you
an idol."
"淑女に
してみせる","","To the ladies
show (someone) what one can do","","I'll make you
a lady."
"建設業者に
してみせる","","To the builder.
show (someone) what one can do","","I'll make you
a contractor."
"大丈夫だ。
俺が雪歩を一人前のアイドルにしてみせるよ","","It's okay.
I'll make you a full-fledged idol.","","It'll be fine.
I'll make Yukiho a full-fledged idol."
"ぷ、プロデューサー……ありがとうございます。
そう言ってもらえるだけで、強くなれる気がします","","Ps, thanks to Producer .......
I feel stronger just by being able to say that.","","P-Producer... Thank you very much.
Just hearing you say that makes me feel stronger."
"どんな厳しいレッスンや特訓……穴掘りも……！
かならず乗り越えてみせます！","","Any tough lesson or special training ...... or digging a hole ......!
I will definitely get over it!","","No matter how tough the lessons or special training......or digging holes......!
We'll overcome this!"
"安心しろ。俺が雪歩をどこに出しても
恥ずかしくない、立派な淑女にしてみせる","","Rest assured, no matter where I put my snowflakes.
I will make you a respectable lady without shame.","","Don't worry. I'll make you a fine lady who
won't be embarrassed no matter where I go."
