"ほんとにぃ～☆　ありがとぉー、Ｐちゃん♪
うっきゃー、みんなとお買い物！　たのしみぃ～♪","","Really~☆ Thank you, P-chan
Oh my gosh, shopping with everyone!","","Reallyy! ☆ Thanks, P-chan.♪
Ukyaa, shopping with everyone! I'm having fun ♪"
"お疲れ様、きらり。
ルミナスの活動は順調か？","","Good job, Kirari.
How is Luminous doing?","","Good work, Glittering.
How's Luminous doing?"
"うんっ、ゼッコーチョーだよぉ♪　それに最近は、
雪歩ちゃんと真ちゃんと仲良しさんだにぃ♪","","Yes, it's Zeccocho♪ And recently,
Snowy and Makoto are good friends.","","Yep, I'm super awesome! ♪ And lately Yukiho and
Shin-chan have been getting along really well.♪"
"へえー、雪歩と真とよく話すのか。
あのふたりといえば……","","Wow, do you talk with snowflakes and true often?
Speaking of those two: ......","","Huh, so you talk to Yukiho and Makoto a lot.
Speaking of those two..."
"乙女だよな","","You're a girl, right?","","You're a maiden."
"頼もしいよな","","I'm counting on you, aren't I?","","You're so dependable."
"不思議だよな","","It's strange, isn't it?","","It's strange, right?"
"ふたりとも乙女チックだよな","","They're both maidenly, aren't they?","","You two are so girly."
"そうそう♪　ふたりともオトメ度まっくしゅだから、
きらりんも見習いたいな～って！","","Yes, yes♪ Both of them are full of Otome,
I wish Kirari could learn from him!","","Yeah, yeah! ♪ They're both girls. I
want to learn from your example too~"
"ふたりとも頼もしいよな","","They're both very reliable, aren't they?","","You're both so reliable."
"うんっ！　雪歩ちゃんたちの曲とかダンスを
教えてもらって、一緒に練習してるんだぁ☆","","Yes, I'm going to dance to Yukiho's songs and dances.
He teaches me and we practice together.","","Yup! I'm practicing with Yukiho-chan and the
others. They taught me their songs, dances...☆"
"ふたりとも、不思議なところがあるよな","","There's something magical about both of you, isn't there?","","You two have a strange side to you."
"そうかなぁ？　ふたりとも、とってもとっても
キラキラで素敵な女の子だゆ？","","I don't know... they're both very, very, very good.
Sparkling and nice girl, yu?","","You think so? They're both very, really
sparkly and wonderful girls."
"それに、ふたりともいつも一生懸命だから、
きらりんもガンバロー☆　って気持ちになるんだ！","","Besides, both of us are always working hard,
It makes Kirari feel like she's doing her best!","","And the two of you are always working so
hard, it makes me want to do my best too!"
"仲間でもあるし、良きライバルでもある、
というわけだな","","We are friends and good rivals,
so that's why","","So you're both friends
and a good rival."
"うんっ♪　でもでも、もっとふたりと仲良くなって、
も～っとハピハピなお友だちになりたいにぃ☆","","Yes, but I want to get to know you both better,
I want to be a more happy-happy friend.","","Yup♪ But, but I want to get closer with
you two and become happy friends.☆"
"（きらりの自主レッスンを見に来たのだが……）","","(I came to see Kirari's independent lesson at ......)","","(I came here to watch a class of my own, but...)"
"ここでくりゅっとターン！　最後に、きらりんっ☆
ふぃ～……Ｐちゃん、どうだった？","","Finally, Kirarin☆!
Whee~......P, how did you like it?","","And then it's your turn! Finally, glimmer.☆
Phew... P-chan, how was it?"
"うん、良かったんじゃないか。
振り付けは完璧だし、キレもバッチリだったぞ","","Yeah, it was good.
Your choreography was perfect, your sharpness was spot on.","","Yeah, that's a good thing.
Your choreography was perfect, and you did a great job."
"ほんとにぃ～！　うっきゃー☆
Ｐちゃんに褒められちゃった～！","","Really~!
P-chan complimented me!","","Really?! Ukyaaahn☆
P-chan praised me!"
"にゅふふっ。きらりん、ルミナスの
みんなの役に立てるように、がんばゆ！","","Kirarin, the luminous
I will do my best to be useful to everyone!","","*giggle* I'll do my best to
help everyone in Luminous!"
"役に立てるように……？　今だってきらりは、
みんなを支えてくれてるじゃないか。例えば……","","To be useful ......? Even now, Kirari is,
You've got everyone's back, e.g. ......","","To be useful? Even now, you're still
supporting everyone. For example..."
"前向きなところ","","Positive place","","The positive."
"明るいところ","","bright spot","","Somewhere bright."
"かわいいところ","","Cute place","","Cuteness."
"いつでも前向きでポジティブなところが、
みんなの励みになっているぞ","","Always positive and positive,
You're an encouragement to all of us!","","Everyone's cheered up by how
positive and optimistic you are."
"うぇへへ～♪　そんなに褒められると照れちゃう☆
元気づけてくれて、ありがとにぃ。Ｐちゃん！","","I get so embarrassed when people compliment me that much.
Thanks for cheering me up, P-chan!","","Hehe~ You're making me blush.☆
Thanks for cheering me up, P-chan!"
"きらりの明るさが、
みんなの背中を押してくれているぞ","","The brightness of Kirari,
You've got everyone's back!","","The brightness of the light
is pushing everyone's back."
"うきゃ☆　気づかなかった～！　きらりん、
みんなに元気をプレゼントをしてたんだにぃ♪","","Uky☆ I didn't notice~! Kiririn,
I was giving everyone a gift of energy.","","Ukya☆ I didn't notice! Kirarin was
giving everyone energy as a present.♪"
"かわいいところだな。きらりのセンスは、
みんなの刺激になっているぞ","","Cute place, Kirari's sense of style,
You're an inspiration to all of us!","","That's a cute thing to do. The sparkly sense you
have is really stimulating for everyone else, too"
"褒めてくれてありがと、Ｐちゃん！
でも、ルミナスはみんなきゃわいいよぉ♪","","Thanks for the compliment, P!
But all the Luminous are so cute!","","Thanks for the compliment, P-chan!
But Luminous is so cute!♪"
"だから、変に意識しすぎないで、
きらりらしくいてくれれば大丈夫だぞ","","So don't be overly conscious of it,
Just be yourself, Kirari, and you'll be fine.","","So, don't be too conscious of it. As long
as you keep a sharp look on your face..."
"つまり、きらりんはきらりんらしく☆　だにぃ！
そーゆーことなら、お任せあれ♪","","In other words, Kirarin is just like Kirarin☆!
Leave it to me for that kind of thing...","","In other words, Kirarin's like a Giraffe☆
If that's the case, leave it to me♪"
"ああ、それがきらりの魅力だと思うぞ！","","Yeah, I think that's the charm of Kirari!","","Yeah, I think that's the charm!"
"（デスクワークの途中、
屋上に息抜きに来た……）","","(In the middle of desk work,
(I came to the rooftop for a breather: ......)","","(I came to the roof for a
breather while doing desk work...)"
"お疲れ様、きらり。
きらりもひと休みしにきたのか","","Good job, Kirari.
So Kirari came to take a break, too?","","Good work, Glittering.
Did you come here to take a break, too?"
"あっ、Ｐちゃん♪　おっつおっつ☆
お天気ぽかぽかだから日向ぼっこだよぉ♪","","Ah, P-chan....
The weather is warm and sunny, so I'm going to bask in the sun...","","Ah, P-chan~ Pops!☆
The weather's nice and warm, so I want to bask in the sun.♪"
"日向ぼっこか。
その様子だと、ルミナスの活動も問題なさそうだな","","Sunbathing, huh?
From the looks of it, Luminous's activities seem to be in good hands.","","Sunbathing, huh?
From the looks of it, Luminous's activities should be no problem."
"うんっ！　順調、順調☆　ルミナスの
みんなと一緒にいると、毎日がキラキラなんだぁ♪","","Yeah! Steady, steady☆ Luminous's
Everyday is sparkling when I'm with you all!","","Yeah! Everything's going great☆ Every day is so sparkly
when I hang out with everyone in Luminous.♪"
"そうか、きらりにとってルミナスは……","","Well, for Kirari, Luminous is ......","","I see. To the glint in her eye, Luminous is..."
"ハピハピなユニット","","HAPPY UNIT","","Happy unit."
"ほわほわなユニット","","Warm and fuzzy unit","","Howa-Hawana Unit"
"ピリピリなユニット","","A tense unit","","Tingling unit"
"まさしく、ハピハピなユニットなんだな","","You are truly a happy-go-lucky unit.","","You really are a happy unit."
"そのとーり☆　ルミナスのみんなと一緒にいると、
きらりん、いつでもハピハピになれるんだぁ♪","","That's right☆ When I'm with everyone at Luminous,
Kirarin, you can be happy-go-lucky anytime!","","That's right☆ When I am with everyone in
Luminous, Kirarin can always be happy.♪"
"ほわほわなユニット、って感じか？","","A fluffy unit, you say?","","Is it like a fluffy unit?"
"にゅふふ☆　ほわほわ～って、マシュマロみたいで
きゃわいくて、ルミナスにぴったりだにぃ♪","","It's so soft and fluffy, like marshmallows.
Cute and perfect for Luminous.","","Heheh☆ It's like a marshmallow, squeaky
and perfect for Luminous~!!! ♪"
"ピリピリなユニット、なのかな？","","A tense unit, is it?","","Is it a tingly unit?"
"ピリピリ～って、辛くて舌がしびれちゃう感じ？
そーゆースパイスがルミナスにあってもいいかも！？","","Tingling~ is that the feeling of a spicy, numb tongue?
That kind of spice might be nice to have in Luminous!","","It's kinda tingly, like my tongue is going numb from the pain?
That kind of spice might be good for Luminous!"
"なるほど。きらりはルミナスを、
そんな風にとらえてくれていたのか","","I see...so Kirari has Luminous,
I'm glad you saw it that way.","","I see. So that's how you saw Luminous, huh?
Glitterse as they were in the past..."
"うんっ。ビビー☆　って感じで、
きらりんに伝わってくるんだぁ！","","I was like, ""Yeah, bibby*.
I can feel it in Kirarin!","","Yup. It's like a
baby☆ I can feel it!"
"きらりの思っていることが聞けてよかった。
ありがとう！","","I'm glad to hear what Kirari thinks.
Thank you!","","I'm glad to hear what you were thinking.
Thank you!"
"（きらりと一緒に、備品の買い出しを終え、
公園に立ち寄った……）","","(With Kirari, I finished shopping for supplies,
(Stopped by the park: ......)","","(We finished shopping for supplies
and stopped by the park...)"
"いっぱい歩いたね、Ｐちゃん。
きらり、ヘトヘト～。あ、ベンチで休んでこっ♪","","You walked a lot, P-chan.
Kirari, I'm exhausted!","","You walked a lot, P-chan.
I'm all worn out. Ah, go rest on the benches for a bit longer!!♪"
"何か飲み物を買ってくるから、
ちょっと待っててくれ","","I'll get you something to drink,
Hold on a second.","","I'll get you something
to drink, so wait here."
"（ええと、何にしようかな……）","","(Uh, what shall we call it: ......)","","(Umm, what should I get...?)"
"フルーツジュース","","fruit juice","","Fruit juice"
"紅茶","","black tea","","Tea"
"牛乳","","(cow's) milk","","Milk."
"きらり、飲み物を買ってきたぞ","","Kirari, I got you a drink.","","Glittering, I've got a drink for you."
"うっきゃー☆　Ｐちゃん、ありがとう～！
とってもフルーティーでおいしそうだにぃ♪","","Ukkyo☆ Thank you, P-chan~!
Looks very fruity and delicious!","","Ukyaa☆ P-chan, thank you!
It looks very fruity and delicious.♪"
"（よし！　すごく喜んでくれているな……！）","","(Okay! You're making me very happy. ......!)","","(All right! She's really happy about it...)"
"ありがとね、Ｐちゃん♪
ほっとするおいしさだぁ～☆","","Thanks, P. ♪
It's so delicious and relaxing!","","Thanks, P-chan.♪
It's so good, it makes me feel relieved!☆"
"（ふう、どうやら喜んでくれたみたいだ）","","(Phew, apparently he's pleased.)","","(Phew, looks like she's happy to hear that. I can tell by the look on her face it was a pleasure doing business with you all this time )"
"あ、ありがとにぃ！　でも、暑い時に
牛乳はちょびっと飲みにくいかもぉ……","","But when it's hot...
Milk may be a little hard to drink: ......","","Th-Thanks! But it'd be kinda hard
to drink milk in this heat..."
"（うーん、どうやらイマイチだったらしい）","","(Hmmm, apparently it wasn't good enough)","","(Well, it seems I wasn't very good.)"
"（きらりと差し入れのお菓子を食べながら、
ひと休みすることにした）","","(While eating sweets brought in by Kirari,
(Decides to take a break.)","","(We decided to take a break while
eating the snacks we'd brought.)"
"そういえば最近、
ルミナスの間でクイズが流行っているんだろう？","","Speaking of which, recently,
Is there a quiz going around among the Luminous?","","By the way, Luminous has
been doing quizzes lately."
"試しに俺にも問題を出してくれないか？","","Can you give me a problem to try?","","Would you mind giving me a question as well?"
"じゃあ、とっておきのクイズをＰちゃんに……！
デデーン！　では問題です……！","","Okay, I'll give P-chan a very special quiz at ......!
Deden! Now here's the problem: ......!","","Then I'll give you my special quiz, P-chan!
Dane! Then there's a problem..."
"『チャック』『ファスナー』『ジッパー』……！
この３つの違いはどこにあるでしょ～かっ！？","","'Zipper', 'Zipper', 'Zipper'. ......!
What is the difference between the three?","","『Chuck.』『Fastener』『zipper』...!
What's the difference between those three?!"
"（ふむ……裁縫が好きな、
きらりらしい問題だな。正解は……）","","(Hmmm ...... like to sew,
(That's a very Kirari-like question; the correct answer is ......)","","(Hmm... It's a question that looks like it
could be used to sew. The correct answer is:)"
"違いはない","","No difference.","","There's no difference."
"つなぎ目","","joint","","Connectors"
"長さ","","length","","Long"
"答えは、『違いはない』だ","","The answer is, ""It makes no difference.""","","The answer is 『There's no difference.』."
"ぴんぽーんぴんぽーん☆　Ｐちゃん大正解だよぉ♪
さっすがＰちゃん、物知りだにぃ☆","","P-chan is right on the money!
You know your stuff, P-chan.","","P-chan, you got it right!♪
That's P-chan for you. She knows her stuff, bro!☆"
"（よし！　正解することができたぞ）","","(Okay! You got it right.)","","(All right! You got it.)"
"答えは、『つなぎ目』とか？","","The answer is 'joints' or something like that?","","What about 『Connectors』?"
"ぶっぶー☆　ざんね～ん、ハズレだよぉ～","","Bubu☆ Zan~yan~, I'm not a winner!","","Buh buu☆ Too bad, you're wrong!"
"（自信があったが……。
意外と難しいな、この問題）","","(I was confident but .......
(Surprisingly difficult, this issue.)","","(I was confident, but...
This problem is harder than I thought.)"
"答えは、『長さ』だ！","","The answer is 'length'!","","The answer is 『Long』!"
"うにゅ～。しょんぼり、ざんねん賞～。
Ｐちゃんならわかると思ったんだけどなぁ","","Unyuu~ Disappointment, disappointment award~.
I thought P-chan would understand.","","Unyuu  What a dejected, disappointing award.
I thought you'd understand, P-chan."
"（うーん……正解は何なんだ？）","","(Hmmm ...... what's the right answer?)","","(Hmm... What's the correct answer?)"
"ねぇ、Ｐちゃん！　今度のお休みの日にみ～んなで、
きゃわいいものを探しに、出かけようと思うんだぁ♪","","Hey, P-chan! On your next day off, all of you,
I'm going out to look for something cute!","","Hey, P-chan! I'm thinking of going out on the next day off to look for something cute with everyone else
around me. That way we can all go see what it is that you like so much about him and his friends in school!!♪"
"かわいいもの探しか。
それは楽しそうだな","","Looking for something cute?
That sounds like fun.","","Looking for something cute, huh?
That sounds like fun."
"（きらりがみんなと遊びに行くとするなら……）","","(If Kirari is going to play with everyone, she should go to ......)","","(If the twinkle is going to go hang out with everyone...)"
"ショッピングモール","","shopping mall","","Shopping mall"
"動物園","","zoo","","Zoo"
"浜辺","","beach","","Hamabe"
"ショッピングモールなんて、どうだ？","","How about a shopping mall?","","How about a shopping mall?"
"うきゃー☆　きっときゃわいいお洋服とか
アクセサリーがい～っぱいだね！　わっくわく～♪","","Kyaa☆ I bet you have some cute clothes or something.
So many accessories!","","Aaah! ☆ I'm sure there are lots of cute clothes and
accessories around here. Wow, that was so exciting ♪"
"（よし！　喜んでくれたみたいでよかった）","","（I'm glad you enjoyed it.)","","(All right! I'm glad you like it.)"
"動物園とかいいんじゃないか？","","Maybe a zoo or something?","","Why don't we go to the zoo?"
"そっか、動物園にはきゃわいい動物さんが、
い～っぱいいるもんね！　ナイスアイディア！","","I see, there are cute animals in the zoo,
There are so many of them! Nice idea!","","That's right, there are lots of
cute animals in the zoo! Nice idea."
"（うん。喜んでくれたみたいだ）","","(Yes, he seemed pleased.)","","(Yeah. Looks like she'll be happy to hear that, too )"
"浜辺に行ってみるとか？","","Maybe go to the beach?","","Why don't we go to the beach?"
"浜辺できゃわいいもの……？
あっ、貝殻とか集めるの楽しそうだにぃ！","","Cute things on the beach: ......?
Oh, collecting shells and such sounds fun!","","Something nice on the beach...?
Ah, collecting seashells sounds like fun!"
"（まあ、こんなもんだろう）","","(Well, something like this.)","","(Well, that's about it.)"
"（きらりの仕事終わり、
気分転換を兼ねて出かけることにした……）","","(Kirari's end of work,
I decided to go out for a change (......)","","(After finishing my work, I decided
to go out for a change of pace...)"
"（もうこんな時間か……。
きらりも楽しんでくれたようだな）","","(Is it that time already? .......
(Kirari seems to have had a good time.)","","(It's already this late...
Looks like you had a good time, too.)"
"Ｐちゃん！　今日はと～っても楽しかったにぃ☆
きらりん、はぴはぴ充電かんりょーだよ！","","P-chan! I had a lot of fun today.
Kirarin, hapi-happi charge management!","","P-chan! Today was super fun, bro.☆
Kirarin, I'm charging up!"
"おっすおっすばっちし☆　Ｐちゃんのおかげで
きらりんパワーまーっくすだにぃ☆","","Thanks to P-chan!
Kirarin Power Makusudani*!","","Thanks to P-chan, I've
got a lot of power!☆"
