"プロデューサー！　おっはよ★
いい朝だねー♪","","Producer!
Nice morning...........................","","Good morning, producer.★
What a nice morning.♪"
"（次の仕事まで時間が空いたので、
美嘉とふたりでカフェに立ち寄った）","","(I had some free time until my next job,
(Mika and I stopped at a café together.)","","(I had some free time before my next job,
so Mika and we stopped by the cafe.)"
"美嘉、ルミナスでの活動はどうだ？
メンバーに仲のいい子とか、いるのか？","","Mika, how are things going at Luminous?
Do you have any close friends among the members or anything?","","Mika, what about your activities in Luminous?
Do you have any friends in your group?"
"みんな仲良くやってるよ。でも、特に響ちゃんと
一緒にレッスンすると、いい刺激になるんだよね★","","We all get along well, but especially Hibiki and
It's a good stimulus when we take lessons together★.","","Everyone's getting along well. But, especially when Hibiki-chan
and I have lessons together that are really stimulating for me!★"
"響から受ける刺激か。
それって……","","Is it the stimulus we receive from the echoes?","","The stimulation from Hibiki, huh?
Wait, you mean..."
"情熱的なところ","","Passionate place","","The passion."
"女性的なところ","","Feminine","","The feminine side."
"動物的なところ","","Animal-like place","","The animalistic side."
"響の情熱的なところか？
あの熱さは、響の良さだよな","","Hibiki's passionate?
That heat is what makes it sound so good.","","Is this Hibiki's passion?
That heat must be the sound of Hibiki's voice, right?"
"そう！　響ちゃんって、いつも元気で一生懸命で、
アタシも頑張らなきゃって思うんだ★","","Yes! Hibiki is always so energetic and hardworking,
I think I have to work hard too.","","That's right! Hibiki-chan is always energetic and hardworking,
so I think we need to do our best too.★"
"響の女性的なところかな？","","Is it the feminine side of Hibiki?","","Is it Hibiki's feminine side?"
"女性的なところ？　うん、それもあるかな。
響ちゃん、かわいいしね★","","The feminine part? Yes, I guess that's part of it.
Hibiki, you're so cute.","","A feminine side? Yeah, I guess that's part of it.
Hibiki-chan, you're cute.★"
"響の動物的なところか？","","Hibiki's animal side?","","Is that Hibiki's animal side?"
"それはちょっとよく分からないけど……。
元気で一生懸命なところがいいと思ってるかな","","I'm not sure about that one. ......
I guess I like that he's energetic and hardworking.","","I don't really get it, but...
I wonder if he likes how energetic and hardworking you are."
"でもやっぱり一番は、アイドルに対して貪欲な
ところかな！　レッスンでも伝わってくるんだよね","","But most of all, they are greedy for their idols.
I guess that's the part! I can feel it in the lessons.","","But I guess the most important thing is that you're
greedy for idols! You can tell from your lessons."
"そうだな。美嘉と響、ふたりが刺激し合うことで、
ルミナスにもいい影響を与えてると思うぞ！","","Yes, Mika and Hibiki, by stimulating each other,
I think you're doing Luminous a great service!","","You're right. I think it has a positive effect on
Luminous if you and Hibiki stimulate each other!"
"アリガト★　プロデューサー、
アタシの活躍に期待しててね♪","","Arigato★ Producer,
You can count on my success...","","Thanks ★ Producer, look
forward to seeing what I can do.♪"
"（屋上で休憩中、
美嘉とルミナスメンバーの話になった……）","","(Taking a break on the rooftop,
(Mika and the Lumina members were talking about ......)","","(While we were resting on the roof,
Mika and Luminous talked about it...)"
"ルミナスのメンバーは、個性が強いよな。
美嘉と同じ事務所のみんなも、個性的だ","","The members of Luminous have strong personalities.
Everyone in the same office as Mika is unique, too.","","The members of Luminous have strong personalities.
Everyone in the same agency as you is unique."
"あはは、そうかも。杏ちゃんは脱力系だし、
蘭子ちゃんは、最初びっくりしちゃうしね","","Haha, maybe so...Anzu is the type of person who escapes,
Ranko will be surprised at first.","","Haha, I guess so. You're the kind of guy who can barely move at
all and Ranko is surprised by you when she first sees your face..."
"個性って言えば……ねえ、プロデューサー、
ルミナスに大切な個性ってなにかな？","","Speaking of personalities, ...... hey producer,
What is the important personality for Luminous?","","Speaking of Quirks... Hey, producer.
What is Luminous' most important quirk?"
"ルミナスに大切な個性か……。
それはやっぱり……","","Is personality important to Luminous? .......
That's still ......","","Luminous's precious Quirk, huh...
I knew it..."
"バランス","","balance","","Balance"
"トーク","","talk show","","Talk"
"ダンスや歌","","Dancing and singing","","And dance and sing"
"バランスだな。それぞれ得意不得意があるけど、
ユニットだからこそ、カバーし合えるだろ？","","It's a balance, though each has its own strengths and weaknesses,
We're a unit, we can cover for each other, right?","","Balance. We're all good and bad at it, but we
can cover for each other just by being a unit!"
"なるほど。そう考えると、ルミナスって
いろんな子がいて、すっごくバランスいいのかも★","","I see...when you think about it, luminous is
There are a lot of different kids, so maybe it's very well-balanced.","","I see. If you think about it that way, Luminous has
a lot of girls and she's really well-balanced...★"
"トークかな。トーク力があるとどんな現場でも
目立てるし、個性が活かせて注目を集められるからな","","Talk, I guess... Talking skills will help you in any field.
It's a great way to stand out and use your personality to get noticed.","","Talking, I guess. When you have the power to talk about something it stands out in any
situation and makes your Quirk useful so that people can see what's going on with Okazaki!"
"トークかぁ。うん、確かにね。アタシももっと、
いろんなトークができるようにならなきゃね！","","Talk, yes, indeed, and I'd like to talk about it more,
We need to be able to talk about all kinds of things!","","Talking, huh? Yeah. I'll have
to learn a lot more about it!"
"ダンスや歌かな。
やっぱりアイドルは、ステージで輝いてこそだから","","Dancing and singing, I guess.
After all, an idol has to shine on stage.","","Dances and songs.
I'm an idol, after all."
"ふぅん、なるほど。
じゃあ、今まで通りにレッスンを頑張るね","","Hmmm, I see.
Well, I'll keep working on my lessons as before.","","Hmm, I see.
I'll do my best with the lessons, then."
"ああ、でも一番大切なのは、みんなの個性が
ぶつかって生まれる調和だ","","Oh, but the most important thing is that everyone's personality is
It's the harmony that comes from bumping into each other.","","Yeah, but the most important thing is that everyone's individual personalities
come together in harmony with each other to create a balance of power and unity."
"俺はその調和が最大限になるように、頑張るよ","","I'll do my best to maximize that harmony.","","I'll do my best to maximize that harmony."
"じゃあ、アタシももっともっと頑張らなきゃ★
サイッコーの調和、目指していこうね！","","Then, I have to work harder and harder too.
Let's aim for the perfect harmony!","","Then I'll have to work even harder.★
Let's aim for the perfect harmony!"
"（そろそろ次のライブの方向性を決めたくて、
ファミレスで、美嘉と話し合うことにした）","","(It's about time to decide on the direction for the next live show,
(At a family restaurant, Mika and I decided to talk it over.)","","(I wanted to decide on the direction of our next
concert soon, so we're meeting up at a family restaurant.)"
"ねえ、プロデューサーは次のライブ、
どんな方向性がいいと思う？","","Hey, Producer is the next gig,
What direction do you think is best?","","Hey, what kind of direction do you think the
producer should go for his next concert?"
"うーん、次の美嘉のライブの方向性か。
俺としては……","","Hmmm...the direction of the next Mika concert.
As for me, ......","","Hmm, the direction of Mika's next concert.
As for me..."
"ダンス中心","","Dance Center","","Dance center"
"歌中心","","song-centered","","Poetry Center"
"ＭＣ中心","","MC-centric","","MC-centric"
"ダンス中心のライブが、いいんじゃないかと思う。
華やかなパフォーマンスは、盛り上がるだろう？","","I think a dance-centered live show would be a good idea.
A spectacular performance would be a lot of fun, wouldn't it?","","I think a dance-focused concert would be good.
Aren't the performances exciting?"
"確かに！　それ、すっごくいいじゃん★
普段とは違う雰囲気のダンスもしてみたいな♪","","That's a great idea!
I would like to dance in a different atmosphere than usual.","","▁Yeah! That's a really good idea, right?★
I'd like to do a dance that has an atmosphere different from usual.♪"
"歌中心のライブがいいと思う。
派手な演出よりも、歌をじっくり聞かせるライブだ！","","I think a song-centered live show is the way to go.
It is a live performance that lets the audience listen to the songs more carefully than a flashy production!","","I think a concert focusing on singing would be good.
It's a concert where you take your time listening to the song, not just making it sound flashy!"
"なるほど。そういうのもいいかも♪
今からもっと歌のレッスン頑張らなくちゃ！","","I see...maybe that's a good idea...
I have to work harder on my singing lessons now!","","I see. That might be a good idea, too ♪
I have to work even harder at singing lessons now!"
"ＭＣ中心のライブはどうかな、と思ってるんだ。
なかなか他にはないだろう？","","I'm thinking about MC-centric gigs.
It's hard to find anywhere else, isn't it?","","I'm thinking of doing a concert centered around MCs.
There's not much else, is there?"
"それって、トークライブってこと？
うん、そういうのもアリ……なのかな","","Does that mean a talk show?
Yeah, I guess that's the kind of thing I'm looking for at ......","","Does that mean it's a talk concert?
Yeah, I guess that's one way to look at it... maybe not too far off the mark after all."
"今のは俺の提案だけど、
美嘉はどんな方向性のライブが好きなんだ？","","Now that's my suggestion,
What kind of direction does Mika like to live in?","","I know it's just a suggestion, but what
kind of direction do you like concerts?"
"アタシは、ファンがアタシに夢中になっちゃう
ライブがいいな！","","Atashi makes fans go crazy for Atashi.
I'd like to see a live show!","","I want a concert where my
fans become obsessed with me!"
"そうか。じゃあそれを前提にして、
方向性と、衣装を決めよう！","","Okay, so let's assume that,
Let's decide on the direction and the outfit!","","I see. Then let's use that as a basis to decide
which direction and what outfit we should wear!"
"衣装はこんな感じか。
いいライブになりそうだな","","So this is what the outfit looks like.
Sounds like it's going to be a good gig.","","So this is what the costume looks like.
Sounds like a good concert."
"うん、衣装の方向性もいい感じ★
この衣装で、最高のパフォーマンスしてみせるから♪","","Yes, the direction of the costume is also nice★.
I'll give you my best performance in this outfit.","","Yeah, the costume's in a good direction too ★
I'm going to put on a great performance in this costume.♪"
"（仕事帰り、繁華街で買い物中の美嘉と偶然会った。
声をかけると、カラオケに誘われたのだが……）","","(On my way home from work, I ran into Mika while shopping downtown.
When I approached him, he invited me to karaoke (......).","","(On the way home from work, I happened to run into Mika shopping downtown.
When I called out to her, she invited me for karaoke...)"
"か、カラオケか。
そうだな、せっかくだから一緒に行こう","","Or karaoke?
Well, since we're here, let's go together.","","A-A karaoke bar?
Yeah, we might as well go together while you're at it."
"やった、プロデューサーとカラオケなんて楽しみ♪
ねえ、プロデューサーはどんな曲歌うの？","","Yay, I can't wait to karaoke with Producer!
Hey, what kind of songs do producers sing?","","Yay! I can't wait to go karaoke with Producer.♪
Hey, what kind of song do you sing?"
"え、俺がカラオケで歌うのは……","","Eh, I sing karaoke at ......","","Huh? I don't sing karaoke..."
"流行りのＪ－ＰＯＰ","","Trendy J-POP","","Popular J-pop"
"有名なアニメソング","","Famous Anime Songs","","Famous Animated songs"
"マイナーな演歌","","Minor enka","","Minor Enka"
"流行りのＪ－ＰＯＰが多いかな。
勉強しているからな、最新曲もバッチリだぞ！","","I guess there is a lot of trendy J-Pop.
I'm learning, and I'm on top of the latest tunes!","","I wonder if there's a lot of popular J-pop songs.
I'm studying, so my latest song is perfect!"
"いいね、盛り上がりそう★
じゃあ、どんどん歌っちゃおー♪","","Great, it's going to be a lot of fun.
Well, then, let's keep on singing!","","Sounds like a plan.★
Then, let's keep singing-♪"
"有名なアニメソングかな。
年代問わず知ってる人が多いから","","Is it a famous anime song?
I know a lot of people of all ages.","","It's a famous anime song.
There's a lot of people out there who know about it."
"そうなんだ！　プロデューサーの
アニメソング聞きたい、歌って！","","Yes, that's right! Producer's
I want to hear cartoon songs, sing!","","That's right! I wanna hear
your anime song, n."
"マイナーな演歌だな。
知ってる人は少ないけど、好きなんだよ","","It's a minor enka.
Not many people know about it, but they like it.","","It's a minor enka song.
Not many people know, but I like it."
"そっかぁ。
アタシも知らなそうだけど、聞いてみたいな","","I see.
I don't think I know either, but I'd like to hear about it.","","I see.
I don't know either, but it sounds interesting."
"かなり歌ったな。
時間を忘れて盛り上がってしまった……","","You sang quite a bit.
I lost track of time and got excited: ......","","She sang quite a bit.
I lost track of time and got excited..."
"こーいうのもさ、たまにはいいじゃん♪
ねえ、せっかくだからデュエットしよーよ★","","This kind of thing is good sometimes.
Hey, since we're here, let's do a duet.","","It's nice to be like this once in a while.♪
Hey, let's duet!★"
"ええっ、デュエット！？　いやいや、
やめとくよ……恥ずかしいから……","","Eh, duet! No, no,
I'm not going to do it. ...... because it's embarrassing. ......","","Huh? A duet! No, no. I'll pass... It would be
embarrassing for me to say this out loud like that again..."
"ちょ、ちょっと！　そんなに恥ずかしがられると……
こっちまで恥ずかしくなってくるじゃん！","","Hey, hey, hey! If you're that shy, you can go to ......
It's embarrassing to me, too!","","H-Hey! Don't be so embarrassed...
I'm getting embarrassed too!"
"（休憩の合間に、美嘉とふたりで
ゲームセンターに来た）","","(In between breaks, Mika and I
(In the arcade)","","(During our break, Mika
and I came to the arcade.)"
"美嘉はよくゲームセンターに来るのか？
どんなゲームで遊ぶんだ？","","Does Mika come to the arcade often?
What games do you play?","","Does mika come to the arcade often?
What kind of game do you play?"
"たまに友達とね★　そうだ、イマドキのＪＫが
どんなゲームで遊ぶか、当ててみてよ♪","","Sometimes with friends.
Guess what games we'll be playing... ♪","","Sometimes with friends. ★ Oh yeah, guess what
kind of game the immaculate JK is playing!♪"
"そう来たか。うーん、そうだなぁ……。
イマドキのＪＫが遊ぶのは……","","So that's how it came to be. hmmm, I guess so. ......
Imadoki JK plays at ......","","So that's how it is. Hmm, let me think...
Imaginary JKs don't play..."
"体感型ゲーム","","handheld game console","","Sensitive game"
"クレーンゲーム","","crane game","","Crane game"
"音楽ゲーム","","musical (music) game","","A music game."
"体感型ゲームじゃないか？
最近どんどん増えてて、流行ってるだろう？","","Isn't it a physical game?
It's getting more and more popular these days, and it's catching on, isn't it?","","Isn't this a physical game?
It's been getting more popular lately, right?"
"そうそう！　リアルで盛り上がるんだよね★
プロデューサー、一緒にやってみようよ！","","Yes, yes, it's so realistic and exciting★.
Producers, let's do this together!","","That's right! It really gets you excited in real life.★
Let's do it together, producer!"
"（良かった、あってたみたいだ！）","","(Thank God, I think I got it right!)","","(Great, looks like it's working!)"
"クレーンゲームじゃないか？
かわいい景品が多いし","","Isn't that a crane game?
And there are so many cute prizes.","","Isn't that a crane game?
There's so many cute prizes."
"あー、確かに。流行ってるわけじゃないけど、
クレーンゲームもいいよね★","","Uh, sure...not that it's a fad,
Crane games are good, too.","","Yeah, you're right. It might not be all that popular
or anything... but crane games are pretty cool too ★"
"（うん、なかなか悪くない答えだったみたいだ）","","(Yeah, that didn't sound like a bad answer.)","","(Yeah, that wasn't a bad answer.)"
"音楽ゲームじゃないか？
流行りの曲で遊べるのもあるんだろう？","","Isn't it a music game?
You know, some of the popular songs you can play?","","Isn't this a music game?
Some of them are popular songs, aren't they?"
"うーん……音楽ゲーム、アタシは好きだけど、
周りの子は、得意不得意が分かれちゃうかな","","Hmmm ...... music games, I like the atari,
I wonder if the kids around me will be good at it or not.","","Hmm... I like playing music games, but everyone
around me has their strengths and weaknesses."
"（不正解だった。ＪＫの流行りは難しい……！）","","(Incorrect, JK's fad is difficult ......!)","","(That was wrong. JK's popularity is hard to come by...!)"
"（事務所で休憩中、美嘉が声をかけてきた。
ルミナスのメンバーで遊びに行きたいらしい……）","","(During a break in the office, Mika approached me.
(They want to go play with the members of Luminous ......)","","(Mika called out to me while I was taking a break in the office.
It seems she wants to go hang out with the members of Luminous...)"
"最近仕事が多くて忙しくなってきたしさ、
たまには息抜きするの、大事だと思うんだよね","","I've been working a lot lately, and I've been busy,
I think it's important to take a break once in a while.","","I've been busy with work lately, so it
is important to take a break from time."
"そういえばそうだな。
みんな頑張ってるし、遊びに行くプランを立てようか","","Come to think of it, that's true.
We're all working hard, let's make plans to have some fun.","","Come to think of it, you're right.
Everyone's working hard, so let me come up with a plan."
"行先はどこがいいかな。
みんなで行くなら……","","Where would you like to go?
If you want to go together: ......","","I wonder where we should go.
If we're all going together..."
"ショッピングモール","","shopping mall","","Shopping mall"
"カフェ","","cafe","","Café"
"世界の昆虫展","","Insects of the World Exhibition","","World Insect Exhibition"
"ショッピングモールはどうだ？
お互いに似合うものを選び合ったりできるだろ？","","How about the mall?
We can pick each other's looks, right?","","How about the mall?
We can choose something that looks good on each other, right?"
"いいねいいね★　今期の流行りチェックしたいし、
みんなの好みも分かるしね！　楽しそう！","","Nice, nice, nice★ I want to check out this season's trends,
And I know what everyone likes! Sounds like fun!","","That sounds great! ★ I want to check out the latest
fashion trends, and know what everyone likes. It looks so fun!!"
"（よし！　提案を喜んでもらえたぞ！）","","(Okay, I'm pleased with your suggestion!)","","(All right! You've made her happy with my proposal.)"
"カフェはどうだ？
ゆっくりおしゃベりする時間も必要だろ？","","How about a cafe?
We need to take some time to chat, don't we?","","How about a café?
You need some time to talk, right?"
"うん、たしかにおしゃべりしたいかも★
カフェなら、みんなの予定合わせやすそうだしね","","Yes, I would love to have a chat with you.
And the café seems like it would be easy to coordinate everyone's schedules.","","Yeah, I think we'd like to talk.★
The cafe seems like it'd be easy to schedule for everyone, after all."
"（俺の提案はそんなに悪くなかったみたいだ！）","","(Looks like my suggestion wasn't so bad!)","","(Looks like my proposal wasn't so bad after all!)"
"世界の昆虫展なんてどうだ？
最近、若者の間で人気だって聞いたぞ","","How about an exhibition of insects from around the world?
I hear it's a big hit among young people these days.","","How about an insect exhibit around the world?
Heard you've been popular with the youngsters lately."
"む、虫～？　アタシはちょっと……パス！
もっとアガるとこ行こうよ〜！","","Mui, insect~? I'm a little ...... pass!
Let's go somewhere more aggravating!","","A-A bug? I'll pass!
Let's go somewhere more exciting!"
"（あんまり喜んでもらえなかったみたいだ……）","","(I don't think he was too happy about it. ......)","","(She didn't seem too happy about it...)"
"（休憩中、美嘉がやってきた。最近ルミナスの間で、
メンバーのモノマネが流行っているらしい）","","(During a break, Mika came to me, recently among the Luminous,
(Apparently, impersonations of the members are all the rage.)","","(Mika came over while we were taking a break. I heard that mimicry
of the members has been popular among Luminous lately, too )"
"アタシ、このモノマネめっちゃ自信あるんだ★
絶対当ててよね！","","I'm really confident in this impersonation.
You'll definitely have to guess!","","I'm really confident in my mimicry.★
Make sure you win!"
"それじゃ、行くよ～","","Okay, I'll be there.","","All right, let's go~"
"『あらあら、困ったわね……。
ここはどこかしら～？』","","'Oh dear, you're in trouble. ......
Where am I?","","『Oh dear, what a bother...
I wonder where we are~?』"
"おお！
もしかして、このモノマネは……","","Oh!
Perhaps this moniker is ......","","Ooh!
Don't tell me this impersonation is..."
"あずさ","Azusa","","","Azusa"
"歌織","Kaori","","","Kaori"
"菜々","Nana","","","Nana"
"あずささんだな！","","Azusa!","","It's Azusa-san!"
"そう、正解！　やっぱ似てるよね？
結構練習したんだ★","","Yes, you're right! I knew it! They look alike, don't they?
I've practiced a lot.","","Yeah, that's right! They really do look alike.
I practiced a lot.★"
"（よし、正解！　美嘉もご機嫌だな）","","(Okay, you're right! Mika's in a good mood.)","","(Okay, correct! You're in a good mood too.)"
"歌織さん……かな？","","Is this ......, Mr. Utaori?","","Is it... Kaori-san?"
"あー、そう聞こえちゃう？
もっと練習しなきゃだね","","Uh, does it sound like that?
I need to practice more.","","Uh, does it sound that way?
You're gonna have to practice more."
"（答えを間違えてしまったみたいだ……）","","(I think I got the answer wrong: ......)","","(Looks like I got the answer wrong...)"
"えーっと……菜々……？","","Let's see ...... Nana ......?","","Um... Nana?"
"いやいや、もっとよく聞いて！
だいぶ違うタイプじゃん？","","No, no, no, listen more carefully!
They're very different types, aren't they?","","No, no. Listen to me more carefully!
You're a very different type."
"（美嘉が落ち込んでしまった。
正解できなかったのが悔やまれる）","","(Mika became depressed.
(I'm sorry I didn't get it right.)","","(Mika looked depressed.
I regret not being able to answer correctly.)"
"（美嘉の仕事終わり、
気分転換を兼ねて出かけることにした……）","","(Mika's end of work,
I decided to go out for a change (......)","","(After Mika's work, I decided to
go out for a change of pace...)"
"（もうこんな時間か……。
美嘉も楽しんでくれたようだな）","","(Is it that time already? .......
(I see Mika enjoyed it as well.)","","(It's already this late...
Looks like you enjoyed it too, Mika.)"
"今日は楽しかったね。お疲れさま、プロデューサー。
また今度、息抜きしようねっ★","","I had a great time today...good job, producer.
Let's take a break again sometime.","","I had a lot of fun today. Thanks for your hard work, Producer!
Let's take a break next time!★"
"あー、やっぱ、気分転換は大事だよね♪
さーて、心機一転！　明日から張り切っていこう！","","Ah, I knew a change of scenery was important... ♪
Well, let's make a fresh start!","","Ah, it's important to have a change of pace.♪
All right, let's get back to work! Let us start tomorrow."
